time,Dallas,pts.away,score,pts.home,Portland
2:51.0,J. Barea makes 2-pt shot from 1 ft,2,80-104,,
2:26.0,,,80-104,,Shooting foul by R. Jefferson (drawn by C. McCollum)
2:26.0,,,80-106,2,C. McCollum makes 2-pt shot from 9 ft (assist by D. Wright)
2:26.0,Official timeout,,80-106,,
2:26.0,,,80-107,1,C. McCollum makes free throw 1 of 1
2:10.0,J. Crowder misses 2-pt shot from 11 ft,,80-107,,
2:08.0,,,80-107,,Defensive rebound by M. Leonard
2:05.0,Personal foul by C. Villanueva (drawn by T. Robinson),,80-107,,
2:05.0,,,80-107,,J. Freeland enters the game for T. Robinson
1:50.0,,,80-107,,C. McCollum misses 2-pt shot from 20 ft
1:48.0,,,80-107,,Offensive rebound by J. Freeland
1:22.0,,,80-107,,W. Barton misses 2-pt shot from 7 ft
1:21.0,Defensive rebound by J. Barea,,80-107,,
1:21.0,J. Barea misses 2-pt shot from 5 ft,,80-107,,
1:21.0,Offensive rebound by R. Jefferson,,80-107,,
1:18.0,R. Jefferson makes 2-pt shot from 1 ft,2,82-107,,
1:18.0,Shooting foul by D. Wright (drawn by R. Jefferson),,82-107,,
1:18.0,R. Jefferson makes free throw 1 of 1,1,83-107,,
1:08.0,,,83-107,,Shooting foul by C. Villanueva (drawn by C. McCollum)
1:08.0,,,83-108,1,C. McCollum makes free throw 1 of 1
0:54.0,Shooting foul by D. Wright (drawn by J. Barea),,83-108,,
0:54.0,J. Barea makes free throw 1 of 2,1,84-108,,
0:54.0,J. Barea makes free throw 2 of 2,1,85-108,,
0:32.0,,,85-108,,Turnover by W. Barton (lost ball; steal by J. Barea)
0:24.0,J. Barea makes 2-pt shot from 1 ft,2,87-108,,
0:00.0,,,87-108,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
