time,LA Lakers,pts.away,score,pts.home,LA Clippers
2:20.0,W. Johnson makes 2-pt shot from 2 ft (assist by J. Clarkson),2,90-97,,
2:14.0,,,90-97,,Offensive foul by B. Griffin
2:14.0,,,90-97,,Turnover by B. Griffin (offensive foul)
2:07.0,Turnover by J. Lin (step out of bounds),,90-97,,
1:53.0,,,90-97,,Shooting foul by R. Kelly (drawn by B. Griffin)
1:53.0,E. Davis enters the game for R. Kelly,,90-97,,
1:53.0,,,90-97,,B. Griffin misses free throw 1 of 2
1:53.0,,,90-97,,Offensive rebound by Team
1:53.0,,,90-98,1,B. Griffin makes free throw 2 of 2
1:32.0,E. Davis makes 2-pt shot from 3 ft (assist by J. Clarkson),2,92-98,,
1:14.0,,,92-98,,M. Barnes misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by W. Johnson,,92-98,,
0:58.0,,,92-98,,Personal foul by M. Barnes (drawn by J. Lin)
0:49.0,W. Johnson makes 2-pt shot from 18 ft (assist by J. Clarkson),2,94-98,,
0:28.0,,,94-100,2,B. Griffin makes 2-pt shot from 22 ft (assist by C. Paul)
0:28.0,LA Lakers full timeout,,94-100,,
0:28.0,,,94-100,,A. Rivers enters the game for J. Redick
0:22.0,J. Lin misses 2-pt shot from 21 ft,,94-100,,
0:20.0,Offensive rebound by Team,,94-100,,
0:17.0,T. Black makes 2-pt shot from 3 ft,2,96-100,,
0:17.0,,,96-100,,LA Clippers full timeout
0:17.0,,,96-100,,J. Redick enters the game for A. Rivers
0:17.0,,,96-100,,J. Crawford enters the game for D. Jordan
0:17.0,J. Brown enters the game for E. Davis,,96-100,,
0:16.0,Personal take foul by W. Johnson (drawn by J. Redick),,96-100,,
0:16.0,,,96-100,,J. Redick misses free throw 1 of 2
0:16.0,,,96-100,,Offensive rebound by Team
0:16.0,,,96-100,,A. Rivers enters the game for J. Crawford
0:16.0,,,96-101,1,J. Redick makes free throw 2 of 2
0:16.0,,,96-101,,Personal foul by M. Barnes (drawn by J. Lin)
0:16.0,J. Lin makes free throw 1 of 2,1,97-101,,
0:16.0,,,97-101,,J. Crawford enters the game for A. Rivers
0:16.0,,,97-101,,D. Jordan enters the game for J. Redick
0:16.0,J. Lin makes free throw 2 of 2,1,98-101,,
0:16.0,,,98-101,,LA Clippers full timeout
0:16.0,,,98-101,,J. Redick enters the game for D. Jordan
0:14.0,Personal take foul by J. Lin (drawn by C. Paul),,98-101,,
0:14.0,,,98-102,1,C. Paul makes free throw 1 of 2
0:14.0,,,98-102,,A. Rivers enters the game for J. Crawford
0:14.0,,,98-103,1,C. Paul makes free throw 2 of 2
0:14.0,LA Lakers full timeout,,98-103,,
0:14.0,,,98-103,,D. Jordan enters the game for J. Redick
0:11.0,Shooting foul by A. Rivers (drawn by J. Lin),,98-103,,
0:11.0,J. Lin makes free throw 1 of 2,1,99-103,,
0:11.0,J. Lin makes free throw 2 of 2,1,100-103,,
0:11.0,,,100-103,,LA Clippers full timeout
0:11.0,,,100-103,,J. Redick enters the game for D. Jordan
0:11.0,,,100-103,,J. Crawford enters the game for A. Rivers
0:08.0,Personal take foul by W. Johnson (drawn by J. Redick),,100-103,,
0:08.0,D. Buycks enters the game for W. Johnson,,100-103,,
0:08.0,,,100-104,1,J. Redick makes free throw 1 of 2
0:08.0,,,100-105,1,J. Redick makes free throw 2 of 2
0:08.0,LA Lakers full timeout,,100-105,,
0:08.0,,,100-105,,A. Rivers enters the game for J. Crawford
0:04.0,J. Lin misses 2-pt shot from 4 ft (block by M. Barnes),,100-105,,
0:03.0,,,100-105,,Defensive rebound by B. Griffin
0:00.0,End of 4th quarter,,,,End of 4th quarter
