time,Indiana,pts.away,score,pts.home,Detroit
3:57.0,Shooting foul by A. Drummond (drawn by L. Scola),,106-113,,
3:57.0,,,106-113,,J. Jerebko enters the game for A. Drummond
3:57.0,L. Scola misses free throw 1 of 1,,106-113,,
3:56.0,Offensive rebound by D. West,,106-113,,
3:39.0,Turnover by C. Watson (lost ball; steal by G. Monroe),,106-113,,
3:32.0,,,106-113,,D. Augustin misses 3-pt shot from 26 ft
3:31.0,,,106-113,,Offensive rebound by G. Monroe
3:11.0,,,106-113,,G. Monroe misses 2-pt shot at rim
3:10.0,Defensive rebound by D. West,,106-113,,
3:06.0,Offensive charge foul by G. Hill,,106-113,,
3:06.0,Turnover by G. Hill (offensive foul),,106-113,,
3:06.0,Violation by Team (jump ball),,106-113,,
2:52.0,,,106-113,,Shooting foul by D. West (drawn by G. Monroe)
2:52.0,,,106-113,,Detroit full timeout
2:52.0,,,106-114,1,G. Monroe makes free throw 1 of 2
2:52.0,,,106-115,1,G. Monroe makes free throw 2 of 2
2:34.0,G. Hill misses 3-pt shot from 26 ft,,106-115,,
2:34.0,,,106-115,,Defensive rebound by Team
2:34.0,Personal foul by L. Scola (drawn by J. Jerebko),,106-115,,
2:34.0,,,106-116,1,J. Jerebko makes free throw 1 of 2
2:34.0,C. Copeland enters the game for S. Hill,,106-116,,
2:34.0,,,106-117,1,J. Jerebko makes free throw 2 of 2
2:21.0,L. Scola misses 3-pt shot from 22 ft,,106-117,,
2:20.0,,,106-117,,Defensive rebound by K. Caldwell-Pope
1:59.0,,,106-119,2,J. Jerebko makes 2-pt shot from 21 ft (assist by D. Augustin)
1:49.0,D. West misses 2-pt shot from 17 ft,,106-119,,
1:48.0,,,106-119,,Defensive rebound by G. Monroe
1:24.0,,,106-119,,K. Caldwell-Pope misses 2-pt shot from 20 ft
1:24.0,,,106-119,,Offensive rebound by Team
1:24.0,,,106-119,,Turnover by Team (shot clock)
1:24.0,S. Whittington enters the game for D. West,,106-119,,
1:24.0,D. Sloan enters the game for G. Hill,,106-119,,
1:14.0,,,106-119,,Personal foul by D. Augustin (drawn by S. Whittington)
1:14.0,S. Whittington misses free throw 1 of 2,,106-119,,
1:14.0,Offensive rebound by Team,,106-119,,
1:14.0,S. Whittington misses free throw 2 of 2,,106-119,,
1:13.0,,,106-119,,Defensive rebound by J. Jerebko
0:57.0,,,106-119,,D. Augustin misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by C. Copeland,,106-119,,
0:47.0,C. Copeland makes 3-pt shot from 26 ft (assist by D. Sloan),3,109-119,,
0:28.0,,,109-119,,G. Monroe misses 2-pt shot at rim
0:26.0,Defensive rebound by L. Scola,,109-119,,
0:24.0,Turnover by L. Scola (bad pass; steal by K. Caldwell-Pope),,109-119,,
0:02.0,,,109-119,,Turnover by Team (shot clock)
0:01.0,S. Whittington misses 3-pt shot from 26 ft,,109-119,,
0:00.0,Offensive rebound by Team,,109-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
