time,Washington,pts.away,score,pts.home,Toronto
1:33.0,,,82-77,,Toronto full timeout
1:24.0,,,82-77,,D. DeRozan misses 2-pt shot from 2 ft
1:24.0,,,82-77,,Offensive rebound by A. Johnson
1:24.0,,,82-79,2,A. Johnson makes 2-pt shot from 2 ft
1:01.0,D. Gooden misses 2-pt shot from 18 ft,,82-79,,
1:00.0,Offensive rebound by Team,,82-79,,
1:00.0,O. Porter enters the game for D. Gooden,,82-79,,
0:36.0,B. Beal misses 2-pt shot from 11 ft,,82-79,,
0:35.0,,,82-79,,Defensive rebound by A. Johnson
0:26.0,,,82-82,3,G. Vasquez makes 3-pt shot from 24 ft
0:25.0,Washington full timeout,,82-82,,
0:01.0,J. Wall misses 2-pt shot from 19 ft,,82-82,,
0:00.0,,,82-82,,Defensive rebound by P. Patterson
0:00.0,,,82-82,,Toronto full timeout
0:00.0,,,82-82,,T. Ross enters the game for A. Johnson
0:00.0,,,82-82,,T. Ross misses 2-pt shot from 2 ft
0:00.0,,,82-82,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Hilario vs. A. Johnson (B. Beal gains possession),,,,Jump ball: N. Hilario vs. A. Johnson (B. Beal gains possession)
4:35.0,J. Wall misses 3-pt shot from 25 ft,,82-82,,
4:34.0,Offensive rebound by B. Beal,,82-82,,
4:23.0,P. Pierce makes 3-pt shot from 25 ft (assist by B. Beal),3,85-82,,
4:06.0,,,85-82,,D. DeRozan misses 2-pt shot from 18 ft
4:04.0,Defensive rebound by J. Wall,,85-82,,
3:42.0,N. Hilario misses 2-pt shot from 19 ft,,85-82,,
3:40.0,,,85-82,,Defensive rebound by D. DeRozan
3:22.0,,,85-82,,L. Williams misses 2-pt shot from 6 ft
3:21.0,Defensive rebound by N. Hilario,,85-82,,
3:15.0,J. Wall misses 2-pt shot from 2 ft,,85-82,,
3:14.0,Offensive rebound by N. Hilario,,85-82,,
3:14.0,Shooting foul by D. DeRozan (drawn by N. Hilario),,85-82,,
3:14.0,N. Hilario misses free throw 1 of 2,,85-82,,
3:14.0,Offensive rebound by Team,,85-82,,
3:14.0,N. Hilario misses free throw 2 of 2,,85-82,,
3:13.0,,,85-82,,Defensive rebound by D. DeRozan
2:50.0,,,85-82,,G. Vasquez misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by J. Wall,,85-82,,
2:43.0,B. Beal misses 3-pt shot from 23 ft,,85-82,,
2:41.0,Offensive rebound by N. Hilario,,85-82,,
2:20.0,N. Hilario makes 2-pt shot at rim (assist by J. Wall),2,87-82,,
2:20.0,,,87-82,,Toronto full timeout
2:03.0,,,87-82,,L. Williams misses 3-pt shot from 23 ft
2:02.0,Defensive rebound by N. Hilario,,87-82,,
1:37.0,J. Wall misses 2-pt shot from 3 ft,,87-82,,
1:36.0,Offensive rebound by N. Hilario,,87-82,,
1:11.0,Turnover by B. Beal (bad pass; steal by G. Vasquez),,87-82,,
1:09.0,Personal foul by P. Pierce (drawn by G. Vasquez),,87-82,,
1:09.0,,,87-82,,Toronto full timeout
1:02.0,,,87-82,,A. Johnson misses 2-pt shot from 5 ft (block by P. Pierce)
1:02.0,,,87-82,,Offensive rebound by Team
0:55.0,,,87-82,,L. Williams misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by B. Beal,,87-82,,
0:37.0,O. Porter makes 2-pt shot from 5 ft (assist by J. Wall),2,89-82,,
0:37.0,,,89-82,,Toronto full timeout
0:34.0,,,89-82,,L. Williams misses 3-pt shot from 24 ft
0:33.0,,,89-82,,Offensive rebound by P. Patterson
0:30.0,,,89-84,2,D. DeRozan makes 2-pt shot at rim (assist by A. Johnson)
0:30.0,Washington full timeout,,89-84,,
0:30.0,,,89-84,,T. Ross enters the game for A. Johnson
0:30.0,R. Sessions enters the game for N. Hilario,,89-84,,
0:28.0,Washington full timeout,,89-84,,
0:26.0,J. Wall makes 2-pt shot from 3 ft (assist by O. Porter),2,91-84,,
0:17.0,,,91-84,,Turnover by P. Patterson (bad pass; steal by B. Beal)
0:16.0,,,91-84,,Personal foul by G. Vasquez (drawn by B. Beal)
0:14.0,,,91-84,,Personal foul by D. DeRozan (drawn by P. Pierce)
0:14.0,P. Pierce makes free throw 1 of 2,1,92-84,,
0:14.0,P. Pierce makes free throw 2 of 2,1,93-84,,
0:08.0,,,93-86,2,G. Vasquez makes 2-pt shot from 2 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
