time,Sacramento,pts.away,score,pts.home,Utah
1:30.0,Defensive rebound by D. Williams,,88-101,,
1:22.0,Shooting foul by T. Booker (drawn by C. Landry),,88-101,,
1:22.0,C. Landry makes free throw 1 of 2,1,89-101,,
1:22.0,S. Bhullar enters the game for J. Thompson,,89-101,,
1:22.0,O. Casspi enters the game for D. Williams,,89-101,,
1:22.0,R. McCallum enters the game for A. Miller,,89-101,,
1:22.0,,,89-101,,C. Johnson enters the game for R. Gobert
1:22.0,,,89-101,,J. Cooley enters the game for T. Booker
1:22.0,,,89-101,,J. Evans enters the game for J. Ingles
1:22.0,C. Landry misses free throw 2 of 2,,89-101,,
1:17.0,,,89-101,,Defensive rebound by R. Hood
1:00.0,,,89-101,,D. Exum misses 3-pt shot from 23 ft
0:59.0,Defensive rebound by S. Bhullar,,89-101,,
0:39.0,S. Bhullar misses 2-pt shot from 15 ft,,89-101,,
0:38.0,,,89-101,,Defensive rebound by Team
0:38.0,Personal foul by C. Landry (drawn by J. Evans),,89-101,,
0:38.0,,,89-102,1,J. Evans makes free throw 1 of 2
0:38.0,R. Hollins enters the game for C. Landry,,89-102,,
0:38.0,,,89-103,1,J. Evans makes free throw 2 of 2
0:18.0,S. Bhullar makes 2-pt shot from 5 ft,2,91-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
