time,Orlando,pts.away,score,pts.home,Milwaukee
2:00.0,T. Harris makes 3-pt shot from 23 ft (assist by N. Vucevic),3,91-88,,
1:48.0,,,91-90,2,M. Carter-Williams makes 2-pt shot from 14 ft
1:28.0,V. Oladipo makes 3-pt shot from 24 ft (assist by A. Gordon),3,94-90,,
1:05.0,,,94-90,,G. Antetokounmpo misses 2-pt shot from 17 ft
1:05.0,,,94-90,,Offensive rebound by E. Ilyasova
1:05.0,,,94-90,,Shooting foul by N. Vucevic (drawn by E. Ilyasova)
1:05.0,,,94-90,,E. Ilyasova misses free throw 1 of 2
1:05.0,,,94-90,,Offensive rebound by Team
1:05.0,Orlando full timeout,,94-90,,
1:05.0,,,94-90,,E. Ilyasova misses free throw 2 of 2
1:03.0,Defensive rebound by N. Vucevic,,94-90,,
0:45.0,V. Oladipo makes 2-pt shot from 12 ft (assist by N. Vucevic),2,96-90,,
0:45.0,,,96-90,,Milwaukee full timeout
0:45.0,,,96-90,,J. Dudley enters the game for G. Antetokounmpo
0:38.0,,,96-90,,K. Middleton misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by T. Harris,,96-90,,
0:31.0,,,96-90,,Personal take foul by K. Middleton (drawn by T. Harris)
0:31.0,Orlando full timeout,,96-90,,
0:31.0,W. Green enters the game for A. Gordon,,96-90,,
0:29.0,Shooting foul by K. Middleton (drawn by V. Oladipo),,96-90,,
0:29.0,V. Oladipo misses free throw 1 of 2,,96-90,,
0:29.0,Offensive rebound by Team,,96-90,,
0:29.0,A. Gordon enters the game for W. Green,,96-90,,
0:29.0,V. Oladipo makes free throw 2 of 2,1,97-90,,
0:29.0,,,97-90,,Milwaukee full timeout
0:24.0,,,97-90,,K. Middleton misses 3-pt shot from 26 ft
0:23.0,Defensive rebound by A. Gordon,,97-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
