time,LA Clippers,pts.away,score,pts.home,San Antonio
6:02.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,87-80,,
5:49.0,,,87-80,,T. Duncan misses 2-pt shot from 4 ft
5:48.0,Defensive rebound by B. Griffin,,87-80,,
5:38.0,,,87-80,,Personal foul by T. Parker (drawn by C. Paul)
5:35.0,Turnover by J. Redick (lost ball; steal by D. Green),,87-80,,
5:32.0,,,87-80,,D. Green misses 2-pt shot from 2 ft (block by B. Griffin)
5:31.0,,,87-80,,Offensive rebound by Team
5:23.0,,,87-82,2,T. Duncan makes 2-pt shot at rim (assist by T. Parker)
4:56.0,B. Griffin makes 2-pt shot from 11 ft (assist by C. Paul),2,89-82,,
4:45.0,,,89-82,,T. Parker misses 2-pt shot from 2 ft (block by D. Jordan)
4:45.0,,,89-82,,Offensive rebound by Team
4:45.0,LA Clippers full timeout,,89-82,,
4:32.0,,,89-84,2,B. Diaw makes 2-pt shot from 13 ft (assist by T. Duncan)
3:57.0,C. Paul misses 3-pt shot from 34 ft,,89-84,,
3:56.0,,,89-84,,Defensive rebound by T. Duncan
3:44.0,,,89-86,2,T. Duncan makes 2-pt shot from 4 ft (assist by B. Diaw)
3:27.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,92-86,,
3:10.0,,,92-86,,K. Leonard misses 2-pt shot from 9 ft
3:08.0,,,92-86,,Offensive rebound by T. Duncan
3:02.0,,,92-88,2,T. Duncan makes 2-pt shot from 3 ft (assist by B. Diaw)
2:44.0,,,92-88,,Personal foul by D. Green (drawn by J. Redick)
2:43.0,,,92-88,,Personal take foul by T. Duncan (drawn by D. Jordan)
2:43.0,D. Jordan misses free throw 1 of 2,,92-88,,
2:43.0,Offensive rebound by Team,,92-88,,
2:43.0,D. Jordan misses free throw 2 of 2,,92-88,,
2:43.0,,,92-88,,Defensive rebound by B. Diaw
2:29.0,,,92-88,,B. Diaw misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by J. Crawford,,92-88,,
2:21.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,94-88,,
2:11.0,,,94-88,,T. Parker misses 2-pt shot from 14 ft
2:10.0,Defensive rebound by C. Paul,,94-88,,
2:07.0,LA Clippers full timeout,,94-88,,
2:07.0,M. Barnes enters the game for D. Jordan,,94-88,,
1:53.0,C. Paul misses 2-pt shot from 17 ft,,94-88,,
1:52.0,,,94-88,,Defensive rebound by T. Duncan
1:42.0,,,94-90,2,B. Diaw makes 2-pt shot from 6 ft
1:26.0,J. Crawford makes 2-pt shot from 18 ft,2,96-90,,
1:26.0,,,96-90,,San Antonio full timeout
1:26.0,D. Jordan enters the game for J. Crawford,,96-90,,
1:26.0,,,96-90,,M. Belinelli enters the game for D. Green
1:26.0,,,96-90,,P. Mills enters the game for T. Parker
1:23.0,,,96-90,,M. Belinelli misses 3-pt shot from 24 ft
1:22.0,,,96-90,,Offensive rebound by K. Leonard
1:19.0,,,96-93,3,M. Belinelli makes 3-pt shot from 24 ft (assist by K. Leonard)
0:55.0,C. Paul misses 3-pt shot from 26 ft,,96-93,,
0:54.0,,,96-93,,Defensive rebound by B. Diaw
0:40.0,,,96-93,,K. Leonard misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by B. Griffin,,96-93,,
0:40.0,LA Clippers full timeout,,96-93,,
0:40.0,J. Crawford enters the game for M. Barnes,,96-93,,
0:21.0,C. Paul makes 2-pt shot from 7 ft,2,98-93,,
0:15.0,,,98-96,3,M. Belinelli makes 3-pt shot from 26 ft (assist by P. Mills)
0:15.0,LA Clippers full timeout,,98-96,,
0:15.0,M. Barnes enters the game for D. Jordan,,98-96,,
0:15.0,,,98-96,,D. Green enters the game for T. Duncan
0:10.0,,,98-96,,Personal foul by M. Belinelli (drawn by J. Crawford)
0:10.0,J. Crawford makes free throw 1 of 2,1,99-96,,
0:10.0,,,99-96,,T. Duncan enters the game for D. Green
0:10.0,J. Crawford makes free throw 2 of 2,1,100-96,,
0:10.0,,,100-96,,San Antonio full timeout
0:02.0,,,100-96,,Turnover by B. Diaw (offensive goaltending)
0:02.0,,,100-96,,Clear path foul by B. Diaw
0:02.0,B. Griffin makes clear path free throw 1 of 2,1,101-96,,
0:02.0,B. Griffin makes clear path free throw 2 of 2,1,102-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
