time,San Antonio,pts.away,score,pts.home,LA Clippers
9:27.0,Defensive rebound by T. Duncan,,88-88,,
9:12.0,Shooting foul by D. Jordan (drawn by B. Diaw),,88-88,,
9:12.0,B. Diaw misses free throw 1 of 2,,88-88,,
9:12.0,Offensive rebound by Team,,88-88,,
9:12.0,,,88-88,,J. Redick enters the game for M. Barnes
9:12.0,B. Diaw makes free throw 2 of 2,1,89-88,,
9:01.0,,,89-90,2,J. Crawford makes 2-pt shot from 14 ft
8:53.0,T. Parker misses 2-pt shot from 19 ft,,89-90,,
8:52.0,,,89-90,,Defensive rebound by B. Griffin
8:38.0,,,89-90,,B. Griffin misses 2-pt shot from 2 ft
8:37.0,,,89-90,,Offensive rebound by B. Griffin
8:37.0,,,89-90,,B. Griffin misses 2-pt shot from 2 ft
8:35.0,Defensive rebound by T. Duncan,,89-90,,
8:22.0,T. Duncan makes 2-pt shot from 3 ft (assist by T. Parker),2,91-90,,
8:05.0,,,91-90,,J. Crawford misses 3-pt shot from 27 ft
8:04.0,Defensive rebound by M. Belinelli,,91-90,,
7:50.0,T. Parker makes 2-pt shot from 18 ft,2,93-90,,
7:50.0,,,93-90,,LA Clippers full timeout
7:36.0,,,93-92,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
7:10.0,T. Duncan misses 2-pt shot from 5 ft,,93-92,,
7:09.0,Offensive rebound by B. Diaw,,93-92,,
6:56.0,T. Parker misses 2-pt shot from 21 ft,,93-92,,
6:55.0,,,93-92,,Defensive rebound by J. Redick
6:41.0,,,93-92,,B. Griffin misses 2-pt shot from 21 ft
6:40.0,Defensive rebound by B. Diaw,,93-92,,
6:18.0,B. Diaw misses 3-pt shot from 27 ft,,93-92,,
6:17.0,,,93-92,,Defensive rebound by C. Paul
6:12.0,,,93-92,,B. Griffin misses 2-pt shot from 1 ft
6:09.0,,,93-92,,Offensive rebound by B. Griffin
6:09.0,,,93-92,,B. Griffin misses 2-pt shot from 3 ft
6:07.0,Defensive rebound by B. Diaw,,93-92,,
6:04.0,,,93-92,,Personal foul by J. Crawford (drawn by T. Parker)
6:04.0,K. Leonard enters the game for M. Belinelli,,93-92,,
5:47.0,B. Diaw makes 2-pt shot from 14 ft,2,95-92,,
5:27.0,,,95-92,,B. Griffin misses 2-pt shot from 19 ft
5:27.0,,,95-92,,Offensive rebound by Team
5:27.0,Loose ball foul by B. Diaw (drawn by D. Jordan),,95-92,,
5:20.0,,,95-94,2,J. Redick makes 2-pt shot from 17 ft (assist by B. Griffin)
4:57.0,D. Green misses 3-pt shot from 25 ft,,95-94,,
4:56.0,,,95-94,,Defensive rebound by B. Griffin
4:51.0,,,95-94,,Turnover by B. Griffin (bad pass; steal by T. Duncan)
4:48.0,T. Parker misses 2-pt shot from 20 ft,,95-94,,
4:48.0,Offensive rebound by K. Leonard,,95-94,,
4:48.0,K. Leonard makes 2-pt shot from 1 ft,2,97-94,,
4:48.0,,,97-94,,Technical foul by C. Paul
4:48.0,D. Green makes technical free throw,1,98-94,,
4:48.0,M. Belinelli enters the game for D. Green,,98-94,,
4:36.0,,,98-94,,Turnover by B. Griffin (lost ball; steal by T. Duncan)
4:14.0,T. Duncan makes 2-pt shot from 18 ft (assist by M. Belinelli),2,100-94,,
4:02.0,,,100-96,2,C. Paul makes 2-pt shot from 2 ft
3:49.0,Turnover by M. Belinelli (bad pass; steal by J. Crawford),,100-96,,
3:44.0,,,100-96,,J. Crawford misses 2-pt shot from 2 ft
3:41.0,Defensive rebound by T. Duncan,,100-96,,
3:35.0,B. Diaw makes 3-pt shot from 24 ft (assist by K. Leonard),3,103-96,,
3:35.0,,,103-96,,LA Clippers full timeout
3:35.0,D. Green enters the game for M. Belinelli,,103-96,,
3:18.0,,,103-98,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
2:51.0,B. Diaw makes 2-pt shot from 18 ft,2,105-98,,
2:25.0,,,105-100,2,B. Griffin makes 2-pt shot from 1 ft
2:11.0,Shooting foul by J. Crawford (drawn by K. Leonard),,105-100,,
2:11.0,K. Leonard makes free throw 1 of 2,1,106-100,,
2:11.0,K. Leonard makes free throw 2 of 2,1,107-100,,
2:07.0,,,107-102,2,C. Paul makes 2-pt shot from 2 ft
2:07.0,,,107-102,,Shooting foul by T. Duncan (drawn by C. Paul)
2:07.0,,,107-103,1,C. Paul makes free throw 1 of 1
1:44.0,K. Leonard misses 2-pt shot from 20 ft,,107-103,,
1:43.0,,,107-103,,Defensive rebound by C. Paul
1:31.0,,,107-105,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
1:31.0,San Antonio full timeout,,107-105,,
1:31.0,,,107-105,,M. Barnes enters the game for J. Crawford
1:14.0,D. Green misses 2-pt shot from 21 ft,,107-105,,
1:13.0,,,107-105,,Defensive rebound by D. Jordan
1:00.0,,,107-105,,B. Griffin misses 2-pt shot from 8 ft (block by T. Duncan)
0:58.0,,,107-105,,Offensive rebound by B. Griffin
0:58.0,,,107-105,,Turnover by B. Griffin (lost ball; steal by B. Diaw)
0:49.0,Shooting foul by J. Redick (drawn by T. Parker),,107-105,,
0:49.0,,,107-105,,J. Crawford enters the game for J. Redick
0:49.0,T. Parker misses free throw 1 of 2,,107-105,,
0:49.0,Offensive rebound by Team,,107-105,,
0:49.0,T. Parker makes free throw 2 of 2,1,108-105,,
0:49.0,,,108-105,,LA Clippers full timeout
0:40.0,,,108-105,,Shooting foul by K. Leonard (drawn by B. Griffin)
0:40.0,,,108-105,,B. Griffin misses free throw 1 of 2
0:40.0,,,108-105,,Offensive rebound by Team
0:40.0,,,108-105,,B. Griffin misses free throw 2 of 2
0:38.0,Defensive rebound by T. Duncan,,108-105,,
0:38.0,Turnover by T. Duncan (lost ball; steal by B. Griffin),,108-105,,
0:32.0,,,108-105,,J. Crawford misses 3-pt shot from 26 ft
0:31.0,,,108-105,,Offensive rebound by M. Barnes
0:31.0,,,108-105,,Shooting foul by K. Leonard (drawn by M. Barnes)
0:31.0,,,108-106,1,M. Barnes makes free throw 1 of 2
0:31.0,,,108-106,,A. Rivers enters the game for J. Crawford
0:31.0,,,108-107,1,M. Barnes makes free throw 2 of 2
0:07.0,D. Green misses 3-pt shot from 24 ft,,108-107,,
0:07.0,,,108-107,,Defensive rebound by M. Barnes
0:07.0,,,108-107,,LA Clippers full timeout
0:07.0,,,108-107,,J. Crawford enters the game for A. Rivers
0:05.0,,,108-107,,Turnover by D. Jordan (offensive goaltending)
0:05.0,San Antonio full timeout,,108-107,,
0:05.0,,,108-107,,A. Rivers enters the game for J. Crawford
0:05.0,M. Ginobili enters the game for B. Diaw,,108-107,,
0:04.0,,,108-107,,Personal take foul by B. Griffin (drawn by D. Green)
0:04.0,D. Green makes free throw 1 of 2,1,109-107,,
0:04.0,,,109-107,,J. Crawford enters the game for D. Jordan
0:04.0,B. Diaw enters the game for T. Duncan,,109-107,,
0:04.0,D. Green misses free throw 2 of 2,,109-107,,
0:03.0,Offensive rebound by K. Leonard,,109-107,,
0:01.0,,,109-107,,Personal take foul by J. Crawford (drawn by K. Leonard)
0:01.0,K. Leonard makes free throw 1 of 2,1,110-107,,
0:01.0,K. Leonard makes free throw 2 of 2,1,111-107,,
0:01.0,,,111-107,,B. Griffin misses 2-pt shot from 2 ft
0:00.0,,,111-107,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
