time,Brooklyn,pts.away,score,pts.home,Chicago
2:39.0,B. Davies enters the game for M. Teletovic,,94-74,,
2:39.0,B. Bogdanovic enters the game for A. Anderson,,94-74,,
2:39.0,D. Morris enters the game for J. Johnson,,94-74,,
2:39.0,J. Jordan enters the game for B. Lopez,,94-74,,
2:39.0,C. Jefferson enters the game for J. Jack,,94-74,,
2:39.0,,,94-75,1,T. Gibson makes free throw 2 of 2
2:14.0,B. Davies misses 2-pt shot from 9 ft (block by T. Gibson),,94-75,,
2:13.0,,,94-75,,Defensive rebound by N. Mohammed
1:55.0,,,94-78,3,T. Snell makes 3-pt shot from 25 ft (assist by N. Mirotic)
1:32.0,J. Jordan makes 2-pt shot from 14 ft (assist by B. Davies),2,96-78,,
1:23.0,,,96-78,,N. Mirotic misses 3-pt shot from 25 ft
1:20.0,,,96-78,,Offensive rebound by T. Gibson
1:18.0,,,96-78,,T. Gibson misses 2-pt shot from 3 ft (block by J. Jordan)
1:16.0,Defensive rebound by C. Jefferson,,96-78,,
0:55.0,C. Jefferson misses 2-pt shot from 10 ft,,96-78,,
0:53.0,,,96-78,,Defensive rebound by N. Mirotic
0:43.0,,,96-80,2,N. Mohammed makes 2-pt shot from 2 ft (assist by E. Moore)
0:23.0,D. Morris misses 2-pt shot from 1 ft,,96-80,,
0:22.0,,,96-80,,Defensive rebound by N. Mirotic
0:18.0,,,96-82,2,N. Mirotic makes 2-pt shot at rim (assist by T. Snell)
0:00.0,End of 4th quarter,,,,End of 4th quarter
