time,Brooklyn,pts.away,score,pts.home,Cleveland
0:01.0,Personal foul by S. Karasev (drawn by L. James),,91-94,,
0:01.0,,,91-94,,L. James misses free throw 1 of 2
0:01.0,,,91-94,,Offensive rebound by Team
0:01.0,M. Plumlee enters the game for S. Karasev,,91-94,,
0:01.0,S. Karasev enters the game for J. Johnson,,91-94,,
0:01.0,K. Garnett enters the game for D. Morris,,91-94,,
0:01.0,,,91-94,,T. Thompson enters the game for K. Love
0:01.0,,,91-95,1,L. James makes free throw 2 of 2
0:01.0,,,91-95,,Cleveland full timeout
0:01.0,J. Johnson enters the game for K. Garnett,,91-95,,
0:00.0,J. Johnson misses 3-pt shot from 25 ft,,91-95,,
0:00.0,Offensive rebound by Team,,91-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
