time,Orlando,pts.away,score,pts.home,New York
1:47.0,Defensive rebound by K. Birch,,94-73,,
1:34.0,M. Hezonja misses 3-pt shot from 22 ft,,94-73,,
1:33.0,,,94-73,,Defensive rebound by D. Dotson
1:23.0,,,94-73,,D. Dotson misses 2-pt shot from 2 ft
1:22.0,Defensive rebound by K. Birch,,94-73,,
1:01.0,K. Birch misses 2-pt shot from 16 ft,,94-73,,
0:59.0,,,94-73,,Defensive rebound by F. Ntilikina
0:50.0,,,94-73,,D. Dotson misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by S. Mack,,94-73,,
0:28.0,S. Mack misses 3-pt shot from 24 ft,,94-73,,
0:27.0,Offensive rebound by K. Birch,,94-73,,
0:25.0,K. Birch makes 2-pt shot at rim,2,96-73,,
0:25.0,Shooting foul by T. Hardaway (drawn by K. Birch),,96-73,,
0:25.0,K. Birch makes free throw 1 of 1,1,97-73,,
0:15.0,,,97-73,,L. Kornet misses 2-pt shot from 3 ft
0:14.0,Defensive rebound by K. Birch,,97-73,,
