time,Dallas,pts.away,score,pts.home,New Orleans
3:38.0,Dallas full timeout,,118-115,,
3:38.0,J. Barea enters the game for Y. Ferrell,,118-115,,
3:22.0,D. Smith misses 2-pt shot from 2 ft (block by D. Cousins),,118-115,,
3:18.0,Offensive rebound by D. Smith,,118-115,,
3:17.0,Shooting foul by J. Nelson (drawn by D. Nowitzki),,118-115,,
3:17.0,D. Nowitzki misses free throw 1 of 3,,118-115,,
3:17.0,Offensive rebound by Team,,118-115,,
3:17.0,D. Nowitzki makes free throw 2 of 3,1,119-115,,
3:17.0,S. Mejri enters the game for H. Barnes,,119-115,,
3:17.0,D. Nowitzki makes free throw 3 of 3,1,120-115,,
3:07.0,Personal foul by S. Mejri (drawn by A. Davis),,120-115,,
3:07.0,,,120-116,1,A. Davis makes free throw 1 of 2
3:07.0,H. Barnes enters the game for S. Mejri,,120-116,,
3:07.0,,,120-117,1,A. Davis makes free throw 2 of 2
2:46.0,,,120-117,,Personal foul by A. Davis (drawn by D. Nowitzki)
2:36.0,J. Barea makes 3-pt shot from 27 ft,3,123-117,,
2:20.0,,,123-117,,J. Nelson misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by D. Nowitzki,,123-117,,
1:58.0,J. Barea makes 3-pt shot from 22 ft (assist by D. Nowitzki),3,126-117,,
1:57.0,,,126-117,,New Orleans full timeout
1:48.0,,,126-117,,D. Cousins misses 2-pt shot from 10 ft
1:46.0,Defensive rebound by D. Smith,,126-117,,
1:27.0,J. Barea misses 3-pt shot from 23 ft,,126-117,,
1:24.0,,,126-117,,Defensive rebound by D. Cousins
1:19.0,,,126-117,,D. Cousins misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by D. Nowitzki,,126-117,,
1:12.0,D. Smith makes 2-pt shot at rim,2,128-117,,
1:03.0,,,128-117,,J. Holiday misses 2-pt shot from 1 ft (block by J. Barea)
1:03.0,,,128-117,,Offensive rebound by Team
1:01.0,,,128-120,3,A. Davis makes 3-pt shot from 24 ft (assist by E. Moore)
0:38.0,D. Nowitzki misses 3-pt shot from 25 ft,,128-120,,
0:34.0,,,128-120,,Defensive rebound by A. Davis
0:27.0,,,128-120,,D. Cousins misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by D. Nowitzki,,128-120,,
0:01.0,Turnover by Team (shot clock),,128-120,,
