time,Detroit,pts.away,score,pts.home,Cleveland
2:24.0,E. Moreland makes 2-pt shot at rim,2,84-106,,
2:17.0,,,84-109,3,C. Osman makes 3-pt shot from 23 ft (assist by K. Korver)
2:05.0,L. Kennard makes 3-pt shot from 23 ft (assist by H. Ellenson),3,87-109,,
1:53.0,Personal foul by L. Kennard (drawn by K. Korver),,87-109,,
1:53.0,,,87-109,,L. Perrantes enters the game for K. Korver
1:39.0,,,87-109,,C. Osman misses 2-pt shot from 22 ft
1:36.0,Defensive rebound by E. Moreland,,87-109,,
1:20.0,S. Johnson misses 3-pt shot from 25 ft,,87-109,,
1:17.0,Offensive rebound by H. Ellenson,,87-109,,
1:13.0,Turnover by H. Ellenson (bad pass; steal by J. Calderon),,87-109,,
1:07.0,,,87-109,,Turnover by J. Calderon (bad pass; steal by S. Johnson)
0:58.0,L. Kennard makes 3-pt shot from 27 ft (assist by H. Ellenson),3,90-109,,
0:47.0,,,90-109,,J. Calderon misses 3-pt shot from 26 ft
0:45.0,,,90-109,,Offensive rebound by J. Holland
0:28.0,,,90-112,3,C. Osman makes 3-pt shot from 22 ft (assist by L. Perrantes)
0:15.0,L. Galloway misses 2-pt shot from 17 ft,,90-112,,
0:12.0,,,90-112,,Defensive rebound by C. Osman
