time,Milwaukee,pts.away,score,pts.home,Orlando
1:21.0,T. Maker enters the game for T. Zeller,,104-100,,
1:12.0,,,104-100,,M. Hezonja misses 3-pt shot from 26 ft
1:08.0,,,104-100,,Offensive rebound by J. Simmons
1:04.0,,,104-100,,J. Simmons misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by K. Middleton,,104-100,,
0:45.0,G. Antetokounmpo makes 2-pt shot from 8 ft (assist by E. Bledsoe),2,106-100,,
0:45.0,Shooting foul by M. Hezonja (drawn by G. Antetokounmpo),,106-100,,
0:45.0,G. Antetokounmpo makes free throw 1 of 1,1,107-100,,
0:37.0,,,107-100,,E. Fournier misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by K. Middleton,,107-100,,
0:22.0,,,107-100,,Personal take foul by M. Hezonja (drawn by E. Bledsoe)
0:22.0,E. Bledsoe makes free throw 1 of 2,1,108-100,,
0:22.0,E. Bledsoe makes free throw 2 of 2,1,109-100,,
0:22.0,,,109-100,,Orlando full timeout
0:22.0,,,109-100,,M. Speights enters the game for J. Simmons
0:22.0,,,109-100,,D. Augustin enters the game for K. Birch
0:17.0,,,109-100,,Shooting foul by G. Antetokounmpo (drawn by E. Fournier)
0:17.0,,,109-101,1,E. Fournier makes free throw 1 of 2
0:17.0,,,109-101,,K. Birch enters the game for M. Hezonja
0:17.0,,,109-101,,W. Iwundu enters the game for M. Speights
0:17.0,,,109-102,1,E. Fournier makes free throw 2 of 2
0:13.0,,,109-102,,Personal take foul by E. Fournier (drawn by E. Bledsoe)
0:13.0,E. Bledsoe makes free throw 1 of 2,1,110-102,,
0:13.0,E. Bledsoe makes free throw 2 of 2,1,111-102,,
0:07.0,,,111-104,2,E. Fournier makes 2-pt shot from 1 ft
