time,Washington,pts.away,score,pts.home,Brooklyn
6:34.0,J. Meeks makes free throw 1 of 2,1,90-91,,
6:34.0,J. Meeks makes free throw 2 of 2,1,91-91,,
6:17.0,,,91-91,,Shooting foul by T. Satoransky (drawn by R. Hollis-Jefferson)
6:17.0,,,91-92,1,R. Hollis-Jefferson makes free throw 1 of 2
6:17.0,O. Porter enters the game for M. Scott,,91-92,,
6:17.0,B. Beal enters the game for T. Satoransky,,91-92,,
6:17.0,,,91-92,,R. Hollis-Jefferson misses free throw 2 of 2
6:14.0,Defensive rebound by O. Porter,,91-92,,
6:03.0,J. Meeks makes 2-pt shot from 11 ft,2,93-92,,
5:46.0,,,93-92,,Shooting foul by O. Porter (drawn by R. Hollis-Jefferson)
5:46.0,,,93-93,1,R. Hollis-Jefferson makes free throw 1 of 2
5:46.0,,,93-93,,A. Crabbe enters the game for J. Harris
5:46.0,,,93-94,1,R. Hollis-Jefferson makes free throw 2 of 2
5:28.0,K. Oubre makes 2-pt shot from 4 ft,2,95-94,,
5:13.0,,,95-94,,S. Dinwiddie misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by K. Oubre,,95-94,,
5:05.0,Turnover by K. Oubre (bad pass; steal by S. Dinwiddie),,95-94,,
5:01.0,,,95-94,,Offensive charge foul by T. Zeller (drawn by J. Smith)
5:01.0,,,95-94,,Turnover by T. Zeller (offensive foul)
5:01.0,,,95-94,,J. Allen enters the game for T. Zeller
4:42.0,J. Meeks misses 2-pt shot from 15 ft (block by A. Crabbe),,95-94,,
4:40.0,Offensive rebound by Team,,95-94,,
4:37.0,Offensive foul by J. Smith (drawn by D. Carroll),,95-94,,
4:37.0,Turnover by J. Smith (offensive foul),,95-94,,
4:37.0,,,95-94,,C. LeVert enters the game for R. Hollis-Jefferson
4:20.0,,,95-94,,Offensive charge foul by S. Dinwiddie (drawn by J. Smith)
4:20.0,,,95-94,,Turnover by S. Dinwiddie (offensive foul)
4:04.0,B. Beal misses 2-pt shot from 12 ft,,95-94,,
3:58.0,,,95-94,,Defensive rebound by D. Carroll
3:52.0,,,95-94,,A. Crabbe misses 3-pt shot from 23 ft
3:48.0,,,95-94,,Offensive rebound by S. Dinwiddie
3:46.0,,,95-94,,D. Carroll misses 3-pt shot from 22 ft
3:42.0,Defensive rebound by K. Oubre,,95-94,,
3:31.0,B. Beal misses 2-pt shot from 3 ft,,95-94,,
3:29.0,,,95-94,,Defensive rebound by C. LeVert
3:25.0,,,95-94,,S. Dinwiddie misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by K. Oubre,,95-94,,
3:20.0,Offensive foul by J. Meeks (drawn by C. LeVert),,95-94,,
3:20.0,Turnover by J. Meeks (offensive foul),,95-94,,
3:20.0,,,95-94,,Brooklyn full timeout
3:03.0,,,95-94,,Turnover by A. Crabbe (bad pass)
2:44.0,K. Oubre misses 2-pt shot from 12 ft,,95-94,,
2:39.0,,,95-94,,Defensive rebound by C. LeVert
2:24.0,,,95-94,,S. Dinwiddie misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by K. Oubre,,95-94,,
2:08.0,Turnover by B. Beal (bad pass; steal by D. Carroll),,95-94,,
2:06.0,,,95-96,2,D. Carroll makes 2-pt shot from 1 ft
2:06.0,,,95-96,,Shooting foul by B. Beal (drawn by D. Carroll)
2:06.0,T. Satoransky enters the game for J. Meeks,,95-96,,
2:06.0,,,95-97,1,D. Carroll makes free throw 1 of 1
1:56.0,Shooting foul by J. Allen (drawn by B. Beal),,95-97,,
1:56.0,B. Beal misses free throw 1 of 2,,95-97,,
1:56.0,Offensive rebound by Team,,95-97,,
1:56.0,B. Beal makes free throw 2 of 2,1,96-97,,
1:32.0,,,96-97,,C. LeVert misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by O. Porter,,96-97,,
1:23.0,B. Beal misses 3-pt shot from 26 ft,,96-97,,
1:19.0,,,96-97,,Defensive rebound by S. Dinwiddie
0:59.0,,,96-97,,S. Dinwiddie misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by B. Beal,,96-97,,
0:51.0,B. Beal makes 2-pt shot from 2 ft,2,98-97,,
0:51.0,,,98-97,,Brooklyn full timeout
0:44.0,,,98-100,3,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
0:43.0,Washington full timeout,,98-100,,
0:43.0,,,98-100,,R. Hollis-Jefferson enters the game for A. Crabbe
0:40.0,B. Beal misses 2-pt shot from 14 ft,,98-100,,
0:37.0,,,98-100,,Defensive rebound by R. Hollis-Jefferson
0:16.0,,,98-100,,D. Carroll misses 2-pt shot from 17 ft
0:13.0,,,98-100,,Offensive rebound by R. Hollis-Jefferson
0:09.0,,,98-100,,Brooklyn full timeout
0:09.0,,,98-100,,T. Zeller enters the game for J. Allen
0:09.0,,,98-100,,A. Crabbe enters the game for R. Hollis-Jefferson
0:08.0,Personal foul by K. Oubre (drawn by S. Dinwiddie),,98-100,,
0:08.0,,,98-100,,S. Dinwiddie misses free throw 1 of 2
0:08.0,,,98-100,,Offensive rebound by Team
0:08.0,,,98-100,,J. Allen enters the game for T. Zeller
0:08.0,,,98-100,,R. Hollis-Jefferson enters the game for A. Crabbe
0:08.0,M. Gortat enters the game for T. Satoransky,,98-100,,
0:08.0,,,98-101,1,S. Dinwiddie makes free throw 2 of 2
0:08.0,Washington full timeout,,98-101,,
0:08.0,T. Satoransky enters the game for J. Smith,,98-101,,
0:08.0,Turnover by Team (turnover),,98-101,,
0:08.0,,,98-101,,T. Zeller enters the game for R. Hollis-Jefferson
0:08.0,,,98-101,,A. Crabbe enters the game for J. Allen
0:07.0,Personal foul by K. Oubre (drawn by C. LeVert),,98-101,,
0:07.0,,,98-102,1,C. LeVert makes free throw 1 of 2
0:07.0,,,98-102,,J. Allen enters the game for T. Zeller
0:07.0,,,98-102,,R. Hollis-Jefferson enters the game for A. Crabbe
0:07.0,,,98-103,1,C. LeVert makes free throw 2 of 2
0:01.0,B. Beal misses 3-pt shot from 25 ft,,98-103,,
0:01.0,,,98-103,,Defensive rebound by R. Hollis-Jefferson
