time,Indiana,pts.away,score,pts.home,Philadelphia
6:27.0,Offensive rebound by T. Young,,90-85,,
6:14.0,V. Oladipo misses 2-pt shot from 4 ft (block by M. Belinelli),,90-85,,
6:11.0,Offensive rebound by T. Young,,90-85,,
6:11.0,M. Turner makes 2-pt shot from 4 ft (assist by T. Young),2,92-85,,
6:11.0,Shooting foul by E. Ilyasova (drawn by M. Turner),,92-85,,
6:11.0,B. Bogdanovic enters the game for L. Stephenson,,92-85,,
6:11.0,M. Turner misses free throw 1 of 1,,92-85,,
6:11.0,,,92-85,,J. Embiid enters the game for E. Ilyasova
6:08.0,,,92-85,,Offensive rebound by B. Simmons
5:59.0,Personal foul by M. Turner (drawn by J. Embiid),,92-85,,
5:59.0,,,92-85,,R. Covington enters the game for M. Belinelli
5:45.0,,,92-85,,Shooting foul by M. Turner (drawn by D. Saric)
5:45.0,,,92-86,1,D. Saric makes free throw 1 of 2
5:45.0,A. Jefferson enters the game for M. Turner,,92-86,,
5:45.0,,,92-87,1,D. Saric makes free throw 2 of 2
5:25.0,D. Collison misses 2-pt shot from 16 ft,,92-87,,
5:21.0,,,92-87,,Defensive rebound by B. Simmons
5:16.0,,,92-87,,Turnover by D. Saric (bad pass; steal by T. Young)
5:00.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by J. Embiid),,92-87,,
4:55.0,,,92-87,,Defensive rebound by D. Saric
4:53.0,,,92-87,,J. Redick misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by D. Collison,,92-87,,
4:29.0,Turnover by T. Young (out of bounds lost ball),,92-87,,
4:18.0,,,92-89,2,J. Embiid makes 2-pt shot from 2 ft
4:18.0,Indiana full timeout,,92-89,,
4:18.0,T. Booker enters the game for D. Collison,,92-89,,
4:18.0,C. Joseph enters the game for A. Jefferson,,92-89,,
4:02.0,B. Bogdanovic misses 2-pt shot from 12 ft,,92-89,,
3:59.0,Offensive rebound by T. Booker,,92-89,,
3:58.0,T. Booker makes 2-pt shot at rim,2,94-89,,
3:33.0,,,94-89,,J. Embiid misses 2-pt shot from 12 ft
3:33.0,Defensive rebound by Team,,94-89,,
3:18.0,V. Oladipo makes 3-pt shot from 26 ft,3,97-89,,
3:18.0,,,97-89,,Philadelphia full timeout
3:04.0,,,97-89,,J. Embiid misses 3-pt shot from 25 ft
3:02.0,,,97-89,,Offensive rebound by Team
3:02.0,Loose ball foul by C. Joseph (drawn by R. Covington),,97-89,,
2:53.0,,,97-91,2,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons)
2:33.0,B. Bogdanovic misses 3-pt shot from 23 ft,,97-91,,
2:29.0,,,97-91,,Defensive rebound by R. Covington
2:23.0,Personal foul by B. Bogdanovic (drawn by B. Simmons),,97-91,,
2:23.0,M. Turner enters the game for T. Booker,,97-91,,
2:08.0,,,97-91,,D. Saric misses 2-pt shot from 21 ft (block by V. Oladipo)
2:04.0,Defensive rebound by B. Bogdanovic,,97-91,,
1:51.0,V. Oladipo misses 2-pt shot from 18 ft,,97-91,,
1:48.0,,,97-91,,Defensive rebound by B. Simmons
1:45.0,,,97-91,,Turnover by J. Embiid (out of bounds lost ball)
1:29.0,,,97-91,,Personal foul by J. Embiid (drawn by T. Young)
1:16.0,Shooting foul by D. Saric (drawn by T. Young),,97-91,,
1:16.0,T. Young makes free throw 1 of 2,1,98-91,,
1:16.0,T. Young makes free throw 2 of 2,1,99-91,,
1:09.0,,,99-94,3,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons)
0:58.0,T. Young misses 2-pt shot from 1 ft (block by J. Embiid),,99-94,,
0:52.0,,,99-94,,Defensive rebound by J. Embiid
0:46.0,,,99-96,2,J. Embiid makes 2-pt shot from 1 ft
0:29.0,V. Oladipo misses 2-pt shot from 4 ft,,99-96,,
0:27.0,,,99-96,,Defensive rebound by J. Embiid
0:21.0,,,99-96,,J. Redick misses 2-pt shot from 22 ft
0:21.0,Defensive rebound by M. Turner,,99-96,,
0:21.0,,,99-96,,Personal foul by R. Covington (drawn by M. Turner)
0:21.0,M. Turner makes free throw 1 of 2,1,100-96,,
0:21.0,M. Turner makes free throw 2 of 2,1,101-96,,
0:21.0,,,101-96,,Philadelphia full timeout
0:21.0,T. Booker enters the game for M. Turner,,101-96,,
0:13.0,,,101-98,2,J. Embiid makes 2-pt shot from 2 ft
0:13.0,Indiana full timeout,,101-98,,
0:13.0,,,101-98,,T. McConnell enters the game for D. Saric
0:13.0,M. Turner enters the game for T. Young,,101-98,,
0:13.0,D. Collison enters the game for T. Booker,,101-98,,
0:07.0,Offensive foul by V. Oladipo (drawn by B. Simmons),,101-98,,
0:07.0,Turnover by V. Oladipo (offensive foul),,101-98,,
0:07.0,,,101-98,,Philadelphia full timeout
0:07.0,,,101-98,,D. Saric enters the game for T. McConnell
0:07.0,T. Young enters the game for M. Turner,,101-98,,
0:07.0,T. Booker enters the game for D. Collison,,101-98,,
0:06.0,,,101-98,,J. Embiid misses 3-pt shot from 27 ft
0:00.0,Jump ball: D. Saric vs. V. Oladipo (B. Bogdanovic gains possession),,,,Jump ball: D. Saric vs. V. Oladipo (B. Bogdanovic gains possession)
0:00.0,Defensive rebound by Team,,101-98,,
0:00.0,Indiana full timeout,,101-98,,
0:00.0,,,101-98,,T. McConnell enters the game for D. Saric
0:00.0,D. Collison enters the game for T. Young,,101-98,,
0:00.0,M. Turner enters the game for T. Booker,,101-98,,
