time,Philadelphia,pts.away,score,pts.home,Orlando
6:43.0,,,97-77,,R. Purvis misses 2-pt shot from 17 ft
6:40.0,Defensive rebound by T. McConnell,,97-77,,
6:26.0,E. Ilyasova makes 3-pt shot from 27 ft (assist by T. McConnell),3,100-77,,
5:57.0,,,100-79,2,J. Artis makes 2-pt shot from 6 ft (assist by R. Purvis)
5:44.0,Shooting foul by K. Birch (drawn by D. Jackson),,100-79,,
5:44.0,D. Jackson makes free throw 1 of 2,1,101-79,,
5:44.0,D. Jackson misses free throw 2 of 2,,101-79,,
5:41.0,,,101-79,,Defensive rebound by K. Birch
5:29.0,,,101-82,3,M. Speights makes 3-pt shot from 26 ft (assist by J. Artis)
5:10.0,F. Korkmaz misses 2-pt shot from 6 ft,,101-82,,
5:06.0,,,101-82,,Defensive rebound by J. Artis
5:05.0,,,101-82,,Shooting foul by D. Jackson (drawn by W. Iwundu)
5:05.0,,,101-83,1,W. Iwundu makes free throw 1 of 2
5:05.0,,,101-84,1,W. Iwundu makes free throw 2 of 2
4:51.0,D. Jackson makes 3-pt shot from 27 ft,3,104-84,,
4:36.0,,,104-84,,M. Speights misses 3-pt shot from 26 ft
4:33.0,Defensive rebound by T. McConnell,,104-84,,
4:27.0,F. Korkmaz makes 3-pt shot from 26 ft (assist by D. Jackson),3,107-84,,
4:10.0,,,107-86,2,K. Birch makes 2-pt shot at rim (assist by W. Iwundu)
3:56.0,,,107-86,,Personal foul by M. Speights (drawn by R. Holmes)
3:56.0,J. Anderson enters the game for E. Ilyasova,,107-86,,
3:45.0,F. Korkmaz misses 3-pt shot from 23 ft,,107-86,,
3:39.0,Offensive rebound by J. Anderson,,107-86,,
3:32.0,T. McConnell makes 2-pt shot from 15 ft,2,109-86,,
3:14.0,,,109-88,2,R. Purvis makes 2-pt shot from 1 ft
3:01.0,R. Holmes makes 2-pt shot from 21 ft (assist by D. Jackson),2,111-88,,
2:43.0,,,111-88,,M. Speights misses 3-pt shot from 26 ft
2:40.0,,,111-88,,Offensive rebound by K. Birch
2:37.0,,,111-88,,Offensive charge foul by M. Speights (drawn by J. Anderson)
2:37.0,,,111-88,,Turnover by M. Speights (offensive foul)
2:30.0,R. Holmes makes 2-pt shot from 20 ft (assist by T. McConnell),2,113-88,,
2:14.0,,,113-88,,Shooting foul by R. Holmes (drawn by M. Speights)
2:14.0,,,113-89,1,M. Speights makes free throw 1 of 3
2:14.0,,,113-89,,M. Speights misses free throw 2 of 3
2:14.0,,,113-89,,Offensive rebound by Team
2:14.0,,,113-90,1,M. Speights makes free throw 3 of 3
1:59.0,J. Anderson misses 2-pt shot from 7 ft (block by K. Birch),,113-90,,
1:58.0,Offensive rebound by Team,,113-90,,
1:51.0,J. Anderson makes 2-pt shot from 17 ft,2,115-90,,
1:32.0,,,115-90,,K. Birch misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by J. Anderson,,115-90,,
1:22.0,R. Holmes makes 3-pt shot from 27 ft (assist by T. McConnell),3,118-90,,
1:11.0,,,118-92,2,M. Speights makes 2-pt shot from 1 ft (assist by J. Artis)
1:01.0,F. Korkmaz misses 2-pt shot from 17 ft,,118-92,,
0:59.0,,,118-92,,Defensive rebound by J. Artis
0:54.0,,,118-95,3,R. Purvis makes 3-pt shot from 23 ft (assist by J. Artis)
0:45.0,T. McConnell misses 3-pt shot from 22 ft,,118-95,,
0:42.0,Offensive rebound by D. Jackson,,118-95,,
0:38.0,J. Anderson misses 2-pt shot from 1 ft,,118-95,,
0:35.0,,,118-95,,Defensive rebound by K. Birch
0:29.0,,,118-95,,M. Speights misses 3-pt shot from 27 ft
0:24.0,Defensive rebound by R. Holmes,,118-95,,
0:01.0,Turnover by Team (shot clock),,118-95,,
0:00.0,,,118-98,3,M. Speights makes 3-pt shot from 25 ft (assist by W. Iwundu)
