time,Atlanta,pts.away,score,pts.home,Philadelphia
0:27.0,,,91-91,1,D. Saric makes free throw 2 of 2
0:07.0,J. Collins makes 2-pt shot at rim (assist by I. Taylor),2,93-91,,
0:01.0,,,93-93,2,T. McConnell makes 2-pt shot from 4 ft
0:01.0,J. Collins misses 3-pt shot from 74 ft,,93-93,,
0:01.0,Offensive rebound by Team,,93-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,I. Taylor misses 2-pt shot from 11 ft,,93-93,,
11:41.0,Offensive rebound by D. Dedmon,,93-93,,
11:35.0,Turnover by D. Dedmon (bad pass; steal by B. Simmons),,93-93,,
11:28.0,,,93-93,,B. Simmons misses 2-pt shot from 4 ft
11:26.0,Defensive rebound by D. Dedmon,,93-93,,
11:25.0,D. Dedmon misses 2-pt shot from 7 ft,,93-93,,
11:22.0,,,93-93,,Defensive rebound by D. Saric
11:05.0,,,93-93,,B. Simmons misses 2-pt shot from 10 ft
11:05.0,Defensive rebound by I. Taylor,,93-93,,
10:59.0,I. Taylor misses 2-pt shot from 6 ft (block by J. Bayless),,93-93,,
10:59.0,M. Muscala enters the game for L. Babbitt,,93-93,,
10:55.0,Jump ball: J. Bayless vs. I. Taylor (J. Embiid gains possession),,,,Jump ball: J. Bayless vs. I. Taylor (J. Embiid gains possession)
10:55.0,,,93-93,,Offensive rebound by Team
10:48.0,,,93-95,2,J. Bayless makes 2-pt shot from 3 ft (assist by B. Simmons)
10:38.0,M. Belinelli misses 2-pt shot from 20 ft,,93-95,,
10:35.0,,,93-95,,Defensive rebound by J. Embiid
10:30.0,Personal foul by D. Dedmon (drawn by J. Embiid),,93-95,,
10:30.0,K. Bazemore enters the game for M. Belinelli,,93-95,,
10:21.0,,,93-95,,D. Saric misses 3-pt shot from 27 ft
10:17.0,Defensive rebound by T. Waller-Prince,,93-95,,
10:09.0,I. Taylor misses 2-pt shot from 8 ft,,93-95,,
10:09.0,,,93-95,,Defensive rebound by J. Bayless
10:01.0,,,93-95,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by D. Dedmon,,93-95,,
9:48.0,Turnover by K. Bazemore (bad pass; steal by J. Embiid),,93-95,,
9:42.0,,,93-95,,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft
9:38.0,Defensive rebound by M. Muscala,,93-95,,
9:19.0,D. Dedmon misses 2-pt shot from 15 ft,,93-95,,
9:16.0,,,93-95,,Defensive rebound by J. Embiid
9:04.0,,,93-95,,Philadelphia full timeout
9:04.0,,,93-95,,A. Johnson enters the game for T. Luwawu-Cabarrot
9:04.0,,,93-95,,R. Covington enters the game for D. Saric
9:04.0,,,93-95,,T. McConnell enters the game for J. Embiid
9:04.0,D. Schroder enters the game for I. Taylor,,93-95,,
9:04.0,L. Babbitt enters the game for D. Dedmon,,93-95,,
8:58.0,,,93-97,2,T. McConnell makes 2-pt shot from 14 ft (assist by A. Johnson)
8:44.0,T. Waller-Prince misses 2-pt shot from 4 ft,,93-97,,
8:39.0,,,93-97,,Defensive rebound by B. Simmons
8:28.0,,,93-97,,T. McConnell misses 2-pt shot from 12 ft
8:25.0,Defensive rebound by D. Schroder,,93-97,,
8:22.0,K. Bazemore misses 3-pt shot from 25 ft,,93-97,,
8:17.0,,,93-97,,Defensive rebound by T. McConnell
8:11.0,Personal foul by D. Schroder (drawn by T. McConnell),,93-97,,
8:11.0,J. Collins enters the game for M. Muscala,,93-97,,
8:05.0,,,93-97,,Shooting foul by J. Collins (drawn by B. Simmons)
8:05.0,M. Muscala enters the game for J. Collins,,93-97,,
8:05.0,,,93-97,,B. Simmons misses free throw 1 of 2
8:05.0,,,93-97,,Offensive rebound by Team
8:05.0,,,93-98,1,B. Simmons makes free throw 2 of 2
7:57.0,K. Bazemore misses 3-pt shot from 24 ft,,93-98,,
7:52.0,,,93-98,,Defensive rebound by B. Simmons
7:45.0,,,93-98,,T. McConnell misses 2-pt shot from 10 ft
7:43.0,Defensive rebound by M. Muscala,,93-98,,
7:33.0,L. Babbitt misses 3-pt shot from 27 ft,,93-98,,
7:30.0,,,93-98,,Defensive rebound by A. Johnson
7:24.0,,,93-98,,Turnover by B. Simmons (bad pass; steal by T. Waller-Prince)
7:07.0,Turnover by L. Babbitt (step out of bounds),,93-98,,
6:57.0,,,93-98,,B. Simmons misses 2-pt shot from 5 ft
6:55.0,,,93-98,,Offensive rebound by A. Johnson
6:55.0,,,93-98,,A. Johnson misses 2-pt shot from 3 ft
6:55.0,,,93-98,,Offensive rebound by Team
6:55.0,,,93-98,,J. Embiid enters the game for A. Johnson
6:55.0,,,93-98,,J. Redick enters the game for B. Simmons
6:55.0,M. Belinelli enters the game for L. Babbitt,,93-98,,
6:45.0,,,93-98,,R. Covington misses 2-pt shot from 4 ft
6:42.0,Defensive rebound by M. Muscala,,93-98,,
6:39.0,Shooting foul by J. Bayless (drawn by K. Bazemore),,93-98,,
6:39.0,K. Bazemore makes free throw 1 of 2,1,94-98,,
6:39.0,K. Bazemore misses free throw 2 of 2,,94-98,,
6:37.0,,,94-98,,Defensive rebound by R. Covington
6:26.0,,,94-98,,J. Embiid misses 2-pt shot from 1 ft
6:26.0,Defensive rebound by Team,,94-98,,
6:16.0,K. Bazemore misses 2-pt shot from 3 ft,,94-98,,
6:13.0,,,94-98,,Defensive rebound by J. Embiid
6:09.0,,,94-100,2,J. Embiid makes 2-pt shot from 3 ft (assist by T. McConnell)
6:02.0,,,94-100,,Personal foul by T. McConnell (drawn by D. Schroder)
5:59.0,,,94-100,,Personal foul by J. Redick (drawn by M. Belinelli)
5:50.0,,,94-100,,Personal foul by T. McConnell (drawn by D. Schroder)
5:36.0,M. Muscala makes 2-pt shot from 2 ft (assist by D. Schroder),2,96-100,,
5:19.0,,,96-103,3,J. Bayless makes 3-pt shot from 22 ft (assist by J. Embiid)
4:59.0,Offensive foul by M. Muscala (drawn by J. Bayless),,96-103,,
4:59.0,Turnover by M. Muscala (offensive foul),,96-103,,
4:59.0,,,96-103,,Philadelphia full timeout
4:59.0,,,96-103,,B. Simmons enters the game for T. McConnell
4:59.0,D. Dedmon enters the game for M. Muscala,,96-103,,
4:46.0,,,96-105,2,B. Simmons makes 2-pt shot at rim
4:35.0,,,96-105,,Personal foul by R. Covington (drawn by M. Belinelli)
4:35.0,M. Belinelli makes free throw 1 of 2,1,97-105,,
4:35.0,M. Belinelli makes free throw 2 of 2,1,98-105,,
4:27.0,,,98-107,2,J. Embiid makes 2-pt shot at rim (assist by B. Simmons)
4:27.0,,,98-107,,Shooting foul by T. Waller-Prince (drawn by J. Embiid)
4:27.0,,,98-108,1,J. Embiid makes free throw 1 of 1
4:20.0,M. Belinelli misses 3-pt shot from 23 ft,,98-108,,
4:16.0,,,98-108,,Defensive rebound by B. Simmons
4:04.0,,,98-108,,J. Embiid misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by Team,,98-108,,
3:41.0,M. Belinelli misses 2-pt shot from 3 ft,,98-108,,
3:39.0,,,98-108,,Defensive rebound by J. Embiid
3:24.0,,,98-108,,J. Redick misses 3-pt shot from 27 ft
3:20.0,Defensive rebound by T. Waller-Prince,,98-108,,
3:05.0,Turnover by D. Dedmon (offensive goaltending),,98-108,,
2:54.0,,,98-111,3,J. Redick makes 3-pt shot from 27 ft (assist by B. Simmons)
2:39.0,Shooting foul by J. Embiid (drawn by T. Waller-Prince),,98-111,,
2:39.0,T. Waller-Prince makes free throw 1 of 2,1,99-111,,
2:39.0,L. Babbitt enters the game for K. Bazemore,,99-111,,
2:39.0,T. Waller-Prince makes free throw 2 of 2,1,100-111,,
2:26.0,,,100-111,,R. Covington misses 3-pt shot from 26 ft
2:22.0,Defensive rebound by D. Dedmon,,100-111,,
2:17.0,D. Schroder makes 3-pt shot from 25 ft,3,103-111,,
2:01.0,,,103-111,,J. Embiid misses 2-pt shot from 16 ft
2:01.0,,,103-111,,Offensive rebound by B. Simmons
1:57.0,Jump ball: B. Simmons vs. L. Babbitt (J. Bayless gains possession),,,,Jump ball: B. Simmons vs. L. Babbitt (J. Bayless gains possession)
1:49.0,,,103-113,2,J. Embiid makes 2-pt shot at rim (assist by J. Bayless)
1:42.0,D. Schroder makes 2-pt shot from 1 ft,2,105-113,,
1:27.0,,,105-115,2,J. Embiid makes 2-pt shot from 1 ft
1:22.0,Turnover by L. Babbitt (step out of bounds),,105-115,,
1:22.0,,,105-115,,Philadelphia full timeout
1:22.0,M. Muscala enters the game for D. Dedmon,,105-115,,
1:15.0,,,105-117,2,B. Simmons makes 2-pt shot from 1 ft
1:09.0,L. Babbitt makes 2-pt shot from 9 ft (assist by D. Schroder),2,107-117,,
1:01.0,,,107-119,2,J. Embiid makes 2-pt shot from 3 ft (assist by B. Simmons)
0:57.0,D. Schroder misses 2-pt shot from 20 ft,,107-119,,
0:53.0,,,107-119,,Defensive rebound by J. Embiid
0:50.0,,,107-119,,T. Luwawu-Cabarrot enters the game for J. Embiid
0:50.0,I. Taylor enters the game for M. Belinelli,,107-119,,
0:50.0,T. Dorsey enters the game for T. Waller-Prince,,107-119,,
0:50.0,N. Brussino enters the game for D. Schroder,,107-119,,
0:38.0,,,107-119,,R. Covington misses 3-pt shot from 27 ft
0:34.0,Defensive rebound by N. Brussino,,107-119,,
0:24.0,T. Dorsey misses 3-pt shot from 24 ft,,107-119,,
0:22.0,,,107-119,,Defensive rebound by Team
0:22.0,Loose ball foul by M. Muscala (drawn by T. Luwawu-Cabarrot),,107-119,,
0:22.0,,,107-119,,T. Luwawu-Cabarrot misses free throw 1 of 2
0:22.0,,,107-119,,Offensive rebound by Team
0:22.0,,,107-119,,T. Luwawu-Cabarrot misses free throw 2 of 2
0:20.0,Defensive rebound by L. Babbitt,,107-119,,
0:12.0,L. Babbitt makes 2-pt shot from 15 ft (assist by T. Dorsey),2,109-119,,
