time,Miami,pts.away,score,pts.home,Atlanta
6:18.0,Personal block foul by D. Waiters (drawn by K. Bazemore),,88-98,,
6:08.0,Personal foul by D. Waiters (drawn by T. Waller-Prince),,88-98,,
5:54.0,,,88-98,,D. Schroder misses 2-pt shot from 2 ft (block by B. Adebayo)
5:53.0,,,88-98,,Turnover by Team (shot clock)
5:53.0,,,88-98,,Offensive rebound by Team
5:37.0,,,88-98,,Personal foul by D. Schroder (drawn by T. Johnson)
5:37.0,,,88-98,,D. Bembry enters the game for M. Delaney
5:24.0,T. Johnson makes 2-pt shot from 1 ft (assist by D. Waiters),2,90-98,,
5:04.0,,,90-98,,E. Ilyasova misses 2-pt shot at rim
5:01.0,,,90-98,,Offensive rebound by E. Ilyasova
5:01.0,,,90-98,,E. Ilyasova misses 2-pt shot from 1 ft
4:59.0,Defensive rebound by W. Ellington,,90-98,,
4:58.0,W. Ellington misses 2-pt shot from 1 ft (block by T. Waller-Prince),,90-98,,
4:58.0,Offensive rebound by Team,,90-98,,
4:58.0,Miami full timeout,,90-98,,
4:47.0,D. Waiters misses 3-pt shot from 25 ft,,90-98,,
4:41.0,,,90-98,,Defensive rebound by K. Bazemore
4:30.0,,,90-98,,E. Ilyasova misses 2-pt shot from 18 ft
4:30.0,Defensive rebound by J. Richardson,,90-98,,
4:21.0,J. Richardson makes 2-pt shot from 11 ft,2,92-98,,
3:59.0,,,92-98,,K. Bazemore misses 2-pt shot from 20 ft
3:53.0,Defensive rebound by B. Adebayo,,92-98,,
3:48.0,D. Waiters makes 2-pt shot from 5 ft,2,94-98,,
3:41.0,,,94-98,,Atlanta full timeout
3:26.0,,,94-98,,K. Bazemore misses 2-pt shot from 11 ft (block by B. Adebayo)
3:21.0,,,94-98,,Offensive rebound by T. Waller-Prince
3:19.0,,,94-100,2,K. Bazemore makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
3:03.0,Shooting foul by T. Waller-Prince (drawn by B. Adebayo),,94-100,,
3:03.0,B. Adebayo misses free throw 1 of 2,,94-100,,
3:03.0,Offensive rebound by Team,,94-100,,
3:03.0,,,94-100,,M. Delaney enters the game for K. Bazemore
3:03.0,B. Adebayo makes free throw 2 of 2,1,95-100,,
2:42.0,,,95-102,2,D. Schroder makes 2-pt shot from 1 ft
2:28.0,Offensive charge foul by T. Johnson (drawn by E. Ilyasova),,95-102,,
2:28.0,Turnover by T. Johnson (offensive foul),,95-102,,
2:13.0,,,95-102,,Turnover by D. Schroder (lost ball; steal by J. Richardson)
2:08.0,T. Johnson misses 3-pt shot from 23 ft,,95-102,,
2:05.0,Offensive rebound by Team,,95-102,,
1:54.0,Shooting foul by M. Delaney (drawn by W. Ellington),,95-102,,
1:54.0,W. Ellington makes free throw 1 of 3,1,96-102,,
1:54.0,W. Ellington makes free throw 2 of 3,1,97-102,,
1:54.0,,,97-102,,K. Bazemore enters the game for D. Bembry
1:54.0,W. Ellington makes free throw 3 of 3,1,98-102,,
1:29.0,,,98-102,,K. Bazemore misses 2-pt shot from 21 ft
1:26.0,Defensive rebound by D. Waiters,,98-102,,
1:18.0,Shooting foul by D. Schroder (drawn by D. Waiters),,98-102,,
1:18.0,D. Waiters misses free throw 1 of 2,,98-102,,
1:18.0,Offensive rebound by Team,,98-102,,
1:18.0,D. Waiters makes free throw 2 of 2,1,99-102,,
1:08.0,,,99-102,,Turnover by E. Ilyasova (lost ball; steal by J. Richardson)
1:05.0,J. Richardson makes 2-pt shot from 1 ft,2,101-102,,
0:50.0,,,101-104,2,K. Bazemore makes 2-pt shot from 14 ft
0:36.0,Turnover by W. Ellington (out of bounds lost ball),,101-104,,
0:24.0,,,101-106,2,K. Bazemore makes 2-pt shot from 1 ft (assist by E. Ilyasova)
0:24.0,,,101-106,,Shooting foul by T. Johnson (drawn by K. Bazemore)
0:24.0,,,101-106,,K. Bazemore misses free throw 1 of 1
0:23.0,Defensive rebound by W. Ellington,,101-106,,
0:23.0,Miami full timeout,,101-106,,
0:23.0,,,101-106,,D. Bembry enters the game for D. Schroder
0:23.0,K. Olynyk enters the game for B. Adebayo,,101-106,,
0:19.0,D. Waiters misses 2-pt shot from 1 ft (block by K. Bazemore),,101-106,,
0:17.0,,,101-106,,Defensive rebound by T. Waller-Prince
0:16.0,Personal take foul by T. Johnson (drawn by T. Waller-Prince),,101-106,,
0:16.0,D. Walton enters the game for T. Johnson,,101-106,,
0:16.0,B. Adebayo enters the game for K. Olynyk,,101-106,,
0:16.0,,,101-107,1,T. Waller-Prince makes free throw 1 of 2
0:16.0,,,101-108,1,T. Waller-Prince makes free throw 2 of 2
0:16.0,Miami full timeout,,101-108,,
0:16.0,K. Olynyk enters the game for B. Adebayo,,101-108,,
0:13.0,J. Richardson makes 2-pt shot from 2 ft,2,103-108,,
0:13.0,Shooting foul by D. Bembry (drawn by J. Richardson),,103-108,,
0:13.0,B. Adebayo enters the game for K. Olynyk,,103-108,,
0:13.0,,,103-108,,J. Collins enters the game for M. Delaney
0:13.0,J. Richardson makes free throw 1 of 1,1,104-108,,
0:13.0,,,104-108,,Atlanta full timeout
0:13.0,,,104-108,,M. Delaney enters the game for D. Bembry
0:13.0,,,104-108,,D. Schroder enters the game for J. Collins
0:12.0,Personal take foul by D. Walton (drawn by D. Schroder),,104-108,,
0:12.0,,,104-109,1,D. Schroder makes free throw 1 of 2
0:12.0,,,104-110,1,D. Schroder makes free throw 2 of 2
0:08.0,D. Waiters misses 3-pt shot from 24 ft,,104-110,,
0:04.0,,,104-110,,Defensive rebound by T. Waller-Prince
