time,LA Lakers,pts.away,score,pts.home,Sacramento
4:33.0,K. Caldwell-Pope makes 2-pt shot from 20 ft,2,100-97,,
4:18.0,,,100-97,,S. Labissiere misses 2-pt shot from 5 ft
4:14.0,Defensive rebound by I. Thomas,,100-97,,
4:06.0,LA Lakers full timeout,,100-97,,
3:53.0,I. Thomas misses 3-pt shot from 25 ft,,100-97,,
3:51.0,Offensive rebound by Team,,100-97,,
3:51.0,Turnover by Team (shot clock),,100-97,,
3:40.0,,,100-97,,S. Labissiere misses 2-pt shot from 14 ft
3:37.0,Defensive rebound by I. Thomas,,100-97,,
3:30.0,K. Kuzma makes 3-pt shot from 26 ft (assist by I. Thomas),3,103-97,,
3:15.0,,,103-97,,Turnover by W. Cauley-Stein (out of bounds lost ball)
3:01.0,I. Thomas misses 2-pt shot from 3 ft (block by W. Cauley-Stein),,103-97,,
3:01.0,,,103-97,,Defensive rebound by B. Hield
2:47.0,,,103-97,,W. Cauley-Stein misses 2-pt shot from 1 ft
2:45.0,,,103-97,,Offensive rebound by B. Bogdanovic
2:41.0,,,103-97,,B. Hield misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by K. Caldwell-Pope,,103-97,,
2:31.0,Offensive charge foul by J. Randle (drawn by W. Cauley-Stein),,103-97,,
2:31.0,Turnover by J. Randle (offensive foul),,103-97,,
2:24.0,,,103-97,,D. Fox misses 2-pt shot from 17 ft
2:16.0,Defensive rebound by B. Ingram,,103-97,,
2:16.0,J. Randle makes 2-pt shot at rim (assist by I. Thomas),2,105-97,,
2:16.0,Shooting foul by B. Bogdanovic (drawn by J. Randle),,105-97,,
2:16.0,J. Randle misses free throw 1 of 1,,105-97,,
2:13.0,,,105-97,,Defensive rebound by W. Cauley-Stein
1:55.0,,,105-100,3,B. Hield makes 3-pt shot from 24 ft (assist by W. Cauley-Stein)
1:32.0,Shooting foul by B. Bogdanovic (drawn by B. Ingram),,105-100,,
1:32.0,B. Ingram makes free throw 1 of 2,1,106-100,,
1:32.0,J. Hart enters the game for I. Thomas,,106-100,,
1:32.0,B. Ingram makes free throw 2 of 2,1,107-100,,
1:14.0,,,107-100,,S. Labissiere misses 2-pt shot from 4 ft
1:14.0,,,107-100,,Offensive rebound by B. Hield
1:14.0,,,107-102,2,B. Hield makes 2-pt shot from 1 ft
0:53.0,B. Ingram misses 2-pt shot from 6 ft,,107-102,,
0:53.0,,,107-102,,Defensive rebound by B. Bogdanovic
0:43.0,Personal foul by B. Ingram (drawn by W. Cauley-Stein),,107-102,,
0:43.0,,,107-102,,Sacramento full timeout
0:36.0,,,107-102,,B. Hield misses 3-pt shot from 29 ft
0:34.0,Defensive rebound by Team,,107-102,,
0:34.0,I. Thomas enters the game for J. Hart,,107-102,,
0:30.0,Turnover by I. Thomas (lost ball; steal by B. Bogdanovic),,107-102,,
0:27.0,,,107-104,2,D. Fox makes 2-pt shot from 2 ft
0:22.0,LA Lakers full timeout,,107-104,,
0:22.0,,,107-104,,F. Mason enters the game for B. Bogdanovic
0:17.0,,,107-104,,Personal foul by D. Fox (drawn by I. Thomas)
0:17.0,I. Thomas makes free throw 1 of 2,1,108-104,,
0:17.0,,,108-104,,B. Bogdanovic enters the game for F. Mason
0:17.0,J. Hart enters the game for K. Kuzma,,108-104,,
0:17.0,I. Thomas makes free throw 2 of 2,1,109-104,,
0:12.0,,,109-107,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by D. Fox)
0:12.0,,,109-107,,Shooting foul by K. Caldwell-Pope (drawn by B. Bogdanovic)
0:12.0,K. Kuzma enters the game for J. Hart,,109-107,,
0:12.0,,,109-108,1,B. Bogdanovic makes free throw 1 of 1
0:11.0,,,109-108,,Personal foul by B. Hield (drawn by I. Thomas)
0:11.0,I. Thomas makes free throw 1 of 2,1,110-108,,
0:11.0,J. Hart enters the game for K. Kuzma,,110-108,,
0:11.0,I. Thomas makes free throw 2 of 2,1,111-108,,
0:11.0,,,111-108,,Sacramento full timeout
0:11.0,K. Kuzma enters the game for I. Thomas,,111-108,,
0:05.0,,,111-108,,B. Bogdanovic misses 2-pt shot from 1 ft
0:05.0,,,111-108,,Offensive rebound by B. Hield
0:05.0,,,111-108,,B. Hield misses 2-pt shot at rim
0:05.0,Defensive rebound by J. Hart,,111-108,,
0:05.0,,,111-108,,Personal foul by B. Hield (drawn by J. Hart)
0:05.0,J. Hart makes free throw 1 of 2,1,112-108,,
0:05.0,J. Hart makes free throw 2 of 2,1,113-108,,
0:00.0,,,113-108,,D. Fox misses 3-pt shot from 25 ft
0:00.0,,,113-108,,Offensive rebound by Team
