time,Memphis,pts.away,score,pts.home,Minnesota
0:20.0,A. Harrison misses 2-pt shot from 6 ft,,97-93,,
0:18.0,,,97-93,,Defensive rebound by K. Towns
0:16.0,,,97-93,,A. Wiggins misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by Team,,97-93,,
0:14.0,,,97-93,,Personal take foul by J. Crawford (drawn by M. Gasol)
0:14.0,M. Gasol makes free throw 1 of 2,1,98-93,,
0:14.0,M. Gasol makes free throw 2 of 2,1,99-93,,
0:14.0,,,99-93,,Minnesota full timeout
0:09.0,,,99-93,,Turnover by J. Teague (bad pass; steal by W. Selden)
0:07.0,W. Selden makes 2-pt shot from 1 ft,2,101-93,,
0:01.0,,,101-93,,J. Crawford misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by J. Green,,101-93,,
