time,Minnesota,pts.away,score,pts.home,Denver
2:09.0,N. Bjelica misses 2-pt shot from 3 ft,,93-92,,
2:06.0,,,93-92,,Defensive rebound by N. Jokic
1:46.0,,,93-92,,Shooting foul by K. Towns (drawn by J. Murray)
1:46.0,G. Dieng enters the game for K. Towns,,93-92,,
1:46.0,,,93-92,,M. Plumlee enters the game for N. Jokic
1:46.0,,,93-93,1,J. Murray makes free throw 1 of 2
1:46.0,,,93-94,1,J. Murray makes free throw 2 of 2
1:46.0,Minnesota full timeout,,93-94,,
1:46.0,J. Crawford enters the game for G. Dieng,,93-94,,
1:46.0,,,93-94,,T. Craig enters the game for M. Plumlee
1:34.0,Turnover by J. Teague (bad pass),,93-94,,
1:34.0,,,93-94,,N. Jokic enters the game for T. Craig
1:34.0,G. Dieng enters the game for J. Crawford,,93-94,,
1:18.0,,,93-94,,W. Barton misses 3-pt shot from 24 ft
1:16.0,,,93-94,,Offensive rebound by Team
1:16.0,Loose ball foul by N. Bjelica (drawn by W. Chandler),,93-94,,
1:16.0,,,93-95,1,W. Chandler makes free throw 1 of 2
1:16.0,,,93-95,,M. Plumlee enters the game for N. Jokic
1:16.0,J. Crawford enters the game for G. Dieng,,93-95,,
1:16.0,,,93-95,,T. Craig enters the game for M. Plumlee
1:16.0,,,93-96,1,W. Chandler makes free throw 2 of 2
0:56.0,N. Bjelica misses 2-pt shot from 2 ft,,93-96,,
0:55.0,,,93-96,,Defensive rebound by T. Craig
0:36.0,,,93-96,,P. Millsap misses 2-pt shot from 18 ft
0:34.0,,,93-96,,Offensive rebound by P. Millsap
0:34.0,,,93-96,,Shooting foul by A. Wiggins (drawn by P. Millsap)
0:34.0,,,93-97,1,P. Millsap makes free throw 1 of 2
0:34.0,,,93-98,1,P. Millsap makes free throw 2 of 2
0:34.0,Minnesota full timeout,,93-98,,
0:30.0,T. Gibson makes 2-pt shot from 2 ft,2,95-98,,
0:30.0,Shooting foul by J. Murray (drawn by T. Gibson),,95-98,,
0:30.0,,,95-98,,N. Jokic enters the game for T. Craig
0:30.0,G. Dieng enters the game for J. Crawford,,95-98,,
0:30.0,T. Gibson makes free throw 1 of 1,1,96-98,,
0:06.0,,,96-98,,W. Barton misses 2-pt shot from 19 ft
0:04.0,,,96-98,,Offensive rebound by N. Jokic
0:04.0,,,96-100,2,N. Jokic makes 2-pt shot at rim
0:00.0,J. Teague misses 3-pt shot from 30 ft,,96-100,,
0:00.0,Offensive rebound by Team,,96-100,,
