time,Atlanta,pts.away,score,pts.home,Washington
6:25.0,,,74-98,2,M. Scott makes 2-pt shot from 14 ft
6:11.0,T. Cavanaugh makes 3-pt shot from 24 ft (assist by T. Waller-Prince),3,77-98,,
5:54.0,Personal foul by T. Cavanaugh (drawn by M. Scott),,77-98,,
5:54.0,,,77-99,1,M. Scott makes free throw 1 of 2
5:54.0,,,77-100,1,M. Scott makes free throw 2 of 2
5:45.0,T. Waller-Prince makes 2-pt shot from 14 ft,2,79-100,,
5:32.0,,,79-102,2,K. Oubre makes 2-pt shot from 20 ft
5:19.0,T. Waller-Prince makes 3-pt shot from 26 ft (assist by T. Dorsey),3,82-102,,
4:56.0,,,82-105,3,J. Meeks makes 3-pt shot from 25 ft (assist by M. Scott)
4:47.0,,,82-105,,Personal foul by T. Frazier (drawn by T. Waller-Prince)
4:41.0,J. Collins makes 2-pt shot from 1 ft (assist by I. Taylor),2,84-105,,
4:25.0,,,84-107,2,C. McCullough makes 2-pt shot at rim (assist by T. Frazier)
4:08.0,Shooting foul by M. Scott (drawn by T. Waller-Prince),,84-107,,
4:08.0,T. Waller-Prince makes free throw 1 of 2,1,85-107,,
4:08.0,T. Waller-Prince misses free throw 2 of 2,,85-107,,
4:05.0,,,85-107,,Defensive rebound by T. Frazier
3:54.0,,,85-107,,Shooting foul by T. Waller-Prince (drawn by C. McCullough)
3:54.0,,,85-108,1,C. McCullough makes free throw 1 of 2
3:54.0,,,85-108,,T. Satoransky enters the game for K. Oubre
3:54.0,,,85-108,,C. McCullough misses free throw 2 of 2
3:53.0,Defensive rebound by Team,,85-108,,
3:38.0,I. Taylor misses 2-pt shot from 9 ft,,85-108,,
3:35.0,Offensive rebound by J. Collins,,85-108,,
3:32.0,T. Dorsey misses 2-pt shot from 1 ft (block by T. Frazier),,85-108,,
3:29.0,,,85-108,,Defensive rebound by T. Frazier
3:20.0,,,85-108,,M. Scott misses 3-pt shot from 26 ft
3:19.0,Defensive rebound by Team,,85-108,,
3:19.0,,,85-108,,Personal foul by T. Satoransky (drawn by T. Waller-Prince)
3:19.0,T. Waller-Prince makes free throw 1 of 2,1,86-108,,
3:19.0,T. Waller-Prince makes free throw 2 of 2,1,87-108,,
3:10.0,,,87-108,,T. Satoransky misses 2-pt shot from 14 ft
3:07.0,Defensive rebound by J. Collins,,87-108,,
2:58.0,,,87-108,,Washington full timeout
2:51.0,J. Collins misses 2-pt shot from 14 ft,,87-108,,
2:48.0,,,87-108,,Defensive rebound by J. Meeks
2:37.0,,,87-110,2,C. McCullough makes 2-pt shot at rim (assist by T. Satoransky)
2:20.0,T. Waller-Prince misses 3-pt shot from 29 ft,,87-110,,
2:18.0,Offensive rebound by Team,,87-110,,
2:13.0,I. Taylor makes 2-pt shot from 2 ft,2,89-110,,
1:52.0,,,89-110,,J. Meeks misses 3-pt shot from 25 ft
1:52.0,,,89-110,,Offensive rebound by Team
1:52.0,Personal foul by T. Waller-Prince (drawn by T. Satoransky),,89-110,,
1:52.0,,,89-110,,T. Satoransky misses free throw 1 of 2
1:52.0,,,89-110,,Offensive rebound by Team
1:52.0,,,89-111,1,T. Satoransky makes free throw 2 of 2
1:36.0,T. Waller-Prince misses 2-pt shot from 14 ft,,89-111,,
1:33.0,,,89-111,,Defensive rebound by M. Scott
1:10.0,,,89-111,,Turnover by T. Frazier (bad pass; steal by I. Taylor)
1:06.0,I. Taylor makes 2-pt shot from 1 ft,2,91-111,,
0:48.0,,,91-111,,Turnover by T. Frazier (step out of bounds)
0:38.0,I. Taylor misses 2-pt shot from 10 ft (block by C. McCullough),,91-111,,
0:37.0,Offensive rebound by Team,,91-111,,
0:31.0,Turnover by T. Waller-Prince (bad pass; steal by J. Meeks),,91-111,,
0:26.0,,,91-113,2,T. Satoransky makes 2-pt shot from 1 ft (assist by T. Frazier)
0:17.0,T. Waller-Prince makes 3-pt shot from 25 ft (assist by I. Taylor),3,94-113,,
