time,New York,pts.away,score,pts.home,Chicago
2:17.0,Turnover by L. Thomas (step out of bounds),,92-100,,
2:03.0,,,92-102,2,K. Dunn makes 2-pt shot from 6 ft
1:52.0,K. Porzingis misses 3-pt shot from 25 ft,,92-102,,
1:49.0,Offensive rebound by C. Lee,,92-102,,
1:46.0,C. Lee makes 2-pt shot from 6 ft,2,94-102,,
1:33.0,,,94-102,,Offensive foul by R. Lopez (drawn by L. Thomas)
1:33.0,,,94-102,,Turnover by R. Lopez (offensive foul)
1:25.0,C. Lee makes 2-pt shot from 14 ft (assist by J. Jack),2,96-102,,
1:04.0,,,96-102,,K. Dunn misses 2-pt shot from 14 ft
1:02.0,Defensive rebound by D. McDermott,,96-102,,
1:00.0,,,96-102,,Personal foul by D. Nwaba (drawn by K. Porzingis)
1:00.0,K. Porzingis makes free throw 1 of 2,1,97-102,,
1:00.0,,,97-102,,N. Mirotic enters the game for R. Lopez
1:00.0,K. Porzingis makes free throw 2 of 2,1,98-102,,
0:37.0,,,98-102,,L. Markkanen misses 2-pt shot from 5 ft (block by K. Porzingis)
0:37.0,,,98-102,,Offensive rebound by Team
0:36.0,,,98-102,,Turnover by Team (shot clock)
0:30.0,C. Lee makes 2-pt shot from 1 ft,2,100-102,,
0:21.0,,,100-102,,Chicago full timeout
0:20.0,,,100-102,,Turnover by J. Holiday (bad pass)
0:08.0,K. Porzingis makes 2-pt shot from 18 ft (assist by C. Lee),2,102-102,,
0:07.0,,,102-102,,Chicago full timeout
0:07.0,,,102-102,,R. Lopez enters the game for D. Nwaba
0:02.0,,,102-102,,Shooting foul by C. Lee (drawn by K. Dunn)
0:02.0,,,102-103,1,K. Dunn makes free throw 1 of 2
0:02.0,E. Kanter enters the game for D. McDermott,,102-103,,
0:02.0,,,102-104,1,K. Dunn makes free throw 2 of 2
0:02.0,New York full timeout,,102-104,,
0:02.0,,,102-104,,D. Nwaba enters the game for R. Lopez
0:02.0,,,102-104,,P. Zipser enters the game for N. Mirotic
0:02.0,D. McDermott enters the game for L. Thomas,,102-104,,
0:01.0,K. Porzingis misses 3-pt shot from 24 ft,,102-104,,
0:01.0,Offensive rebound by Team,,102-104,,
