time,Boston,pts.away,score,pts.home,Indiana
3:09.0,,,100-95,,L. Stephenson misses 2-pt shot at rim
3:09.0,Defensive rebound by A. Horford,,100-95,,
2:58.0,Turnover by J. Tatum (bad pass; steal by V. Oladipo),,100-95,,
2:51.0,,,100-95,,D. Sabonis misses 2-pt shot from 6 ft
2:47.0,Defensive rebound by M. Smart,,100-95,,
2:41.0,K. Irving misses 2-pt shot from 1 ft,,100-95,,
2:40.0,,,100-95,,Defensive rebound by V. Oladipo
2:20.0,,,100-97,2,D. Sabonis makes 2-pt shot from 18 ft (assist by C. Joseph)
1:56.0,J. Brown misses 2-pt shot from 1 ft,,100-97,,
1:52.0,,,100-97,,Defensive rebound by V. Oladipo
1:52.0,,,100-99,2,V. Oladipo makes 2-pt shot at rim
1:52.0,,,100-99,,Shooting foul by J. Tatum (drawn by V. Oladipo)
1:52.0,,,100-100,1,V. Oladipo makes free throw 1 of 1
1:37.0,K. Irving makes 2-pt shot from 13 ft,2,102-100,,
1:25.0,,,102-102,2,V. Oladipo makes 2-pt shot at rim
1:15.0,K. Irving misses 3-pt shot from 26 ft,,102-102,,
1:12.0,,,102-102,,Defensive rebound by T. Young
0:53.0,,,102-105,3,V. Oladipo makes 3-pt shot from 27 ft (assist by D. Sabonis)
0:52.0,Boston full timeout,,102-105,,
0:52.0,T. Rozier enters the game for M. Smart,,102-105,,
0:52.0,Turnover by T. Rozier (out of bounds lost ball),,102-105,,
0:52.0,M. Smart enters the game for T. Rozier,,102-105,,
0:31.0,,,102-107,2,V. Oladipo makes 2-pt shot from 3 ft
0:31.0,Boston full timeout,,102-107,,
0:27.0,K. Irving makes 3-pt shot from 22 ft (assist by M. Smart),3,105-107,,
0:27.0,Loose ball foul by J. Brown (drawn by L. Stephenson),,105-107,,
0:27.0,T. Rozier enters the game for J. Brown,,105-107,,
0:27.0,,,105-108,1,L. Stephenson makes free throw 1 of 2
0:27.0,,,105-109,1,L. Stephenson makes free throw 2 of 2
0:23.0,M. Smart makes 2-pt shot from 5 ft,2,107-109,,
0:22.0,,,107-109,,Indiana full timeout
0:22.0,,,107-109,,B. Bogdanovic enters the game for T. Young
0:19.0,Personal take foul by T. Rozier (drawn by V. Oladipo),,107-109,,
0:19.0,,,107-110,1,V. Oladipo makes free throw 1 of 2
0:19.0,,,107-110,,T. Young enters the game for B. Bogdanovic
0:19.0,,,107-111,1,V. Oladipo makes free throw 2 of 2
0:10.0,K. Irving makes 3-pt shot from 27 ft (assist by M. Smart),3,110-111,,
0:09.0,,,110-111,,Indiana full timeout
0:09.0,,,110-111,,D. Collison enters the game for L. Stephenson
0:09.0,,,110-111,,B. Bogdanovic enters the game for T. Young
0:09.0,S. Larkin enters the game for J. Tatum,,110-111,,
0:04.0,,,110-111,,Turnover by B. Bogdanovic (bad pass; steal by T. Rozier)
0:01.0,T. Rozier makes 2-pt shot from 1 ft,2,112-111,,
0:00.0,,,112-111,,D. Collison misses 3-pt shot from 56 ft
0:00.0,,,112-111,,Offensive rebound by Team
