time,LA Lakers,pts.away,score,pts.home,Sacramento
2:10.0,Defensive rebound by L. Ball,,89-106,,
2:07.0,L. Ball makes 3-pt shot from 26 ft (assist by J. Clarkson),3,92-106,,
1:46.0,,,92-108,2,B. Bogdanovic makes 2-pt shot from 13 ft (assist by Z. Randolph)
1:37.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by L. Ball),3,95-108,,
1:15.0,,,95-110,2,B. Bogdanovic makes 2-pt shot from 2 ft
1:12.0,,,95-110,,Personal foul by G. Temple (drawn by K. Caldwell-Pope)
1:12.0,,,95-110,,M. Richardson enters the game for B. Bogdanovic
1:12.0,,,95-110,,J. Jackson enters the game for Z. Randolph
1:12.0,J. Hart enters the game for K. Caldwell-Pope,,95-110,,
1:12.0,I. Zubac enters the game for L. Ball,,95-110,,
1:12.0,T. Ennis enters the game for J. Randle,,95-110,,
1:12.0,K. Caldwell-Pope enters the game for J. Clarkson,,95-110,,
1:12.0,K. Caldwell-Pope makes free throw 1 of 2,1,96-110,,
1:12.0,,,96-110,,S. Labissiere enters the game for W. Cauley-Stein
1:12.0,,,96-110,,F. Mason enters the game for G. Temple
1:12.0,K. Caldwell-Pope makes free throw 2 of 2,1,97-110,,
0:47.0,,,97-113,3,D. Fox makes 3-pt shot from 24 ft
0:40.0,K. Kuzma makes 2-pt shot from 2 ft,2,99-113,,
0:17.0,,,99-113,,F. Mason misses 2-pt shot from 10 ft
0:13.0,Defensive rebound by J. Hart,,99-113,,
0:09.0,K. Caldwell-Pope makes 3-pt shot from 26 ft,3,102-113,,
