time,Chicago,pts.away,score,pts.home,Philadelphia
4:35.0,,,88-107,,Shooting foul by D. Valentine (drawn by J. Embiid)
4:35.0,J. Holiday enters the game for Z. LaVine,,88-107,,
4:35.0,,,88-108,1,J. Embiid makes free throw 1 of 1
4:22.0,B. Portis makes 2-pt shot from 1 ft (assist by D. Valentine),2,90-108,,
4:10.0,,,90-108,,Turnover by J. Embiid (bad pass)
4:10.0,,,90-108,,J. Anderson enters the game for T. Luwawu-Cabarrot
4:10.0,,,90-108,,J. Young enters the game for D. Saric
4:10.0,,,90-108,,R. Holmes enters the game for J. Embiid
4:10.0,,,90-108,,T. Booker enters the game for R. Covington
4:02.0,J. Holiday makes 3-pt shot from 25 ft (assist by D. Valentine),3,93-108,,
3:45.0,,,93-108,,J. Young misses 3-pt shot from 27 ft
3:42.0,,,93-108,,Offensive rebound by B. Simmons
3:40.0,,,93-110,2,B. Simmons makes 2-pt shot from 2 ft
3:31.0,J. Holiday misses 3-pt shot from 25 ft,,93-110,,
3:29.0,Offensive rebound by B. Portis,,93-110,,
3:29.0,B. Portis makes 2-pt shot from 1 ft,2,95-110,,
3:29.0,Shooting foul by R. Holmes (drawn by B. Portis),,95-110,,
3:29.0,C. Felicio enters the game for J. Holiday,,95-110,,
3:29.0,P. Zipser enters the game for N. Mirotic,,95-110,,
3:29.0,B. Portis makes free throw 1 of 1,1,96-110,,
3:14.0,,,96-112,2,T. Booker makes 2-pt shot from 9 ft
3:03.0,D. Valentine misses 3-pt shot from 28 ft,,96-112,,
3:00.0,,,96-112,,Defensive rebound by B. Simmons
2:39.0,,,96-112,,B. Simmons misses 2-pt shot from 6 ft
2:36.0,Defensive rebound by R. Arcidiacono,,96-112,,
2:32.0,D. Valentine misses 3-pt shot from 27 ft,,96-112,,
2:27.0,,,96-112,,Defensive rebound by R. Holmes
2:26.0,,,96-114,2,T. Booker makes 2-pt shot from 1 ft (assist by R. Holmes)
2:18.0,P. Zipser misses 3-pt shot from 23 ft,,96-114,,
2:18.0,Offensive rebound by B. Portis,,96-114,,
2:15.0,B. Portis makes 2-pt shot at rim,2,98-114,,
2:15.0,Shooting foul by J. Anderson (drawn by B. Portis),,98-114,,
2:15.0,Chicago full timeout,,98-114,,
2:15.0,,,98-114,,L. Drew enters the game for B. Simmons
2:15.0,,,98-114,,T. Luwawu-Cabarrot enters the game for T. Booker
2:15.0,Q. Pondexter enters the game for D. Valentine,,98-114,,
2:15.0,B. Portis makes free throw 1 of 1,1,99-114,,
1:54.0,,,99-114,,R. Holmes misses 3-pt shot from 26 ft
1:52.0,,,99-114,,Offensive rebound by J. Anderson
1:31.0,,,99-114,,J. Anderson misses 2-pt shot from 8 ft (block by P. Zipser)
1:28.0,Defensive rebound by B. Portis,,99-114,,
1:24.0,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Portis),,99-114,,
1:24.0,B. Portis makes free throw 1 of 2,1,100-114,,
1:24.0,B. Portis makes free throw 2 of 2,1,101-114,,
1:02.0,,,101-114,,L. Drew misses 2-pt shot from 19 ft
0:57.0,Defensive rebound by C. Felicio,,101-114,,
0:45.0,C. Felicio misses 2-pt shot from 3 ft,,101-114,,
0:43.0,,,101-114,,Defensive rebound by J. Young
0:28.0,,,101-114,,J. Young misses 3-pt shot from 27 ft
0:23.0,Defensive rebound by C. Felicio,,101-114,,
0:23.0,Turnover by C. Felicio (bad pass; steal by J. Anderson),,101-114,,
0:23.0,,,101-114,,Shooting foul by B. Portis (drawn by J. Anderson)
0:23.0,,,101-114,,J. Anderson misses free throw 1 of 2
0:23.0,,,101-114,,Offensive rebound by Team
0:23.0,,,101-115,1,J. Anderson makes free throw 2 of 2
0:10.0,Turnover by R. Arcidiacono (bad pass),,101-115,,
