time,Chicago,pts.away,score,pts.home,Brooklyn
6:09.0,Defensive rebound by L. Markkanen,,78-94,,
6:04.0,J. Holiday misses 3-pt shot from 26 ft,,78-94,,
6:00.0,,,78-94,,Defensive rebound by J. Allen
5:56.0,,,78-94,,D. Carroll misses 3-pt shot from 26 ft
5:53.0,,,78-94,,Offensive rebound by J. Harris
5:51.0,,,78-94,,C. LeVert misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by D. Nwaba,,78-94,,
5:41.0,D. Nwaba misses 2-pt shot from 2 ft,,78-94,,
5:41.0,,,78-94,,Defensive rebound by Team
5:16.0,,,78-94,,Turnover by C. LeVert (lost ball; steal by K. Dunn)
5:09.0,L. Markkanen misses 2-pt shot from 4 ft,,78-94,,
5:06.0,,,78-94,,Defensive rebound by J. Harris
5:02.0,,,78-96,2,J. Allen makes 2-pt shot at rim (assist by S. Dinwiddie)
4:43.0,L. Markkanen makes 2-pt shot from 15 ft,2,80-96,,
4:25.0,,,80-96,,Turnover by J. Harris (bad pass; steal by K. Dunn)
4:19.0,D. Nwaba misses 2-pt shot from 4 ft,,80-96,,
4:16.0,,,80-96,,Defensive rebound by S. Dinwiddie
3:55.0,,,80-98,2,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert)
3:39.0,K. Dunn misses 2-pt shot from 19 ft,,80-98,,
3:37.0,,,80-98,,Defensive rebound by J. Allen
3:20.0,,,80-101,3,D. Carroll makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
3:19.0,Chicago full timeout,,80-101,,
3:19.0,,,80-101,,Q. Acy enters the game for S. Dinwiddie
3:19.0,,,80-101,,N. Stauskas enters the game for D. Carroll
3:19.0,,,80-101,,D. Russell enters the game for C. LeVert
3:19.0,,,80-101,,D. Cunningham enters the game for J. Allen
3:19.0,N. Vonleh enters the game for D. Nwaba,,80-101,,
3:19.0,C. Payne enters the game for K. Dunn,,80-101,,
3:19.0,D. Valentine enters the game for L. Markkanen,,80-101,,
3:07.0,C. Payne misses 2-pt shot from 8 ft,,80-101,,
3:03.0,Offensive rebound by N. Vonleh,,80-101,,
3:03.0,N. Vonleh makes 2-pt shot at rim,2,82-101,,
2:46.0,,,82-104,3,Q. Acy makes 3-pt shot from 25 ft (assist by N. Stauskas)
2:29.0,D. Valentine misses 2-pt shot from 13 ft,,82-104,,
2:26.0,,,82-104,,Defensive rebound by D. Cunningham
2:22.0,,,82-104,,N. Stauskas misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by N. Vonleh,,82-104,,
1:58.0,N. Vonleh misses 2-pt shot from 21 ft,,82-104,,
1:54.0,,,82-104,,Defensive rebound by J. Harris
1:30.0,,,82-104,,J. Harris misses 2-pt shot from 4 ft (block by N. Vonleh)
1:26.0,Defensive rebound by D. Valentine,,82-104,,
1:21.0,N. Vonleh misses 3-pt shot from 26 ft,,82-104,,
1:18.0,,,82-104,,Defensive rebound by D. Cunningham
1:13.0,,,82-104,,Turnover by Q. Acy (traveling)
1:13.0,,,82-104,,R. Hollis-Jefferson enters the game for D. Russell
1:03.0,J. Holiday misses 3-pt shot from 26 ft,,82-104,,
1:00.0,,,82-104,,Defensive rebound by R. Hollis-Jefferson
0:51.0,,,82-104,,R. Hollis-Jefferson misses 2-pt shot from 8 ft
0:50.0,Defensive rebound by N. Vonleh,,82-104,,
0:45.0,,,82-104,,Personal foul by R. Hollis-Jefferson (drawn by C. Payne)
0:43.0,D. Valentine makes 3-pt shot from 26 ft,3,85-104,,
0:24.0,,,85-104,,Q. Acy misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by N. Vonleh,,85-104,,
0:14.0,C. Payne makes 2-pt shot from 19 ft,2,87-104,,
0:04.0,,,87-104,,Turnover by R. Hollis-Jefferson (lost ball; steal by C. Payne)
0:00.0,C. Payne misses 3-pt shot from 31 ft,,87-104,,
0:00.0,Offensive rebound by Team,,87-104,,
