time,Indiana,pts.away,score,pts.home,Boston
4:01.0,Indiana full timeout,,84-85,,
3:52.0,V. Oladipo misses 3-pt shot from 24 ft,,84-85,,
3:51.0,Offensive rebound by M. Turner,,84-85,,
3:51.0,M. Turner makes 2-pt shot at rim,2,86-85,,
3:34.0,,,86-85,,Offensive foul by A. Horford (drawn by C. Joseph)
3:34.0,,,86-85,,Turnover by A. Horford (offensive foul)
3:25.0,,,86-85,,Def 3 sec tech foul by A. Horford
3:25.0,B. Bogdanovic makes technical free throw,1,87-85,,
3:20.0,V. Oladipo misses 3-pt shot from 26 ft,,87-85,,
3:17.0,Offensive rebound by T. Young,,87-85,,
3:17.0,T. Young misses 2-pt shot at rim (block by T. Rozier),,87-85,,
3:17.0,Offensive rebound by Team,,87-85,,
3:14.0,Jump ball: J. Tatum vs. T. Young (V. Oladipo gains possession),,,,Jump ball: J. Tatum vs. T. Young (V. Oladipo gains possession)
3:03.0,T. Young misses 2-pt shot from 4 ft (block by J. Tatum),,87-85,,
3:03.0,Offensive rebound by Team,,87-85,,
3:03.0,,,87-85,,M. Morris enters the game for T. Rozier
2:52.0,V. Oladipo misses 3-pt shot from 29 ft,,87-85,,
2:47.0,,,87-85,,Defensive rebound by A. Horford
2:35.0,,,87-85,,J. Brown misses 3-pt shot from 26 ft
2:33.0,Defensive rebound by T. Young,,87-85,,
2:18.0,V. Oladipo makes 2-pt shot at rim,2,89-85,,
1:52.0,,,89-85,,K. Irving misses 3-pt shot from 27 ft
1:50.0,Defensive rebound by V. Oladipo,,89-85,,
1:37.0,V. Oladipo makes 2-pt shot from 1 ft,2,91-85,,
1:37.0,,,91-85,,Boston full timeout
1:37.0,,,91-85,,T. Rozier enters the game for J. Brown
1:32.0,,,91-85,,Shooting foul by M. Turner (drawn by T. Rozier)
1:32.0,,,91-86,1,T. Rozier makes free throw 1 of 2
1:32.0,,,91-86,,D. Theis enters the game for M. Morris
1:32.0,,,91-86,,T. Rozier misses free throw 2 of 2
1:32.0,Defensive rebound by T. Young,,91-86,,
1:12.0,M. Turner makes 2-pt shot from 16 ft (assist by V. Oladipo),2,93-86,,
1:12.0,Shooting foul by A. Horford (drawn by M. Turner),,93-86,,
1:12.0,,,93-86,,J. Brown enters the game for D. Theis
1:12.0,M. Turner makes free throw 1 of 1,1,94-86,,
1:04.0,,,94-88,2,K. Irving makes 2-pt shot from 2 ft
1:04.0,,,94-88,,Shooting foul by M. Turner (drawn by K. Irving)
1:04.0,,,94-88,,D. Theis enters the game for J. Tatum
1:04.0,,,94-89,1,K. Irving makes free throw 1 of 1
0:43.0,M. Turner misses 2-pt shot from 19 ft,,94-89,,
0:39.0,Offensive rebound by C. Joseph,,94-89,,
0:35.0,,,94-89,,Personal take foul by A. Horford (drawn by M. Turner)
0:35.0,M. Turner misses free throw 1 of 2,,94-89,,
0:35.0,Offensive rebound by Team,,94-89,,
0:35.0,,,94-89,,J. Tatum enters the game for D. Theis
0:35.0,M. Turner makes free throw 2 of 2,1,95-89,,
0:28.0,,,95-91,2,K. Irving makes 2-pt shot from 3 ft
0:26.0,,,95-91,,Personal take foul by K. Irving (drawn by T. Young)
0:26.0,T. Young makes free throw 1 of 2,1,96-91,,
0:26.0,T. Young makes free throw 2 of 2,1,97-91,,
0:18.0,,,97-91,,K. Irving misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by M. Turner,,97-91,,
