time,Golden State,pts.away,score,pts.home,Denver
6:08.0,Golden State full timeout,,115-94,,
6:08.0,,,115-94,,R. Jefferson enters the game for D. Arthur
5:48.0,N. Young misses 3-pt shot from 26 ft,,115-94,,
5:45.0,,,115-94,,Defensive rebound by E. Mudiay
5:34.0,,,115-96,2,J. Murray makes 2-pt shot from 2 ft
5:27.0,Offensive foul by O. Casspi (drawn by J. Murray),,115-96,,
5:27.0,Turnover by O. Casspi (offensive foul),,115-96,,
5:12.0,,,115-96,,T. Lyles misses 2-pt shot from 6 ft
5:09.0,Defensive rebound by K. Looney,,115-96,,
5:03.0,Turnover by P. McCaw (lost ball; steal by J. Murray),,115-96,,
4:55.0,,,115-96,,Turnover by J. Murray (lost ball; steal by N. Young)
4:49.0,N. Young makes 3-pt shot from 25 ft,3,118-96,,
4:43.0,,,118-96,,W. Barton misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by O. Casspi,,118-96,,
4:27.0,N. Young makes 2-pt shot from 8 ft (assist by P. McCaw),2,120-96,,
4:19.0,Personal foul by J. Bell (drawn by T. Lyles),,120-96,,
4:19.0,,,120-97,1,T. Lyles makes free throw 1 of 2
4:19.0,,,120-97,,M. Beasley enters the game for J. Murray
4:19.0,,,120-98,1,T. Lyles makes free throw 2 of 2
4:07.0,P. McCaw makes 2-pt shot from 20 ft (assist by O. Casspi),2,122-98,,
3:45.0,,,122-98,,R. Jefferson misses 2-pt shot from 3 ft (block by J. Bell)
3:43.0,Defensive rebound by J. Bell,,122-98,,
3:39.0,Shooting foul by R. Jefferson (drawn by K. Looney),,122-98,,
3:39.0,K. Looney misses free throw 1 of 2,,122-98,,
3:39.0,Offensive rebound by Team,,122-98,,
3:39.0,K. Looney makes free throw 2 of 2,1,123-98,,
3:27.0,,,123-100,2,R. Jefferson makes 2-pt shot from 7 ft
3:08.0,K. Looney misses 2-pt shot from 3 ft (block by T. Lyles),,123-100,,
3:03.0,,,123-100,,Defensive rebound by R. Jefferson
2:58.0,,,123-100,,Shooting foul by O. Casspi (drawn by R. Jefferson)
2:58.0,,,123-100,,R. Jefferson misses free throw 1 of 2
2:58.0,,,123-100,,Offensive rebound by Team
2:58.0,,,123-101,1,R. Jefferson makes free throw 2 of 2
2:41.0,O. Casspi makes 2-pt shot from 8 ft,2,125-101,,
2:24.0,,,125-101,,M. Beasley misses 2-pt shot from 2 ft
2:22.0,Defensive rebound by O. Casspi,,125-101,,
2:06.0,O. Casspi misses 2-pt shot from 3 ft (block by T. Lyles),,125-101,,
2:06.0,,,125-101,,Defensive rebound by Team
2:00.0,Turnover by Team (shot clock),,125-101,,
1:51.0,,,125-103,2,T. Lyles makes 2-pt shot from 7 ft
1:32.0,Turnover by K. Looney (step out of bounds),,125-103,,
1:22.0,,,125-103,,E. Mudiay misses 2-pt shot from 13 ft
1:19.0,Defensive rebound by O. Casspi,,125-103,,
1:15.0,P. McCaw makes 2-pt shot from 2 ft (assist by O. Casspi),2,127-103,,
1:14.0,,,127-103,,Violation by T. Lyles (def goaltending)
0:55.0,,,127-103,,Shooting foul by N. Young (drawn by W. Barton)
0:55.0,,,127-104,1,W. Barton makes free throw 1 of 2
0:55.0,,,127-105,1,W. Barton makes free throw 2 of 2
0:44.0,P. McCaw misses 3-pt shot from 25 ft,,127-105,,
0:40.0,,,127-105,,Defensive rebound by W. Barton
0:22.0,,,127-108,3,R. Jefferson makes 3-pt shot from 25 ft (assist by W. Barton)
