time,Milwaukee,pts.away,score,pts.home,Cleveland
1:04.0,T. Maker misses 2-pt shot at rim (block by L. James),,109-119,,
1:04.0,Offensive rebound by K. Middleton,,109-119,,
1:04.0,Shooting foul by J. Clarkson (drawn by K. Middleton),,109-119,,
1:04.0,K. Middleton makes free throw 1 of 2,1,110-119,,
1:04.0,K. Middleton makes free throw 2 of 2,1,111-119,,
0:44.0,,,111-119,,K. Love misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by K. Middleton,,111-119,,
0:40.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,113-119,,
0:40.0,,,113-119,,Cleveland full timeout
0:36.0,,,113-119,,Shooting foul by T. Maker (drawn by J. Clarkson)
0:36.0,,,113-120,1,J. Clarkson makes free throw 1 of 2
0:36.0,,,113-121,1,J. Clarkson makes free throw 2 of 2
0:36.0,Milwaukee full timeout,,113-121,,
0:36.0,,,113-121,,G. Hill enters the game for K. Love
0:36.0,,,113-121,,J. Smith enters the game for K. Korver
0:28.0,T. Snell misses 3-pt shot from 26 ft,,113-121,,
0:28.0,Offensive rebound by Team,,113-121,,
0:28.0,,,113-121,,Loose ball foul by J. Smith (drawn by T. Maker)
0:28.0,T. Maker makes free throw 1 of 2,1,114-121,,
0:28.0,,,114-121,,K. Love enters the game for G. Hill
0:28.0,,,114-121,,K. Korver enters the game for J. Smith
0:28.0,T. Maker makes free throw 2 of 2,1,115-121,,
0:28.0,Personal foul by E. Bledsoe (drawn by J. Green),,115-121,,
0:28.0,,,115-122,1,J. Green makes free throw 1 of 2
0:28.0,,,115-122,,J. Smith enters the game for K. Love
0:28.0,,,115-122,,G. Hill enters the game for K. Korver
0:28.0,,,115-123,1,J. Green makes free throw 2 of 2
0:28.0,Milwaukee full timeout,,115-123,,
0:21.0,K. Middleton misses 3-pt shot from 27 ft,,115-123,,
0:18.0,Offensive rebound by T. Maker,,115-123,,
0:14.0,T. Snell misses 3-pt shot from 24 ft,,115-123,,
0:13.0,Offensive rebound by G. Antetokounmpo,,115-123,,
0:13.0,G. Antetokounmpo makes 2-pt shot at rim,2,117-123,,
0:13.0,,,117-123,,Cleveland full timeout
0:13.0,,,117-123,,K. Love enters the game for J. Smith
0:13.0,,,117-123,,K. Korver enters the game for G. Hill
0:09.0,Personal foul by G. Antetokounmpo (drawn by K. Korver),,117-123,,
0:09.0,,,117-123,,K. Korver misses free throw 1 of 2
0:09.0,,,117-123,,Offensive rebound by Team
0:09.0,,,117-123,,G. Hill enters the game for K. Love
0:09.0,,,117-124,1,K. Korver makes free throw 2 of 2
0:08.0,,,117-124,,J. Smith enters the game for K. Korver
0:05.0,K. Middleton misses 3-pt shot from 26 ft,,117-124,,
0:04.0,,,117-124,,Defensive rebound by J. Smith
