time,Brooklyn,pts.away,score,pts.home,Atlanta
8:52.0,C. LeVert makes free throw 1 of 2,1,91-71,,
8:52.0,,,91-71,,I. Taylor enters the game for M. Belinelli
8:52.0,C. LeVert makes free throw 2 of 2,1,92-71,,
8:35.0,,,92-71,,D. Bembry misses 3-pt shot from 23 ft
8:30.0,,,92-71,,Offensive rebound by E. Ilyasova
8:27.0,,,92-74,3,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Schroder)
8:11.0,Offensive foul by J. Harris (drawn by D. Schroder),,92-74,,
8:11.0,Turnover by J. Harris (offensive foul),,92-74,,
8:11.0,,,92-74,,T. Waller-Prince enters the game for D. Bembry
8:07.0,Personal foul by C. LeVert (drawn by I. Taylor),,92-74,,
7:56.0,,,92-74,,E. Ilyasova misses 2-pt shot from 14 ft
7:52.0,Defensive rebound by Team,,92-74,,
7:32.0,C. LeVert makes 2-pt shot from 11 ft (assist by D. Carroll),2,94-74,,
7:17.0,,,94-74,,D. Schroder misses 2-pt shot from 11 ft (block by J. Allen)
7:12.0,Defensive rebound by R. Hollis-Jefferson,,94-74,,
7:10.0,D. Carroll misses 3-pt shot from 26 ft,,94-74,,
7:07.0,Offensive rebound by R. Hollis-Jefferson,,94-74,,
7:00.0,R. Hollis-Jefferson makes 2-pt shot from 9 ft (assist by C. LeVert),2,96-74,,
6:39.0,,,96-74,,E. Ilyasova misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by D. Carroll,,96-74,,
6:30.0,Brooklyn full timeout,,96-74,,
6:30.0,,,96-74,,L. Babbitt enters the game for E. Ilyasova
6:30.0,,,96-74,,T. Cavanaugh enters the game for K. Bazemore
6:30.0,S. Dinwiddie enters the game for J. Harris,,96-74,,
6:30.0,A. Crabbe enters the game for C. LeVert,,96-74,,
6:30.0,T. Booker enters the game for J. Allen,,96-74,,
6:20.0,R. Hollis-Jefferson makes 2-pt shot from 3 ft,2,98-74,,
5:59.0,,,98-74,,T. Cavanaugh misses 3-pt shot from 22 ft
5:57.0,Defensive rebound by T. Booker,,98-74,,
5:52.0,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,101-74,,
5:31.0,,,101-74,,D. Schroder misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by R. Hollis-Jefferson,,101-74,,
5:17.0,D. Carroll makes 2-pt shot from 1 ft (assist by T. Booker),2,103-74,,
5:05.0,,,103-77,3,T. Waller-Prince makes 3-pt shot from 26 ft (assist by D. Schroder)
4:52.0,T. Booker misses 2-pt shot from 1 ft (block by T. Cavanaugh),,103-77,,
4:49.0,,,103-77,,Defensive rebound by I. Taylor
4:44.0,,,103-79,2,T. Waller-Prince makes 2-pt shot from 2 ft (assist by I. Taylor)
4:31.0,Offensive charge foul by A. Crabbe,,103-79,,
4:31.0,Turnover by A. Crabbe (offensive foul),,103-79,,
4:31.0,Technical foul by A. Crabbe,,103-79,,
4:31.0,,,103-79,,D. Schroder misses technical free throw
4:31.0,,,103-79,,Offensive rebound by Team
4:31.0,,,103-79,,T. Dorsey enters the game for T. Waller-Prince
4:31.0,,,103-79,,M. Delaney enters the game for D. Schroder
4:31.0,,,103-79,,D. Bembry enters the game for I. Taylor
4:31.0,,,103-79,,M. Plumlee enters the game for L. Babbitt
4:31.0,J. Harris enters the game for D. Carroll,,103-79,,
4:31.0,S. Kilpatrick enters the game for A. Crabbe,,103-79,,
4:18.0,Personal foul by T. Booker (drawn by M. Plumlee),,103-79,,
4:18.0,,,103-79,,M. Plumlee misses free throw 2 of 2
4:18.0,Defensive rebound by T. Booker,,103-79,,
4:18.0,,,103-80,1,M. Plumlee makes free throw 1 of 2
4:18.0,C. LeVert enters the game for S. Dinwiddie,,103-80,,
4:18.0,Q. Acy enters the game for R. Hollis-Jefferson,,103-80,,
3:57.0,T. Booker misses 2-pt shot from 3 ft,,103-80,,
3:54.0,,,103-80,,Defensive rebound by M. Plumlee
3:51.0,,,103-82,2,M. Delaney makes 2-pt shot from 3 ft
3:51.0,,,103-82,,Shooting foul by J. Harris (drawn by M. Delaney)
3:51.0,,,103-83,1,M. Delaney makes free throw 1 of 1
3:34.0,Turnover by T. Booker (turnover),,103-83,,
3:25.0,,,103-86,3,T. Dorsey makes 3-pt shot from 23 ft (assist by M. Delaney)
3:03.0,Q. Acy misses 3-pt shot from 25 ft,,103-86,,
3:00.0,Offensive rebound by T. Booker,,103-86,,
2:58.0,T. Booker makes 2-pt shot from 2 ft,2,105-86,,
2:45.0,,,105-86,,Shooting foul by Q. Acy (drawn by D. Bembry)
2:45.0,,,105-86,,Atlanta full timeout
2:45.0,,,105-86,,I. Taylor enters the game for T. Cavanaugh
2:45.0,R. Hollis-Jefferson enters the game for T. Booker,,105-86,,
2:45.0,,,105-87,1,D. Bembry makes free throw 1 of 2
2:45.0,,,105-87,,D. Bembry misses free throw 2 of 2
2:40.0,Defensive rebound by R. Hollis-Jefferson,,105-87,,
2:24.0,Q. Acy misses 3-pt shot from 25 ft,,105-87,,
2:20.0,,,105-87,,Defensive rebound by T. Dorsey
2:13.0,,,105-89,2,M. Delaney makes 2-pt shot from 21 ft (assist by T. Dorsey)
1:49.0,S. Kilpatrick misses 3-pt shot from 22 ft,,105-89,,
1:47.0,,,105-89,,Defensive rebound by T. Dorsey
1:39.0,,,105-89,,I. Taylor misses 2-pt shot from 9 ft
1:39.0,Defensive rebound by Team,,105-89,,
1:20.0,C. LeVert misses 2-pt shot from 18 ft,,105-89,,
1:17.0,,,105-89,,Defensive rebound by D. Bembry
1:12.0,,,105-89,,Turnover by D. Bembry (bad pass)
1:05.0,Q. Acy makes 3-pt shot from 24 ft (assist by C. LeVert),3,108-89,,
0:59.0,,,108-89,,Shooting foul by R. Hollis-Jefferson (drawn by M. Delaney)
0:59.0,,,108-89,,M. Delaney misses free throw 1 of 2
0:59.0,,,108-89,,Offensive rebound by Team
0:59.0,,,108-90,1,M. Delaney makes free throw 2 of 2
0:43.0,,,108-90,,Personal foul by M. Delaney (drawn by C. LeVert)
0:36.0,Shooting foul by D. Bembry (drawn by Q. Acy),,108-90,,
0:36.0,Q. Acy makes free throw 1 of 2,1,109-90,,
0:36.0,Q. Acy makes free throw 2 of 2,1,110-90,,
0:25.0,,,110-90,,Turnover by M. Delaney (lost ball; steal by J. Harris)
0:01.0,Turnover by Team (shot clock),,110-90,,
