time,Denver,pts.away,score,pts.home,San Antonio
0:53.0,W. Barton makes free throw 1 of 2,1,100-104,,
0:53.0,T. Craig enters the game for T. Lyles,,100-104,,
0:53.0,W. Barton makes free throw 2 of 2,1,101-104,,
0:36.0,,,101-106,2,M. Ginobili makes 2-pt shot from 13 ft (assist by L. Aldridge)
0:36.0,Denver full timeout,,101-106,,
0:36.0,T. Lyles enters the game for T. Craig,,101-106,,
0:31.0,J. Murray makes 3-pt shot from 24 ft (assist by T. Lyles),3,104-106,,
0:31.0,,,104-106,,San Antonio full timeout
0:11.0,,,104-106,,D. Green misses 3-pt shot from 23 ft
0:09.0,Defensive rebound by N. Jokic,,104-106,,
0:01.0,W. Barton misses 3-pt shot from 25 ft,,104-106,,
0:01.0,Offensive rebound by Team,,104-106,,
