time,Memphis,pts.away,score,pts.home,LA Lakers
6:41.0,A. Harrison misses 2-pt shot from 20 ft,,91-84,,
6:38.0,,,91-84,,Defensive rebound by Team
6:38.0,,,91-84,,K. Caldwell-Pope enters the game for K. Kuzma
6:21.0,,,91-84,,Shooting foul by A. Harrison (drawn by J. Randle)
6:21.0,,,91-84,,J. Randle misses free throw 1 of 2
6:21.0,,,91-84,,Offensive rebound by Team
6:21.0,,,91-85,1,J. Randle makes free throw 2 of 2
6:01.0,D. Brooks makes 3-pt shot from 25 ft (assist by M. Gasol),3,94-85,,
5:57.0,,,94-85,,LA Lakers full timeout
5:42.0,,,94-85,,Turnover by B. Ingram (bad pass)
5:16.0,J. Martin makes 2-pt shot from 19 ft (assist by A. Harrison),2,96-85,,
5:08.0,,,96-85,,B. Ingram misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by Team,,96-85,,
5:08.0,,,96-85,,Loose ball foul by J. Randle (drawn by A. Harrison)
5:08.0,A. Harrison makes free throw 1 of 2,1,97-85,,
5:08.0,,,97-85,,K. Kuzma enters the game for J. Randle
5:08.0,A. Harrison makes free throw 2 of 2,1,98-85,,
5:00.0,,,98-88,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by J. Clarkson)
4:31.0,M. Gasol misses 2-pt shot from 14 ft,,98-88,,
4:26.0,Offensive rebound by J. Martin,,98-88,,
4:26.0,J. Martin makes 2-pt shot at rim,2,100-88,,
4:19.0,,,100-88,,Turnover by B. Ingram (bad pass)
3:56.0,D. Brooks misses 2-pt shot from 21 ft,,100-88,,
3:51.0,,,100-88,,Defensive rebound by J. Hart
3:49.0,,,100-88,,J. Clarkson misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by M. Gasol,,100-88,,
3:29.0,Turnover by M. Gasol (traveling),,100-88,,
3:29.0,T. Evans enters the game for A. Harrison,,100-88,,
3:29.0,,,100-88,,LA Lakers full timeout
3:14.0,,,100-88,,Shooting foul by M. Gasol (drawn by J. Hart)
3:14.0,,,100-89,1,J. Hart makes free throw 1 of 2
3:14.0,,,100-90,1,J. Hart makes free throw 2 of 2
2:59.0,M. Gasol misses 2-pt shot from 5 ft (block by J. Clarkson),,100-90,,
2:56.0,,,100-90,,Defensive rebound by J. Hart
2:49.0,,,100-92,2,J. Clarkson makes 2-pt shot at rim
2:47.0,Memphis full timeout,,100-92,,
2:34.0,T. Evans misses 2-pt shot from 3 ft (block by B. Ingram),,100-92,,
2:29.0,,,100-92,,Defensive rebound by K. Caldwell-Pope
2:28.0,,,100-92,,K. Caldwell-Pope misses 3-pt shot from 26 ft
2:28.0,,,100-92,,Offensive rebound by J. Hart
2:13.0,,,100-94,2,B. Ingram makes 2-pt shot from 1 ft
1:49.0,Shooting foul by J. Hart (drawn by T. Evans),,100-94,,
1:49.0,T. Evans makes free throw 1 of 2,1,101-94,,
1:49.0,A. Harrison enters the game for M. Chalmers,,101-94,,
1:49.0,T. Evans makes free throw 2 of 2,1,102-94,,
1:31.0,,,102-94,,B. Ingram misses 2-pt shot from 20 ft
1:30.0,,,102-94,,Offensive rebound by Team
1:27.0,,,102-94,,K. Kuzma misses 3-pt shot from 24 ft
1:24.0,Defensive rebound by M. Gasol,,102-94,,
1:06.0,Shooting foul by K. Kuzma (drawn by T. Evans),,102-94,,
1:06.0,T. Evans makes free throw 1 of 2,1,103-94,,
1:06.0,T. Evans makes free throw 2 of 2,1,104-94,,
0:59.0,,,104-97,3,J. Clarkson makes 3-pt shot from 25 ft
0:45.0,Shooting foul by K. Caldwell-Pope (drawn by T. Evans),,104-97,,
0:45.0,T. Evans makes free throw 1 of 2,1,105-97,,
0:45.0,T. Evans makes free throw 2 of 2,1,106-97,,
0:37.0,,,106-97,,B. Ingram misses 2-pt shot from 8 ft (block by J. Martin)
0:34.0,Defensive rebound by T. Evans,,106-97,,
0:32.0,,,106-97,,Technical foul by B. Ingram
0:32.0,T. Evans makes technical free throw,1,107-97,,
0:32.0,K. Simmons enters the game for M. Gasol,,107-97,,
0:20.0,J. Martin makes 2-pt shot from 1 ft (assist by T. Evans),2,109-97,,
0:09.0,,,109-97,,K. Kuzma misses 2-pt shot from 17 ft
0:05.0,,,109-97,,Offensive rebound by K. Caldwell-Pope
0:05.0,,,109-97,,K. Caldwell-Pope misses 2-pt shot from 2 ft
0:05.0,,,109-97,,Offensive rebound by J. Clarkson
0:04.0,,,109-99,2,J. Clarkson makes 2-pt shot at rim
