time,Houston,pts.away,score,pts.home,LA Lakers
6:41.0,,,99-79,2,K. Kuzma makes 2-pt shot from 2 ft
6:23.0,J. Harden misses 2-pt shot from 16 ft,,99-79,,
6:20.0,,,99-79,,Defensive rebound by B. Ingram
6:18.0,,,99-79,,J. Clarkson misses 3-pt shot from 25 ft
6:17.0,,,99-79,,Offensive rebound by Team
6:17.0,Loose ball foul by C. Paul (drawn by K. Kuzma),,99-79,,
6:17.0,,,99-79,,LA Lakers full timeout
6:10.0,L. Mbah a Moute enters the game for P. Tucker,,99-79,,
6:07.0,,,99-82,3,K. Kuzma makes 3-pt shot from 27 ft (assist by L. Nance)
5:50.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,101-82,,
5:38.0,,,101-84,2,B. Ingram makes 2-pt shot from 2 ft
5:25.0,J. Harden misses 3-pt shot from 26 ft,,101-84,,
5:23.0,,,101-84,,Defensive rebound by Team
5:23.0,,,101-84,,J. Hart enters the game for J. Clarkson
5:12.0,,,101-84,,Turnover by K. Kuzma (traveling)
5:12.0,E. Gordon enters the game for T. Ariza,,101-84,,
4:59.0,Turnover by C. Paul (bad pass; steal by K. Kuzma),,101-84,,
4:52.0,,,101-86,2,K. Kuzma makes 2-pt shot from 1 ft
4:44.0,J. Harden makes 2-pt shot from 3 ft,2,103-86,,
4:44.0,Shooting foul by L. Nance (drawn by J. Harden),,103-86,,
4:44.0,J. Harden makes free throw 1 of 1,1,104-86,,
4:33.0,,,104-88,2,B. Ingram makes 2-pt shot from 7 ft
4:17.0,J. Harden misses 3-pt shot from 26 ft,,104-88,,
4:14.0,,,104-88,,Defensive rebound by K. Kuzma
4:08.0,,,104-88,,K. Kuzma misses 2-pt shot from 3 ft (block by C. Capela)
4:08.0,,,104-88,,Offensive rebound by Team
3:58.0,,,104-88,,K. Caldwell-Pope misses 2-pt shot from 22 ft
3:55.0,Defensive rebound by C. Paul,,104-88,,
3:48.0,C. Paul makes 2-pt shot from 12 ft,2,106-88,,
3:28.0,,,106-88,,K. Kuzma misses 3-pt shot from 27 ft
3:25.0,Defensive rebound by C. Paul,,106-88,,
3:22.0,Turnover by C. Paul (traveling),,106-88,,
3:22.0,,,106-88,,T. Ennis enters the game for K. Caldwell-Pope
3:22.0,P. Tucker enters the game for C. Capela,,106-88,,
3:00.0,,,106-88,,J. Hart misses 2-pt shot from 17 ft
2:53.0,,,106-88,,Offensive rebound by K. Kuzma
2:53.0,,,106-90,2,K. Kuzma makes 2-pt shot at rim
2:42.0,Shooting foul by L. Nance (drawn by J. Harden),,106-90,,
2:42.0,Houston full timeout,,106-90,,
2:42.0,,,106-90,,C. Brewer enters the game for L. Nance
2:42.0,,,106-90,,I. Zubac enters the game for B. Ingram
2:42.0,J. Harden makes free throw 1 of 2,1,107-90,,
2:42.0,J. Harden makes free throw 2 of 2,1,108-90,,
2:20.0,,,108-90,,J. Hart misses 3-pt shot from 28 ft
2:17.0,Defensive rebound by J. Harden,,108-90,,
2:05.0,J. Harden makes 3-pt shot from 25 ft,3,111-90,,
1:53.0,,,111-90,,T. Ennis misses 2-pt shot from 17 ft
1:50.0,Defensive rebound by J. Harden,,111-90,,
1:40.0,C. Paul makes 3-pt shot from 26 ft,3,114-90,,
1:35.0,Personal take foul by C. Paul (drawn by I. Zubac),,114-90,,
1:35.0,B. Weber enters the game for C. Paul,,114-90,,
1:35.0,B. Brown enters the game for P. Tucker,,114-90,,
1:35.0,T. Black enters the game for E. Gordon,,114-90,,
1:35.0,D. Jackson enters the game for J. Harden,,114-90,,
1:28.0,,,114-93,3,K. Kuzma makes 3-pt shot from 25 ft (assist by T. Ennis)
1:13.0,L. Mbah a Moute misses 2-pt shot from 4 ft (block by K. Kuzma),,114-93,,
1:13.0,,,114-93,,Defensive rebound by T. Ennis
1:08.0,,,114-95,2,T. Ennis makes 2-pt shot from 2 ft
0:51.0,T. Black makes 2-pt shot from 2 ft (assist by B. Brown),2,116-95,,
0:40.0,,,116-95,,K. Kuzma misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by B. Weber,,116-95,,
0:25.0,B. Brown makes 2-pt shot from 13 ft,2,118-95,,
0:14.0,,,118-95,,Turnover by T. Ennis (bad pass)
