time,Philadelphia,pts.away,score,pts.home,Brooklyn
4:08.0,Shooting foul by J. Allen (drawn by J. Embiid),,101-109,,
4:08.0,J. Embiid makes free throw 1 of 2,1,102-109,,
4:08.0,J. Embiid makes free throw 2 of 2,1,103-109,,
3:52.0,,,103-111,2,A. Crabbe makes 2-pt shot from 13 ft (assist by D. Carroll)
3:44.0,B. Simmons misses 2-pt shot from 5 ft,,103-111,,
3:39.0,,,103-111,,Defensive rebound by J. Allen
3:23.0,,,103-111,,A. Crabbe misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by R. Covington,,103-111,,
3:05.0,J. Embiid makes 2-pt shot from 2 ft,2,105-111,,
3:03.0,,,105-111,,Brooklyn full timeout
2:40.0,,,105-111,,Q. Acy misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by J. Embiid,,105-111,,
2:14.0,J. Embiid makes 2-pt shot from 3 ft,2,107-111,,
1:53.0,,,107-111,,Shooting foul by J. Embiid (drawn by J. Allen)
1:53.0,,,107-112,1,J. Allen makes free throw 1 of 2
1:53.0,,,107-113,1,J. Allen makes free throw 2 of 2
1:42.0,Turnover by J. Embiid (bad pass),,107-113,,
1:17.0,,,107-113,,Q. Acy misses 3-pt shot from 22 ft
1:13.0,Defensive rebound by J. Redick,,107-113,,
1:08.0,,,107-113,,Personal foul by D. Carroll (drawn by R. Covington)
1:08.0,R. Covington makes free throw 1 of 2,1,108-113,,
1:08.0,R. Covington misses free throw 2 of 2,,108-113,,
1:05.0,,,108-113,,Defensive rebound by J. Allen
1:03.0,,,108-113,,Turnover by J. Allen (lost ball; steal by B. Simmons)
0:58.0,D. Saric misses 2-pt shot from 2 ft (block by Q. Acy),,108-113,,
0:54.0,,,108-113,,Defensive rebound by S. Dinwiddie
0:44.0,,,108-113,,Shooting foul by J. Embiid (drawn by D. Carroll)
0:44.0,,,108-114,1,D. Carroll makes free throw 1 of 2
0:44.0,,,108-115,1,D. Carroll makes free throw 2 of 2
0:44.0,Philadelphia full timeout,,108-115,,
0:41.0,J. Embiid misses 3-pt shot from 26 ft,,108-115,,
0:39.0,,,108-115,,Defensive rebound by Team
0:39.0,,,108-115,,Brooklyn full timeout
0:39.0,,,108-115,,N. Stauskas enters the game for J. Allen
0:39.0,J. Anderson enters the game for D. Saric,,108-115,,
0:39.0,T. McConnell enters the game for J. Redick,,108-115,,
0:39.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,108-115,,
0:26.0,Personal foul by T. Luwawu-Cabarrot (drawn by S. Dinwiddie),,108-115,,
0:26.0,,,108-116,1,S. Dinwiddie makes free throw 1 of 2
0:26.0,,,108-116,,J. Allen enters the game for N. Stauskas
0:26.0,,,108-116,,S. Dinwiddie misses free throw 2 of 2
0:21.0,,,108-116,,Offensive rebound by J. Allen
0:01.0,,,108-116,,Turnover by Team (shot clock)
