time,Philadelphia,pts.away,score,pts.home,Washington
8:21.0,,,98-96,,K. Oubre misses 2-pt shot from 2 ft
8:21.0,,,98-96,,Offensive rebound by I. Mahinmi
8:17.0,,,98-98,2,I. Mahinmi makes 2-pt shot from 2 ft
8:06.0,D. Saric misses 3-pt shot from 25 ft,,98-98,,
8:04.0,,,98-98,,Defensive rebound by B. Beal
7:59.0,,,98-98,,J. Wall misses 2-pt shot from 20 ft
7:54.0,Defensive rebound by R. Covington,,98-98,,
7:46.0,R. Covington misses 3-pt shot from 27 ft,,98-98,,
7:43.0,,,98-98,,Defensive rebound by O. Porter
7:40.0,,,98-98,,Shooting foul by J. Redick (drawn by B. Beal)
7:40.0,,,98-99,1,B. Beal makes free throw 1 of 2
7:40.0,M. Fultz enters the game for J. Bayless,,98-99,,
7:40.0,T. Luwawu-Cabarrot enters the game for D. Saric,,98-99,,
7:40.0,A. Johnson enters the game for J. Redick,,98-99,,
7:40.0,,,98-99,,B. Beal misses free throw 2 of 2
7:36.0,Defensive rebound by R. Covington,,98-99,,
7:19.0,M. Fultz makes 2-pt shot from 11 ft,2,100-99,,
7:06.0,,,100-99,,J. Wall misses 2-pt shot from 6 ft
7:02.0,,,100-99,,Shooting foul by A. Johnson (drawn by B. Beal)
7:02.0,,,100-99,,B. Beal misses free throw 1 of 2
7:02.0,,,100-99,,Offensive rebound by Team
7:02.0,,,100-99,,M. Gortat enters the game for I. Mahinmi
7:02.0,,,100-100,1,B. Beal makes free throw 2 of 2
7:01.0,,,100-100,,Offensive rebound by B. Beal
6:54.0,Offensive charge foul by A. Johnson (drawn by O. Porter),,100-100,,
6:54.0,Turnover by A. Johnson (offensive foul),,100-100,,
6:54.0,D. Saric enters the game for A. Johnson,,100-100,,
6:54.0,T. McConnell enters the game for R. Covington,,100-100,,
6:42.0,,,100-102,2,J. Wall makes 2-pt shot from 2 ft
6:35.0,T. Luwawu-Cabarrot misses 2-pt shot at rim (block by J. Wall),,100-102,,
6:35.0,,,100-102,,Defensive rebound by Team
6:27.0,,,100-104,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
6:24.0,Philadelphia full timeout,,100-104,,
6:15.0,B. Simmons makes 2-pt shot from 1 ft,2,102-104,,
5:55.0,,,102-104,,B. Beal misses 3-pt shot from 24 ft
5:50.0,,,102-104,,Offensive rebound by K. Oubre
5:50.0,,,102-106,2,K. Oubre makes 2-pt shot at rim
5:34.0,B. Simmons misses 2-pt shot from 2 ft (block by K. Oubre),,102-106,,
5:32.0,,,102-106,,Defensive rebound by M. Gortat
5:29.0,,,102-108,2,J. Wall makes 2-pt shot from 1 ft (assist by B. Beal)
5:19.0,,,102-108,,Personal foul by O. Porter (drawn by B. Simmons)
5:19.0,J. Embiid enters the game for D. Saric,,102-108,,
5:19.0,J. Bayless enters the game for M. Fultz,,102-108,,
5:19.0,J. Redick enters the game for T. McConnell,,102-108,,
5:05.0,J. Embiid makes 2-pt shot at rim (assist by J. Redick),2,104-108,,
4:49.0,Personal foul by J. Redick (drawn by B. Beal),,104-108,,
4:49.0,,,104-108,,B. Beal misses free throw 1 of 2
4:49.0,,,104-108,,Offensive rebound by Team
4:49.0,R. Covington enters the game for T. Luwawu-Cabarrot,,104-108,,
4:49.0,,,104-109,1,B. Beal makes free throw 2 of 2
4:30.0,J. Bayless misses 3-pt shot from 24 ft,,104-109,,
4:26.0,,,104-109,,Defensive rebound by K. Oubre
4:23.0,,,104-111,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
4:22.0,Philadelphia full timeout,,104-111,,
4:02.0,R. Covington misses 2-pt shot from 13 ft,,104-111,,
3:58.0,Offensive rebound by J. Embiid,,104-111,,
3:58.0,J. Embiid makes 2-pt shot at rim,2,106-111,,
3:39.0,,,106-111,,J. Wall misses 2-pt shot from 17 ft
3:35.0,,,106-111,,Offensive rebound by M. Gortat
3:35.0,,,106-113,2,M. Gortat makes 2-pt shot at rim
3:15.0,J. Redick misses 3-pt shot from 28 ft,,106-113,,
3:12.0,,,106-113,,Defensive rebound by J. Wall
2:50.0,,,106-113,,Turnover by Team (shot clock)
2:38.0,J. Embiid makes 2-pt shot from 11 ft (assist by J. Bayless),2,108-113,,
2:18.0,,,108-115,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
2:18.0,,,108-115,,Shooting foul by B. Simmons (drawn by M. Gortat)
2:18.0,,,108-115,,M. Gortat misses free throw 1 of 1
2:15.0,Defensive rebound by J. Embiid,,108-115,,
2:06.0,Shooting foul by M. Gortat (drawn by B. Simmons),,108-115,,
2:06.0,B. Simmons misses free throw 1 of 2,,108-115,,
2:06.0,Offensive rebound by Team,,108-115,,
2:06.0,B. Simmons misses free throw 2 of 2,,108-115,,
2:02.0,,,108-115,,Defensive rebound by O. Porter
1:45.0,,,108-115,,Turnover by J. Wall (bad pass; steal by B. Simmons)
1:44.0,B. Simmons misses 2-pt shot at rim,,108-115,,
1:44.0,Offensive rebound by Team,,108-115,,
1:44.0,Shooting foul by B. Beal (drawn by B. Simmons),,108-115,,
1:44.0,B. Simmons makes free throw 1 of 2,1,109-115,,
1:44.0,B. Simmons makes free throw 2 of 2,1,110-115,,
1:27.0,,,110-115,,B. Beal misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by B. Simmons,,110-115,,
1:18.0,R. Covington makes 3-pt shot from 32 ft (assist by B. Simmons),3,113-115,,
0:56.0,,,113-115,,Turnover by B. Beal (bad pass; steal by J. Bayless)
0:50.0,Turnover by J. Bayless (bad pass; steal by B. Beal),,113-115,,
0:29.0,,,113-115,,M. Gortat misses 2-pt shot from 4 ft (block by R. Covington)
0:21.0,Defensive rebound by J. Embiid,,113-115,,
0:20.0,Turnover by R. Covington (lost ball; steal by B. Beal),,113-115,,
0:20.0,Personal foul by R. Covington (drawn by B. Beal),,113-115,,
0:20.0,,,113-115,,B. Beal misses free throw 1 of 2
0:20.0,,,113-115,,Offensive rebound by Team
0:20.0,,,113-116,1,B. Beal makes free throw 2 of 2
0:20.0,Philadelphia full timeout,,113-116,,
0:15.0,J. Redick misses 3-pt shot from 25 ft,,113-116,,
0:15.0,,,113-116,,Defensive rebound by K. Oubre
0:10.0,Personal foul by J. Embiid (drawn by M. Gortat),,113-116,,
0:10.0,,,113-117,1,M. Gortat makes free throw 1 of 2
0:10.0,,,113-118,1,M. Gortat makes free throw 2 of 2
0:05.0,J. Embiid misses 3-pt shot from 27 ft,,113-118,,
0:02.0,Offensive rebound by R. Covington,,113-118,,
0:02.0,R. Covington makes 2-pt shot at rim,2,115-118,,
0:02.0,,,115-118,,Washington full timeout
0:02.0,Personal foul by B. Simmons (drawn by B. Beal),,115-118,,
0:02.0,,,115-119,1,B. Beal makes free throw 1 of 2
0:02.0,,,115-120,1,B. Beal makes free throw 2 of 2
0:02.0,Philadelphia full timeout,,115-120,,
0:01.0,Turnover by J. Bayless (bad pass; steal by O. Porter),,115-120,,
