time,Denver,pts.away,score,pts.home,Minnesota
1:54.0,,,104-109,,J. Crawford enters the game for K. Towns
1:54.0,W. Barton makes free throw 1 of 1,1,105-109,,
1:40.0,,,105-111,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler)
1:23.0,J. Murray makes 2-pt shot from 10 ft,2,107-111,,
1:01.0,,,107-111,,J. Butler misses 2-pt shot from 13 ft
0:58.0,Defensive rebound by T. Lyles,,107-111,,
0:51.0,W. Barton makes 3-pt shot from 24 ft,3,110-111,,
0:51.0,,,110-111,,Minnesota full timeout
0:32.0,,,110-113,2,J. Butler makes 2-pt shot from 10 ft
0:22.0,,,110-113,,Personal foul by J. Teague (drawn by J. Murray)
0:22.0,J. Murray makes free throw 1 of 2,1,111-113,,
0:22.0,T. Craig enters the game for N. Jokic,,111-113,,
0:22.0,J. Murray makes free throw 2 of 2,1,112-113,,
0:22.0,,,112-113,,Minnesota full timeout
0:16.0,N. Jokic enters the game for T. Craig,,112-113,,
0:13.0,Jump ball: J. Butler vs. G. Harris (T. Gibson gains possession),,,,Jump ball: J. Butler vs. G. Harris (T. Gibson gains possession)
0:13.0,Personal foul by W. Barton (drawn by T. Gibson),,112-113,,
0:13.0,,,112-113,,M. Georges-Hunt enters the game for J. Teague
0:13.0,W. Chandler enters the game for J. Murray,,112-113,,
0:13.0,,,112-113,,T. Gibson misses free throw 1 of 2
0:13.0,,,112-113,,Offensive rebound by Team
0:13.0,,,112-114,1,T. Gibson makes free throw 2 of 2
0:13.0,Denver full timeout,,112-114,,
0:13.0,J. Murray enters the game for W. Chandler,,112-114,,
0:05.0,Shooting foul by A. Wiggins (drawn by W. Barton),,112-114,,
0:05.0,W. Barton makes free throw 1 of 2,1,113-114,,
0:05.0,,,113-114,,T. Jones enters the game for M. Georges-Hunt
0:05.0,T. Craig enters the game for N. Jokic,,113-114,,
0:05.0,W. Barton makes free throw 2 of 2,1,114-114,,
0:00.0,,,114-114,,J. Butler misses 3-pt shot from 46 ft
0:00.0,,,114-114,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Gibson vs. T. Lyles (T. Jones gains possession),,,,Jump ball: T. Gibson vs. T. Lyles (T. Jones gains possession)
4:42.0,,,114-114,,J. Butler misses 2-pt shot from 9 ft
4:40.0,Defensive rebound by T. Lyles,,114-114,,
4:36.0,,,114-114,,Personal foul by T. Gibson (drawn by N. Jokic)
4:27.0,,,114-114,,Personal foul by T. Gibson (drawn by N. Jokic)
4:27.0,,,114-114,,G. Dieng enters the game for T. Gibson
4:25.0,G. Harris makes 3-pt shot from 24 ft (assist by W. Barton),3,117-114,,
4:12.0,,,117-114,,Shooting foul by T. Lyles (drawn by J. Butler)
4:12.0,,,117-115,1,J. Butler makes free throw 1 of 2
4:12.0,,,117-116,1,J. Butler makes free throw 2 of 2
4:04.0,N. Jokic makes 2-pt shot from 18 ft (assist by J. Murray),2,119-116,,
3:44.0,,,119-116,,Turnover by T. Jones (bad pass)
3:31.0,N. Jokic misses 2-pt shot from 6 ft,,119-116,,
3:30.0,,,119-116,,Defensive rebound by T. Jones
3:20.0,,,119-116,,Shooting foul by G. Harris (drawn by J. Butler)
3:20.0,,,119-116,,J. Butler misses free throw 1 of 3
3:20.0,,,119-116,,Offensive rebound by Team
3:20.0,,,119-117,1,J. Butler makes free throw 2 of 3
3:20.0,,,119-118,1,J. Butler makes free throw 3 of 3
2:55.0,T. Lyles makes 2-pt shot from 1 ft (assist by J. Murray),2,121-118,,
2:36.0,,,121-121,3,J. Butler makes 3-pt shot from 26 ft
2:12.0,T. Lyles makes 2-pt shot from 3 ft (assist by W. Barton),2,123-121,,
1:46.0,,,123-121,,Shooting foul by T. Lyles (drawn by J. Butler)
1:46.0,,,123-122,1,J. Butler makes free throw 1 of 2
1:46.0,,,123-122,,M. Georges-Hunt enters the game for T. Jones
1:46.0,,,123-123,1,J. Butler makes free throw 2 of 2
1:29.0,N. Jokic misses 2-pt shot from 19 ft,,123-123,,
1:27.0,,,123-123,,Defensive rebound by J. Butler
1:14.0,,,123-125,2,J. Butler makes 2-pt shot from 13 ft
1:14.0,Denver full timeout,,123-125,,
1:06.0,Shooting foul by A. Wiggins (drawn by N. Jokic),,123-125,,
1:06.0,N. Jokic makes free throw 1 of 2,1,124-125,,
1:06.0,,,124-125,,T. Jones enters the game for M. Georges-Hunt
1:06.0,N. Jokic makes free throw 2 of 2,1,125-125,,
1:06.0,,,125-125,,Minnesota full timeout
1:06.0,W. Chandler enters the game for N. Jokic,,125-125,,
0:47.0,,,125-127,2,J. Crawford makes 2-pt shot from 18 ft (assist by J. Butler)
0:47.0,Denver full timeout,,125-127,,
0:47.0,,,125-127,,M. Georges-Hunt enters the game for T. Jones
0:47.0,N. Jokic enters the game for W. Chandler,,125-127,,
0:39.0,J. Murray misses 3-pt shot from 26 ft,,125-127,,
0:35.0,,,125-127,,Defensive rebound by J. Butler
0:16.0,Personal foul by T. Lyles (drawn by J. Butler),,125-127,,
0:16.0,,,125-128,1,J. Butler makes free throw 1 of 2
0:16.0,,,125-128,,J. Butler misses free throw 2 of 2
0:16.0,Defensive rebound by W. Barton,,125-128,,
0:00.0,T. Lyles misses 3-pt shot from 27 ft,,125-128,,
0:00.0,,,125-128,,Defensive rebound by G. Dieng
