time,Cleveland,pts.away,score,pts.home,Toronto
5:51.0,,,82-115,,Personal foul by N. Powell (drawn by C. Frye)
5:51.0,,,82-115,,M. Miller enters the game for F. VanVleet
5:45.0,K. Korver makes 3-pt shot from 22 ft (assist by J. Calderon),3,85-115,,
5:30.0,,,85-118,3,M. Miller makes 3-pt shot from 23 ft (assist by P. Siakam)
5:03.0,Turnover by Team (shot clock),,85-118,,
4:53.0,,,85-118,,Offensive charge foul by J. Poeltl (drawn by J. Green)
4:53.0,,,85-118,,Turnover by J. Poeltl (offensive foul)
4:53.0,,,85-118,,L. Nogueira enters the game for J. Poeltl
4:44.0,C. Frye misses 2-pt shot from 22 ft,,85-118,,
4:41.0,,,85-118,,Defensive rebound by M. Miller
4:35.0,,,85-118,,Turnover by N. Powell (step out of bounds)
4:26.0,J. Calderon makes 2-pt shot from 2 ft,2,87-118,,
4:08.0,,,87-118,,L. Brown misses 2-pt shot from 9 ft
4:06.0,Defensive rebound by J. Calderon,,87-118,,
3:57.0,Turnover by K. Korver (bad pass; steal by L. Nogueira),,87-118,,
3:54.0,,,87-120,2,P. Siakam makes 2-pt shot from 2 ft (assist by N. Powell)
3:54.0,,,87-120,,Shooting foul by C. Frye (drawn by P. Siakam)
3:54.0,,,87-121,1,P. Siakam makes free throw 1 of 1
3:43.0,J. Calderon makes 2-pt shot from 14 ft,2,89-121,,
3:23.0,,,89-121,,N. Powell misses 2-pt shot from 7 ft
3:18.0,,,89-121,,Offensive rebound by M. Miller
3:18.0,,,89-121,,M. Miller misses 2-pt shot at rim
3:17.0,Defensive rebound by K. Korver,,89-121,,
3:14.0,K. Korver misses 3-pt shot from 25 ft,,89-121,,
3:14.0,,,89-121,,Defensive rebound by P. Siakam
2:55.0,,,89-123,2,L. Brown makes 2-pt shot from 10 ft
2:43.0,K. Korver misses 3-pt shot from 25 ft,,89-123,,
2:40.0,,,89-123,,Defensive rebound by N. Powell
2:27.0,,,89-123,,P. Siakam misses 3-pt shot from 23 ft
2:25.0,Defensive rebound by C. Osman,,89-123,,
2:19.0,C. Frye makes 3-pt shot from 25 ft (assist by C. Osman),3,92-123,,
2:03.0,,,92-126,3,M. Miller makes 3-pt shot from 25 ft (assist by L. Brown)
1:43.0,J. Green makes 2-pt shot from 1 ft (assist by C. Frye),2,94-126,,
1:27.0,,,94-128,2,L. Brown makes 2-pt shot from 16 ft
1:16.0,C. Frye makes 3-pt shot from 24 ft (assist by J. Calderon),3,97-128,,
1:04.0,,,97-128,,N. Powell misses 2-pt shot from 15 ft
1:03.0,,,97-128,,Offensive rebound by Team
1:03.0,Loose ball foul by J. Green (drawn by L. Nogueira),,97-128,,
1:03.0,,,97-128,,Toronto full timeout
1:03.0,,,97-128,,J. Poeltl enters the game for L. Nogueira
0:55.0,,,97-130,2,J. Poeltl makes 2-pt shot from 2 ft (assist by L. Brown)
0:55.0,,,97-130,,Shooting foul by J. Green (drawn by J. Poeltl)
0:55.0,,,97-131,1,J. Poeltl makes free throw 1 of 1
0:47.0,,,97-131,,Personal foul by M. Miller (drawn by C. Osman)
0:47.0,C. Osman makes free throw 1 of 2,1,98-131,,
0:47.0,C. Osman makes free throw 2 of 2,1,99-131,,
0:27.0,,,99-133,2,P. Siakam makes 2-pt shot from 1 ft
0:20.0,K. Korver misses 3-pt shot from 24 ft,,99-133,,
0:18.0,,,99-133,,Defensive rebound by J. Poeltl
