time,Minnesota,pts.away,score,pts.home,Phoenix
5:45.0,A. Wiggins makes free throw 2 of 2,1,100-97,,
5:31.0,,,100-97,,Offensive charge foul by D. Booker (drawn by J. Butler)
5:31.0,,,100-97,,Turnover by D. Booker (offensive foul)
5:31.0,,,100-97,,M. Chriss enters the game for D. Bender
5:16.0,A. Wiggins misses 2-pt shot from 2 ft (block by M. Chriss),,100-97,,
5:16.0,Offensive rebound by Team,,100-97,,
5:13.0,K. Towns misses 2-pt shot from 2 ft (block by T. Chandler),,100-97,,
5:09.0,,,100-97,,Defensive rebound by T. Warren
5:06.0,,,100-97,,T. Warren misses 2-pt shot from 3 ft
5:04.0,Defensive rebound by K. Towns,,100-97,,
4:46.0,J. Teague makes 3-pt shot from 25 ft,3,103-97,,
4:44.0,,,103-97,,Phoenix full timeout
4:31.0,,,103-99,2,T. Warren makes 2-pt shot from 4 ft
4:13.0,Shooting foul by T. Ulis (drawn by J. Butler),,103-99,,
4:13.0,Minnesota full timeout,,103-99,,
4:09.0,K. Towns misses 3-pt shot from 25 ft,,103-99,,
4:05.0,,,103-99,,Defensive rebound by T. Warren
3:54.0,Personal foul by J. Butler (drawn by D. Booker),,103-99,,
3:50.0,,,103-102,3,D. Booker makes 3-pt shot from 25 ft (assist by M. Chriss)
3:30.0,Turnover by J. Teague (lost ball; steal by T. Warren),,103-102,,
3:27.0,Minnesota full timeout,,103-102,,
3:26.0,,,103-104,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
3:14.0,,,103-104,,Personal foul by D. Booker (drawn by J. Butler)
3:06.0,Turnover by J. Butler (step out of bounds),,103-104,,
2:51.0,,,103-106,2,D. Booker makes 2-pt shot from 14 ft
2:28.0,A. Wiggins misses 2-pt shot from 15 ft,,103-106,,
2:24.0,Offensive rebound by J. Teague,,103-106,,
2:03.0,J. Butler misses 3-pt shot from 30 ft,,103-106,,
2:00.0,,,103-106,,Defensive rebound by T. Warren
1:43.0,,,103-106,,Turnover by T. Ulis (bad pass; steal by J. Teague)
1:38.0,Turnover by J. Butler (lost ball; steal by T. Ulis),,103-106,,
1:25.0,,,103-108,2,D. Booker makes 2-pt shot from 8 ft
1:14.0,K. Towns misses 3-pt shot from 22 ft,,103-108,,
1:11.0,,,103-108,,Defensive rebound by T. Ulis
0:51.0,,,103-111,3,M. Chriss makes 3-pt shot from 22 ft (assist by D. Booker)
0:51.0,Minnesota full timeout,,103-111,,
0:51.0,,,103-111,,J. Jackson enters the game for D. Booker
0:47.0,Shooting foul by M. Chriss (drawn by J. Butler),,103-111,,
0:47.0,J. Butler makes free throw 1 of 2,1,104-111,,
0:47.0,,,104-111,,D. Booker enters the game for J. Jackson
0:47.0,J. Butler misses free throw 2 of 2,,104-111,,
0:45.0,,,104-111,,Defensive rebound by D. Booker
0:41.0,,,104-111,,Turnover by D. Booker (bad pass)
0:38.0,A. Wiggins makes 2-pt shot from 9 ft,2,106-111,,
0:38.0,,,106-111,,Phoenix full timeout
0:38.0,,,106-111,,T. Daniels enters the game for T. Chandler
0:28.0,Personal take foul by J. Butler (drawn by M. Chriss),,106-111,,
0:28.0,,,106-111,,M. Chriss misses free throw 1 of 2
0:28.0,,,106-111,,Offensive rebound by Team
0:28.0,,,106-111,,J. Jackson enters the game for T. Daniels
0:28.0,,,106-112,1,M. Chriss makes free throw 2 of 2
0:23.0,A. Wiggins makes 2-pt shot from 2 ft,2,108-112,,
0:21.0,Personal take foul by J. Teague (drawn by T. Warren),,108-112,,
0:21.0,,,108-113,1,T. Warren makes free throw 1 of 2
0:21.0,,,108-114,1,T. Warren makes free throw 2 of 2
0:14.0,J. Butler misses 2-pt shot from 6 ft,,108-114,,
0:13.0,Offensive rebound by J. Butler,,108-114,,
0:13.0,T. Gibson makes 2-pt shot at rim,2,110-114,,
0:12.0,Personal foul by K. Towns (drawn by T. Warren),,110-114,,
0:12.0,,,110-115,1,T. Warren makes free throw 1 of 2
0:12.0,,,110-116,1,T. Warren makes free throw 2 of 2
0:08.0,A. Wiggins misses 3-pt shot from 25 ft,,110-116,,
0:05.0,,,110-116,,Defensive rebound by D. Booker
0:00.0,Personal foul by K. Towns (drawn by D. Booker),,110-116,,
0:00.0,,,110-117,1,D. Booker makes free throw 1 of 2
0:00.0,,,110-118,1,D. Booker makes free throw 2 of 2
