time,Miami,pts.away,score,pts.home,Orlando
6:20.0,,,90-101,,B. Biyombo misses 2-pt shot from 16 ft
6:17.0,Defensive rebound by T. Johnson,,90-101,,
6:13.0,J. Johnson misses 2-pt shot from 13 ft (block by J. Isaac),,90-101,,
6:08.0,Offensive rebound by J. Johnson,,90-101,,
6:08.0,H. Whiteside makes 2-pt shot from 11 ft (assist by J. Johnson),2,92-101,,
6:08.0,,,92-101,,Orlando full timeout
6:08.0,,,92-101,,E. Payton enters the game for J. Isaac
6:08.0,,,92-101,,N. Vucevic enters the game for B. Biyombo
6:08.0,,,92-101,,A. Gordon enters the game for D. Augustin
6:08.0,G. Dragic enters the game for T. Johnson,,92-101,,
5:56.0,,,92-103,2,E. Fournier makes 2-pt shot from 4 ft
5:41.0,Turnover by J. Johnson (bad pass; steal by N. Vucevic),,92-103,,
5:39.0,,,92-103,,Shooting foul by J. Johnson (drawn by J. Simmons)
5:39.0,,,92-104,1,J. Simmons makes free throw 1 of 2
5:39.0,,,92-105,1,J. Simmons makes free throw 2 of 2
5:27.0,J. Johnson misses 3-pt shot from 26 ft,,92-105,,
5:26.0,Offensive rebound by Team,,92-105,,
5:26.0,,,92-105,,Personal foul by A. Gordon (drawn by H. Whiteside)
5:19.0,D. Waiters makes 3-pt shot from 26 ft (assist by J. Johnson),3,95-105,,
5:02.0,,,95-105,,J. Simmons misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by Team,,95-105,,
4:52.0,J. Johnson makes 2-pt shot at rim,2,97-105,,
4:42.0,,,97-105,,E. Payton misses 2-pt shot from 9 ft
4:39.0,Defensive rebound by H. Whiteside,,97-105,,
4:23.0,D. Waiters misses 3-pt shot from 26 ft,,97-105,,
4:19.0,,,97-105,,Defensive rebound by E. Fournier
4:11.0,,,97-105,,Turnover by E. Fournier (bad pass; steal by D. Waiters)
4:08.0,G. Dragic makes 2-pt shot from 2 ft (assist by D. Waiters),2,99-105,,
3:40.0,,,99-105,,Turnover by Team (shot clock)
3:34.0,,,99-105,,T. Ross enters the game for J. Simmons
3:20.0,J. Johnson makes 2-pt shot from 3 ft,2,101-105,,
3:05.0,,,101-105,,T. Ross misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by H. Whiteside,,101-105,,
3:00.0,Turnover by J. Johnson (bad pass; steal by E. Payton),,101-105,,
2:54.0,,,101-105,,E. Payton misses 2-pt shot from 3 ft
2:51.0,Defensive rebound by H. Whiteside,,101-105,,
2:50.0,J. Richardson misses 3-pt shot from 26 ft,,101-105,,
2:50.0,,,101-105,,Defensive rebound by A. Gordon
2:41.0,,,101-105,,Turnover by N. Vucevic (lost ball; steal by J. Johnson)
2:39.0,Shooting foul by A. Gordon (drawn by G. Dragic),,101-105,,
2:39.0,G. Dragic makes free throw 1 of 2,1,102-105,,
2:39.0,G. Dragic makes free throw 2 of 2,1,103-105,,
2:27.0,,,103-108,3,E. Fournier makes 3-pt shot from 24 ft (assist by E. Payton)
2:11.0,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Johnson),2,105-108,,
1:55.0,,,105-110,2,N. Vucevic makes 2-pt shot from 21 ft (assist by E. Fournier)
1:44.0,J. Johnson misses 2-pt shot from 3 ft,,105-110,,
1:39.0,Offensive rebound by H. Whiteside,,105-110,,
1:39.0,H. Whiteside makes 2-pt shot at rim,2,107-110,,
1:29.0,,,107-112,2,E. Fournier makes 2-pt shot from 6 ft (assist by A. Gordon)
1:07.0,D. Waiters misses 3-pt shot at rim,,107-112,,
1:04.0,Offensive rebound by H. Whiteside,,107-112,,
1:03.0,H. Whiteside misses 2-pt shot from 3 ft,,107-112,,
1:03.0,Offensive rebound by G. Dragic,,107-112,,
1:03.0,G. Dragic misses 2-pt shot at rim,,107-112,,
1:03.0,H. Whiteside misses 2-pt shot from 3 ft (block by T. Ross),,107-112,,
1:03.0,,,107-112,,Defensive rebound by N. Vucevic
1:03.0,Defensive rebound by H. Whiteside,,107-112,,
0:55.0,H. Whiteside misses 2-pt shot at rim,,107-112,,
0:55.0,,,107-112,,Defensive rebound by N. Vucevic
0:38.0,Personal foul by J. Richardson (drawn by T. Ross),,107-112,,
0:38.0,,,107-112,,Orlando full timeout
0:30.0,,,107-114,2,E. Fournier makes 2-pt shot from 3 ft
0:30.0,Miami full timeout,,107-114,,
0:30.0,J. Winslow enters the game for H. Whiteside,,107-114,,
0:25.0,J. Richardson misses 3-pt shot from 26 ft,,107-114,,
0:21.0,,,107-114,,Defensive rebound by T. Ross
0:19.0,Personal take foul by D. Waiters (drawn by T. Ross),,107-114,,
0:19.0,,,107-115,1,T. Ross makes free throw 2 of 2
0:19.0,,,107-116,1,T. Ross makes free throw 1 of 2
0:19.0,Miami full timeout,,107-116,,
0:19.0,T. Johnson enters the game for J. Winslow,,107-116,,
0:19.0,,,107-116,,J. Simmons enters the game for N. Vucevic
0:16.0,J. Johnson misses 3-pt shot from 26 ft,,107-116,,
0:13.0,Offensive rebound by G. Dragic,,107-116,,
0:11.0,D. Waiters misses 3-pt shot from 28 ft,,107-116,,
0:09.0,Offensive rebound by Team,,107-116,,
0:05.0,D. Waiters makes 2-pt shot from 16 ft (assist by G. Dragic),2,109-116,,
