time,Indiana,pts.away,score,pts.home,Charlotte
3:13.0,Personal foul by L. Stephenson (drawn by W. Hernangomez),,116-100,,
3:02.0,,,116-102,2,W. Hernangomez makes 2-pt shot from 2 ft (assist by M. Monk)
2:48.0,L. Stephenson misses 2-pt shot from 14 ft,,116-102,,
2:46.0,,,116-102,,Defensive rebound by M. Paige
2:40.0,,,116-105,3,M. Paige makes 3-pt shot from 22 ft (assist by F. Kaminsky)
2:39.0,Indiana full timeout,,116-105,,
2:39.0,V. Oladipo enters the game for L. Stephenson,,116-105,,
2:28.0,Turnover by C. Joseph (bad pass; steal by M. Monk),,116-105,,
2:21.0,,,116-107,2,M. Monk makes 2-pt shot from 1 ft
2:07.0,V. Oladipo makes 2-pt shot from 1 ft,2,118-107,,
1:49.0,,,118-109,2,M. Monk makes 2-pt shot from 4 ft (assist by F. Kaminsky)
1:34.0,Turnover by V. Oladipo (turnover),,118-109,,
1:23.0,,,118-109,,M. Monk misses 2-pt shot from 7 ft
1:21.0,,,118-109,,Offensive rebound by W. Hernangomez
1:21.0,,,118-109,,W. Hernangomez misses 2-pt shot from 1 ft
1:21.0,,,118-109,,Offensive rebound by W. Hernangomez
1:21.0,,,118-109,,Shooting foul by D. Sabonis (drawn by W. Hernangomez)
1:21.0,,,118-110,1,W. Hernangomez makes free throw 1 of 2
1:21.0,,,118-111,1,W. Hernangomez makes free throw 2 of 2
1:12.0,,,118-111,,Personal foul by J. Stone (drawn by V. Oladipo)
1:12.0,V. Oladipo misses free throw 1 of 2,,118-111,,
1:12.0,Offensive rebound by Team,,118-111,,
1:12.0,V. Oladipo misses free throw 2 of 2,,118-111,,
1:09.0,,,118-111,,Defensive rebound by W. Hernangomez
1:03.0,,,118-111,,Shooting foul by C. Joseph (drawn by M. Monk)
1:03.0,,,118-112,1,M. Monk makes free throw 1 of 3
1:03.0,,,118-113,1,M. Monk makes free throw 2 of 3
1:03.0,,,118-114,1,M. Monk makes free throw 3 of 3
0:50.0,Shooting foul by J. Stone (drawn by G. Robinson),,118-114,,
0:50.0,G. Robinson makes free throw 1 of 2,1,119-114,,
0:50.0,G. Robinson makes free throw 2 of 2,1,120-114,,
0:41.0,,,120-114,,M. Monk misses 3-pt shot from 28 ft
0:38.0,Defensive rebound by B. Bogdanovic,,120-114,,
0:22.0,Turnover by V. Oladipo (bad pass; steal by J. Stone),,120-114,,
0:17.0,,,120-114,,M. Paige misses 3-pt shot from 23 ft
0:15.0,Defensive rebound by D. Sabonis,,120-114,,
0:13.0,,,120-114,,Personal foul by W. Hernangomez (drawn by C. Joseph)
0:13.0,C. Joseph makes free throw 1 of 2,1,121-114,,
0:13.0,C. Joseph misses free throw 2 of 2,,121-114,,
0:13.0,,,121-114,,Defensive rebound by W. Hernangomez
0:13.0,,,121-114,,Charlotte full timeout
0:10.0,,,121-114,,M. Monk misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by B. Bogdanovic,,121-114,,
0:08.0,,,121-114,,Personal foul by F. Kaminsky (drawn by B. Bogdanovic)
0:08.0,B. Bogdanovic makes free throw 1 of 2,1,122-114,,
0:08.0,B. Bogdanovic makes free throw 2 of 2,1,123-114,,
0:01.0,,,123-117,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by M. Monk)
