time,LA Clippers,pts.away,score,pts.home,San Antonio
3:33.0,,,97-115,,K. Anderson enters the game for R. Gay
3:33.0,S. Thornwell enters the game for D. Jordan,,97-115,,
3:33.0,J. Evans enters the game for P. Beverley,,97-115,,
3:33.0,S. Dekker enters the game for A. Rivers,,97-115,,
3:33.0,M. Harrell enters the game for B. Griffin,,97-115,,
3:33.0,,,97-115,,B. Paul enters the game for L. Aldridge
3:33.0,,,97-115,,B. Forbes enters the game for D. Green
3:24.0,,,97-115,,Turnover by B. Paul (out of bounds lost ball)
3:03.0,S. Thornwell makes 2-pt shot from 7 ft,2,99-115,,
2:36.0,,,99-117,2,B. Forbes makes 2-pt shot from 14 ft (assist by P. Gasol)
2:20.0,L. Williams makes 2-pt shot from 18 ft,2,101-117,,
2:02.0,,,101-117,,D. Murray enters the game for P. Mills
2:02.0,,,101-117,,D. Hilliard enters the game for P. Gasol
2:02.0,,,101-117,,D. Bertans enters the game for K. Anderson
2:02.0,B. Johnson enters the game for L. Williams,,101-117,,
1:58.0,,,101-117,,D. Bertans misses 3-pt shot from 28 ft
1:54.0,Defensive rebound by M. Harrell,,101-117,,
1:40.0,J. Evans makes 2-pt shot from 4 ft,2,103-117,,
1:25.0,,,103-120,3,D. Bertans makes 3-pt shot from 26 ft (assist by B. Paul)
1:10.0,Turnover by M. Harrell (bad pass; steal by D. Hilliard),,103-120,,
0:52.0,,,103-120,,D. Hilliard misses 2-pt shot from 7 ft
0:46.0,Defensive rebound by B. Johnson,,103-120,,
0:46.0,,,103-120,,Personal foul by B. Forbes (drawn by M. Harrell)
0:46.0,M. Harrell makes free throw 1 of 2,1,104-120,,
0:46.0,M. Harrell makes free throw 2 of 2,1,105-120,,
0:26.0,,,105-120,,Turnover by D. Murray (bad pass; steal by S. Thornwell)
0:10.0,S. Thornwell misses 2-pt shot from 4 ft,,105-120,,
0:10.0,Offensive rebound by B. Johnson,,105-120,,
0:10.0,B. Johnson makes 2-pt shot at rim,2,107-120,,
