time,Golden State,pts.away,score,pts.home,Phoenix
5:05.0,N. Young misses 2-pt shot from 9 ft,,112-98,,
5:01.0,,,112-98,,Defensive rebound by S. Harrison
4:58.0,,,112-100,2,S. Harrison makes 2-pt shot at rim
4:44.0,Golden State full timeout,,112-100,,
4:36.0,J. Bell misses 2-pt shot at rim (block by J. Jackson),,112-100,,
4:32.0,,,112-100,,Defensive rebound by J. Jackson
4:32.0,Shooting block foul by N. Young (drawn by J. Jackson),,112-100,,
4:32.0,,,112-100,,J. Jackson misses free throw 1 of 2
4:32.0,,,112-100,,Offensive rebound by Team
4:32.0,,,112-100,,J. Jackson misses free throw 2 of 2
4:29.0,Defensive rebound by D. Green,,112-100,,
4:11.0,Turnover by D. West (bad pass; steal by E. Payton),,112-100,,
4:06.0,,,112-100,,E. Payton misses 2-pt shot from 3 ft (block by J. Bell)
3:56.0,,,112-100,,Offensive rebound by J. Jackson
3:55.0,,,112-102,2,J. Jackson makes 2-pt shot at rim
3:51.0,D. Green makes 3-pt shot from 25 ft,3,115-102,,
3:38.0,,,115-105,3,E. Payton makes 3-pt shot from 24 ft
3:15.0,D. West makes 2-pt shot from 17 ft (assist by N. Young),2,117-105,,
3:01.0,,,117-105,,J. Jackson misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by Q. Cook,,117-105,,
2:51.0,Turnover by D. Green (lost ball; steal by J. Jackson),,117-105,,
2:45.0,,,117-107,2,J. Jackson makes 2-pt shot at rim
2:44.0,Golden State full timeout,,117-107,,
2:44.0,,,117-107,,T. Daniels enters the game for E. Payton
2:44.0,K. Looney enters the game for J. Bell,,117-107,,
2:44.0,A. Iguodala enters the game for D. West,,117-107,,
2:25.0,D. Green makes 2-pt shot from 5 ft,2,119-107,,
2:01.0,,,119-107,,S. Harrison misses 2-pt shot from 1 ft (block by D. Green)
1:59.0,Defensive rebound by K. Looney,,119-107,,
1:43.0,Turnover by Q. Cook (traveling),,119-107,,
1:36.0,,,119-107,,J. Dudley misses 2-pt shot from 6 ft (block by K. Looney)
1:34.0,Defensive rebound by Q. Cook,,119-107,,
1:21.0,Q. Cook misses 3-pt shot from 25 ft,,119-107,,
1:17.0,,,119-107,,Defensive rebound by D. Bender
1:07.0,,,119-107,,J. Jackson misses 2-pt shot from 17 ft
1:06.0,Defensive rebound by Team,,119-107,,
0:47.0,D. Green makes 3-pt shot from 25 ft,3,122-107,,
0:39.0,,,122-107,,T. Daniels misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by D. Green,,122-107,,
0:13.0,Q. Cook makes 2-pt shot from 19 ft,2,124-107,,
0:07.0,,,124-109,2,S. Harrison makes 2-pt shot at rim
