time,Indiana,pts.away,score,pts.home,Toronto
6:22.0,,,98-111,,Defensive rebound by N. Powell
6:17.0,,,98-111,,Shooting foul by T. Young (drawn by J. Poeltl)
6:17.0,,,98-111,,J. Poeltl misses free throw 1 of 2
6:17.0,,,98-111,,Offensive rebound by Team
6:17.0,V. Oladipo enters the game for C. Joseph,,98-111,,
6:17.0,,,98-112,1,J. Poeltl makes free throw 2 of 2
6:07.0,T. Young makes 2-pt shot from 22 ft (assist by V. Oladipo),2,100-112,,
5:51.0,,,100-112,,Shooting foul by D. Collison (drawn by J. Poeltl)
5:51.0,,,100-112,,J. Poeltl misses free throw 1 of 2
5:51.0,,,100-112,,Offensive rebound by Team
5:51.0,,,100-112,,D. DeRozan enters the game for N. Powell
5:51.0,,,100-112,,J. Poeltl misses free throw 2 of 2
5:49.0,Defensive rebound by T. Young,,100-112,,
5:31.0,T. Young misses 2-pt shot from 3 ft,,100-112,,
5:27.0,Offensive rebound by T. Young,,100-112,,
5:27.0,T. Young makes 2-pt shot at rim,2,102-112,,
5:16.0,,,102-114,2,D. DeRozan makes 2-pt shot from 21 ft (assist by P. Siakam)
4:52.0,V. Oladipo misses 3-pt shot from 27 ft,,102-114,,
4:46.0,Offensive rebound by T. Young,,102-114,,
4:43.0,M. Turner misses 3-pt shot from 27 ft,,102-114,,
4:39.0,Offensive rebound by D. Collison,,102-114,,
4:35.0,Turnover by D. Collison (lost ball; steal by F. VanVleet),,102-114,,
4:27.0,,,102-114,,F. VanVleet misses 2-pt shot from 3 ft
4:27.0,Defensive rebound by Team,,102-114,,
4:15.0,D. Collison makes 3-pt shot from 26 ft,3,105-114,,
4:13.0,,,105-114,,Technical foul by K. Lowry
4:13.0,D. Collison misses technical free throw,,105-114,,
4:13.0,,,105-114,,Defensive rebound by Team
4:13.0,L. Stephenson enters the game for T. Young,,105-114,,
4:13.0,,,105-114,,Toronto full timeout
3:52.0,,,105-114,,D. DeRozan misses 2-pt shot from 14 ft
3:49.0,,,105-114,,Offensive rebound by J. Poeltl
3:43.0,,,105-114,,Turnover by K. Lowry (bad pass)
3:31.0,V. Oladipo misses 2-pt shot from 16 ft,,105-114,,
3:28.0,,,105-114,,Defensive rebound by K. Lowry
3:22.0,,,105-114,,K. Lowry misses 2-pt shot from 3 ft (block by M. Turner)
3:22.0,,,105-114,,Offensive rebound by Team
3:18.0,,,105-116,2,F. VanVleet makes 2-pt shot from 1 ft (assist by K. Lowry)
3:04.0,L. Stephenson makes 2-pt shot from 11 ft,2,107-116,,
2:47.0,,,107-116,,P. Siakam misses 3-pt shot from 23 ft
2:44.0,Defensive rebound by D. Collison,,107-116,,
2:39.0,M. Turner misses 3-pt shot from 28 ft,,107-116,,
2:34.0,,,107-116,,Defensive rebound by D. DeRozan
2:23.0,,,107-116,,Turnover by D. DeRozan (out of bounds lost ball)
2:14.0,L. Stephenson makes 2-pt shot from 3 ft,2,109-116,,
1:54.0,,,109-116,,D. DeRozan misses 2-pt shot from 7 ft
1:52.0,Defensive rebound by L. Stephenson,,109-116,,
1:45.0,D. Collison makes 2-pt shot at rim (assist by B. Bogdanovic),2,111-116,,
1:45.0,,,111-116,,Toronto full timeout
1:45.0,,,111-116,,S. Ibaka enters the game for J. Poeltl
1:33.0,,,111-116,,S. Ibaka misses 2-pt shot from 19 ft
1:30.0,Defensive rebound by V. Oladipo,,111-116,,
1:17.0,D. Collison misses 3-pt shot from 26 ft,,111-116,,
1:15.0,Offensive rebound by Team,,111-116,,
1:07.0,L. Stephenson misses 3-pt shot from 26 ft,,111-116,,
1:05.0,,,111-116,,Defensive rebound by K. Lowry
0:49.0,,,111-116,,K. Lowry misses 3-pt shot from 26 ft
0:46.0,,,111-116,,Offensive rebound by S. Ibaka
0:31.0,,,111-116,,Turnover by S. Ibaka (lost ball; steal by V. Oladipo)
0:27.0,B. Bogdanovic misses 2-pt shot from 1 ft,,111-116,,
0:27.0,,,111-116,,Defensive rebound by Team
0:27.0,Loose ball foul by L. Stephenson (drawn by D. DeRozan),,111-116,,
0:27.0,,,111-117,1,D. DeRozan makes free throw 1 of 2
0:27.0,,,111-118,1,D. DeRozan makes free throw 2 of 2
0:27.0,Indiana full timeout,,111-118,,
0:21.0,V. Oladipo misses 3-pt shot from 25 ft (block by S. Ibaka),,111-118,,
0:18.0,Offensive rebound by L. Stephenson,,111-118,,
0:18.0,L. Stephenson makes 2-pt shot from 1 ft,2,113-118,,
0:15.0,Personal take foul by D. Collison (drawn by D. DeRozan),,113-118,,
0:15.0,,,113-119,1,D. DeRozan makes free throw 1 of 2
0:15.0,,,113-120,1,D. DeRozan makes free throw 2 of 2
0:11.0,Indiana full timeout,,113-120,,
0:09.0,B. Bogdanovic misses 3-pt shot from 27 ft,,113-120,,
0:06.0,Offensive rebound by D. Collison,,113-120,,
0:06.0,D. Collison makes 2-pt shot at rim,2,115-120,,
0:06.0,Personal foul by L. Stephenson (drawn by D. DeRozan),,115-120,,
0:06.0,,,115-120,,D. DeRozan misses free throw 1 of 2
0:06.0,,,115-120,,Offensive rebound by Team
0:06.0,,,115-120,,D. DeRozan misses free throw 2 of 2
0:04.0,Defensive rebound by Team,,115-120,,
0:00.0,D. Collison misses 3-pt shot from 29 ft,,115-120,,
0:00.0,Offensive rebound by Team,,115-120,,
