time,Indiana,pts.away,score,pts.home,Detroit
5:04.0,B. Bogdanovic enters the game for L. Stephenson,,87-99,,
4:50.0,T. Young misses 2-pt shot from 9 ft,,87-99,,
4:47.0,Offensive rebound by M. Turner,,87-99,,
4:47.0,M. Turner makes 2-pt shot at rim,2,89-99,,
4:31.0,,,89-99,,T. Harris misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by V. Oladipo,,89-99,,
4:24.0,Shooting foul by T. Harris (drawn by B. Bogdanovic),,89-99,,
4:24.0,B. Bogdanovic makes free throw 1 of 2,1,90-99,,
4:24.0,B. Bogdanovic misses free throw 2 of 2,,90-99,,
4:22.0,,,90-99,,Defensive rebound by A. Drummond
4:16.0,Personal foul by V. Oladipo (drawn by R. Jackson),,90-99,,
4:00.0,,,90-99,,Turnover by R. Jackson (turnover)
3:44.0,C. Joseph makes 2-pt shot from 14 ft,2,92-99,,
3:31.0,,,92-102,3,T. Harris makes 3-pt shot from 25 ft
3:27.0,Indiana full timeout,,92-102,,
3:19.0,M. Turner misses 3-pt shot from 25 ft,,92-102,,
3:16.0,,,92-102,,Defensive rebound by T. Harris
2:56.0,,,92-102,,T. Harris misses 2-pt shot from 2 ft
2:54.0,Defensive rebound by M. Turner,,92-102,,
2:52.0,Turnover by V. Oladipo (lost ball; steal by A. Bradley),,92-102,,
2:35.0,,,92-102,,Offensive foul by A. Bradley (drawn by C. Joseph)
2:35.0,,,92-102,,Turnover by A. Bradley (offensive foul)
2:21.0,Turnover by T. Young (bad pass),,92-102,,
2:14.0,,,92-102,,Shooting foul by V. Oladipo (drawn by R. Jackson)
2:14.0,,,92-103,1,R. Jackson makes free throw 1 of 2
2:14.0,,,92-103,,R. Jackson misses free throw 2 of 2
2:10.0,Defensive rebound by M. Turner,,92-103,,
2:00.0,M. Turner misses 2-pt shot from 12 ft,,92-103,,
2:00.0,,,92-103,,Defensive rebound by A. Drummond
1:49.0,,,92-106,3,R. Jackson makes 3-pt shot from 25 ft
1:40.0,V. Oladipo misses 2-pt shot from 15 ft,,92-106,,
1:37.0,,,92-106,,Defensive rebound by A. Drummond
1:17.0,,,92-108,2,T. Harris makes 2-pt shot from 9 ft
1:17.0,,,92-108,,Shooting foul by V. Oladipo (drawn by T. Harris)
1:17.0,,,92-109,1,T. Harris makes free throw 1 of 1
1:17.0,Indiana full timeout,,92-109,,
1:15.0,V. Oladipo makes 3-pt shot from 27 ft (assist by T. Young),3,95-109,,
1:15.0,Shooting foul by A. Bradley (drawn by V. Oladipo),,95-109,,
1:15.0,V. Oladipo misses free throw 1 of 1,,95-109,,
1:11.0,,,95-109,,Defensive rebound by A. Drummond
0:55.0,,,95-111,2,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson)
0:41.0,C. Joseph makes 2-pt shot from 6 ft,2,97-111,,
0:23.0,,,97-114,3,R. Jackson makes 3-pt shot from 24 ft
0:16.0,T. Young misses 3-pt shot from 26 ft,,97-114,,
0:14.0,,,97-114,,Defensive rebound by Team
