time,Sacramento,pts.away,score,pts.home,Denver
4:33.0,,,65-82,1,P. Millsap makes free throw 2 of 2
4:20.0,J. Sampson misses 2-pt shot from 9 ft,,65-82,,
4:18.0,,,65-82,,Defensive rebound by W. Barton
4:09.0,,,65-82,,Turnover by P. Millsap (bad pass)
3:56.0,M. Richardson makes 3-pt shot from 24 ft (assist by S. Labissiere),3,68-82,,
3:32.0,,,68-85,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Barton)
3:21.0,Shooting foul by E. Mudiay (drawn by F. Mason),,68-85,,
3:21.0,F. Mason makes free throw 1 of 2,1,69-85,,
3:21.0,,,69-85,,T. Lyles enters the game for P. Millsap
3:21.0,F. Mason misses free throw 2 of 2,,69-85,,
3:17.0,Offensive rebound by F. Mason,,69-85,,
3:15.0,F. Mason misses 2-pt shot from 4 ft,,69-85,,
3:13.0,Offensive rebound by J. Sampson,,69-85,,
3:13.0,J. Sampson makes 2-pt shot at rim,2,71-85,,
3:13.0,,,71-85,,Denver full timeout
3:03.0,,,71-87,2,K. Faried makes 2-pt shot from 3 ft (assist by E. Mudiay)
2:40.0,F. Mason misses 3-pt shot from 25 ft,,71-87,,
2:38.0,,,71-87,,Defensive rebound by W. Barton
2:22.0,,,71-89,2,E. Mudiay makes 2-pt shot from 4 ft
2:13.0,F. Mason misses 2-pt shot from 4 ft,,71-89,,
2:10.0,,,71-89,,Defensive rebound by T. Lyles
1:53.0,,,71-92,3,T. Lyles makes 3-pt shot from 25 ft (assist by G. Harris)
1:29.0,F. Mason makes 3-pt shot from 26 ft (assist by S. Labissiere),3,74-92,,
1:11.0,Personal foul by J. Sampson (drawn by K. Faried),,74-92,,
1:11.0,,,74-93,1,K. Faried makes free throw 1 of 2
1:11.0,,,74-93,,M. Beasley enters the game for W. Barton
1:11.0,,,74-93,,J. Hernangomez enters the game for G. Harris
1:11.0,,,74-94,1,K. Faried makes free throw 2 of 2
1:00.0,Shooting foul by T. Lyles (drawn by M. Richardson),,74-94,,
1:00.0,M. Richardson makes free throw 1 of 2,1,75-94,,
1:00.0,M. Richardson makes free throw 2 of 2,1,76-94,,
0:43.0,,,76-94,,T. Lyles misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by D. Fox,,76-94,,
0:37.0,D. Fox makes 3-pt shot from 26 ft,3,79-94,,
0:13.0,,,79-94,,E. Mudiay misses 2-pt shot from 7 ft
0:13.0,,,79-96,2,T. Lyles makes 2-pt shot from 2 ft
0:11.0,,,79-96,,Offensive rebound by T. Lyles
