time,Memphis,pts.away,score,pts.home,LA Clippers
3:06.0,,,98-103,,LA Clippers full timeout
2:51.0,,,98-103,,Offensive foul by C. Williams (drawn by W. Selden)
2:51.0,,,98-103,,Turnover by C. Williams (offensive foul)
2:38.0,Shooting foul by M. Teodosic (drawn by W. Selden),,98-103,,
2:38.0,W. Selden misses free throw 1 of 2,,98-103,,
2:38.0,Offensive rebound by Team,,98-103,,
2:38.0,W. Selden makes free throw 2 of 2,1,99-103,,
2:18.0,,,99-103,,L. Williams misses 2-pt shot from 1 ft
2:13.0,,,99-103,,Offensive rebound by L. Williams
2:13.0,,,99-103,,L. Williams misses 2-pt shot at rim
2:12.0,Defensive rebound by J. Martin,,99-103,,
2:04.0,W. Selden makes 2-pt shot from 2 ft,2,101-103,,
1:47.0,,,101-106,3,B. Griffin makes 3-pt shot from 25 ft (assist by L. Williams)
1:31.0,T. Evans makes 2-pt shot from 3 ft,2,103-106,,
1:10.0,,,103-108,2,B. Griffin makes 2-pt shot from 1 ft (assist by L. Williams)
1:10.0,Memphis full timeout,,103-108,,
1:02.0,M. Gasol misses 3-pt shot from 25 ft,,103-108,,
0:58.0,,,103-108,,Defensive rebound by L. Williams
0:39.0,,,103-108,,B. Griffin misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by Team,,103-108,,
0:37.0,Memphis full timeout,,103-108,,
0:37.0,,,103-108,,S. Dekker enters the game for M. Teodosic
0:37.0,,,103-108,,S. Thornwell enters the game for L. Williams
0:32.0,M. Chalmers misses 3-pt shot from 24 ft,,103-108,,
0:31.0,,,103-108,,Defensive rebound by D. Jordan
0:31.0,,,103-108,,LA Clippers full timeout
0:31.0,,,103-108,,L. Williams enters the game for S. Dekker
0:31.0,,,103-108,,M. Teodosic enters the game for S. Thornwell
0:28.0,Personal take foul by J. Martin (drawn by C. Williams),,103-108,,
0:28.0,,,103-108,,C. Williams misses free throw 1 of 2
0:28.0,,,103-108,,Offensive rebound by Team
0:28.0,,,103-109,1,C. Williams makes free throw 2 of 2
0:23.0,J. Martin misses 3-pt shot from 26 ft,,103-109,,
0:21.0,,,103-109,,Defensive rebound by M. Teodosic
0:21.0,Personal take foul by M. Chalmers (drawn by M. Teodosic),,103-109,,
0:21.0,,,103-110,1,M. Teodosic makes free throw 1 of 2
0:21.0,,,103-111,1,M. Teodosic makes free throw 2 of 2
0:17.0,,,103-111,,Personal foul by C. Williams (drawn by T. Evans)
0:17.0,T. Evans misses free throw 1 of 2,,103-111,,
0:17.0,Offensive rebound by Team,,103-111,,
0:17.0,T. Evans misses free throw 2 of 2,,103-111,,
0:15.0,Offensive rebound by W. Selden,,103-111,,
0:15.0,W. Selden makes 2-pt shot from 1 ft,2,105-111,,
0:12.0,Personal take foul by M. Gasol (drawn by L. Williams),,105-111,,
0:12.0,,,105-112,1,L. Williams makes free throw 1 of 2
0:12.0,,,105-112,,J. Evans enters the game for M. Teodosic
0:12.0,D. Davis enters the game for T. Evans,,105-112,,
0:12.0,K. Simmons enters the game for M. Gasol,,105-112,,
0:12.0,,,105-113,1,L. Williams makes free throw 2 of 2
0:06.0,M. Chalmers misses 3-pt shot from 27 ft,,105-113,,
0:03.0,,,105-113,,Defensive rebound by D. Jordan
