time,Houston,pts.away,score,pts.home,Minnesota
1:58.0,E. Gordon misses 3-pt shot from 25 ft,,102-118,,
1:54.0,,,102-118,,Defensive rebound by K. Towns
1:46.0,,,102-118,,Turnover by K. Towns (bad pass)
1:46.0,Houston full timeout,,102-118,,
1:46.0,P. Tucker enters the game for J. Harden,,102-118,,
1:46.0,T. Black enters the game for C. Capela,,102-118,,
1:46.0,A. Jackson enters the game for E. Gordon,,102-118,,
1:46.0,Z. Qi enters the game for T. Ariza,,102-118,,
1:36.0,G. Green makes 2-pt shot from 1 ft (assist by T. Black),2,104-118,,
1:15.0,,,104-121,3,J. Butler makes 3-pt shot from 24 ft
1:06.0,G. Green misses 3-pt shot from 25 ft,,104-121,,
1:06.0,,,104-121,,Defensive rebound by K. Towns
0:42.0,,,104-121,,D. Rose misses 3-pt shot from 22 ft
0:40.0,Defensive rebound by T. Black,,104-121,,
0:37.0,,,104-121,,Personal foul by J. Teague (drawn by A. Jackson)
0:37.0,,,104-121,,T. Jones enters the game for J. Teague
0:37.0,,,104-121,,G. Dieng enters the game for J. Butler
0:37.0,,,104-121,,A. Brooks enters the game for K. Towns
0:37.0,A. Jackson misses free throw 1 of 2,,104-121,,
0:37.0,Offensive rebound by Team,,104-121,,
0:37.0,,,104-121,,N. Bjelica enters the game for A. Wiggins
0:37.0,A. Jackson makes free throw 2 of 2,1,105-121,,
0:18.0,,,105-121,,A. Brooks misses 3-pt shot from 27 ft
0:14.0,,,105-121,,Offensive rebound by N. Bjelica
