time,Washington,pts.away,score,pts.home,Toronto
6:02.0,Defensive rebound by K. Oubre,,93-87,,
5:49.0,K. Oubre makes 2-pt shot from 3 ft (assist by T. Frazier),2,95-87,,
5:49.0,,,95-87,,Toronto full timeout
5:49.0,,,95-87,,N. Powell enters the game for O. Anunoby
5:49.0,,,95-87,,S. Ibaka enters the game for P. Siakam
5:28.0,,,95-87,,S. Ibaka misses 3-pt shot from 25 ft
5:23.0,Defensive rebound by B. Beal,,95-87,,
5:08.0,,,95-87,,Personal foul by J. Valanciunas (drawn by M. Gortat)
5:04.0,,,95-87,,Personal block foul by J. Valanciunas (drawn by B. Beal)
4:55.0,B. Beal makes 2-pt shot from 3 ft,2,97-87,,
4:35.0,,,97-87,,Turnover by N. Powell (bad pass; steal by T. Frazier)
4:30.0,K. Oubre makes 3-pt shot from 22 ft (assist by B. Beal),3,100-87,,
4:22.0,,,100-87,,Toronto full timeout
4:22.0,,,100-87,,F. VanVleet enters the game for J. Valanciunas
4:09.0,,,100-87,,D. DeRozan misses 3-pt shot from 26 ft
4:04.0,,,100-87,,Offensive rebound by F. VanVleet
3:56.0,,,100-87,,Shooting foul by K. Oubre (drawn by D. DeRozan)
3:56.0,,,100-87,,D. DeRozan misses free throw 1 of 2
3:56.0,,,100-87,,Offensive rebound by Team
3:56.0,,,100-88,1,D. DeRozan makes free throw 2 of 2
3:44.0,O. Porter makes 3-pt shot from 26 ft (assist by B. Beal),3,103-88,,
3:30.0,,,103-90,2,D. Wright makes 2-pt shot from 2 ft
3:08.0,T. Frazier misses 3-pt shot from 23 ft,,103-90,,
3:06.0,,,103-90,,Defensive rebound by D. Wright
2:54.0,,,103-90,,Offensive charge foul by S. Ibaka (drawn by M. Gortat)
2:54.0,,,103-90,,Turnover by S. Ibaka (offensive foul)
2:36.0,Turnover by M. Gortat (lost ball; steal by S. Ibaka),,103-90,,
2:33.0,Shooting block foul by T. Frazier (drawn by D. DeRozan),,103-90,,
2:33.0,,,103-91,1,D. DeRozan makes free throw 1 of 2
2:33.0,,,103-92,1,D. DeRozan makes free throw 2 of 2
2:25.0,Turnover by B. Beal (lost ball; steal by N. Powell),,103-92,,
2:13.0,,,103-92,,D. DeRozan misses 3-pt shot from 23 ft
2:11.0,Defensive rebound by O. Porter,,103-92,,
1:48.0,B. Beal misses 2-pt shot from 21 ft,,103-92,,
1:44.0,,,103-92,,Defensive rebound by S. Ibaka
1:24.0,,,103-94,2,N. Powell makes 2-pt shot from 1 ft
1:02.0,K. Oubre misses 3-pt shot from 24 ft,,103-94,,
1:01.0,Offensive rebound by Team,,103-94,,
1:01.0,,,103-94,,Loose ball foul by S. Ibaka (drawn by M. Gortat)
1:01.0,M. Gortat makes free throw 1 of 2,1,104-94,,
1:01.0,,,104-94,,Toronto full timeout
1:01.0,M. Gortat makes free throw 2 of 2,1,105-94,,
0:56.0,,,105-94,,N. Powell misses 3-pt shot from 26 ft
0:54.0,Defensive rebound by O. Porter,,105-94,,
0:36.0,M. Gortat makes 2-pt shot from 1 ft (assist by T. Frazier),2,107-94,,
0:26.0,,,107-96,2,D. Wright makes 2-pt shot from 1 ft
0:21.0,Turnover by O. Porter (bad pass; steal by D. Wright),,107-96,,
0:17.0,,,107-96,,N. Powell misses 2-pt shot from 19 ft
0:15.0,,,107-96,,Offensive rebound by S. Ibaka
0:13.0,,,107-96,,S. Ibaka misses 2-pt shot from 3 ft
0:13.0,,,107-96,,Offensive rebound by F. VanVleet
0:09.0,,,107-96,,F. VanVleet misses 3-pt shot from 27 ft
0:09.0,Defensive rebound by B. Beal,,107-96,,
