time,Denver,pts.away,score,pts.home,Oklahoma City
4:21.0,,,101-104,,P. George enters the game for A. Abrines
4:21.0,P. Millsap makes free throw 1 of 1,1,102-104,,
4:05.0,Personal foul by W. Barton (drawn by J. Grant),,102-104,,
3:56.0,,,102-104,,Shooting foul by P. Millsap (drawn by J. Grant)
3:56.0,,,102-105,1,J. Grant makes free throw 1 of 2
3:56.0,,,102-105,,J. Grant misses free throw 2 of 2
3:54.0,Defensive rebound by N. Jokic,,102-105,,
3:37.0,W. Barton misses 3-pt shot from 24 ft,,102-105,,
3:34.0,,,102-105,,Defensive rebound by S. Adams
3:34.0,,,102-105,,Oklahoma City full timeout
3:18.0,,,102-105,,P. George misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by P. Millsap,,102-105,,
3:05.0,W. Barton misses 2-pt shot from 5 ft,,102-105,,
3:03.0,,,102-105,,Defensive rebound by J. Grant
2:57.0,,,102-107,2,R. Westbrook makes 2-pt shot from 19 ft
2:40.0,J. Murray makes 2-pt shot from 2 ft,2,104-107,,
2:22.0,,,104-110,3,J. Grant makes 3-pt shot from 22 ft (assist by R. Westbrook)
2:04.0,J. Murray misses 3-pt shot from 22 ft,,104-110,,
2:01.0,Offensive rebound by P. Millsap,,104-110,,
1:57.0,D. Harris makes 2-pt shot at rim,2,106-110,,
1:38.0,,,106-110,,R. Westbrook misses 2-pt shot from 20 ft
1:35.0,Defensive rebound by P. Millsap,,106-110,,
1:26.0,P. Millsap makes 2-pt shot from 5 ft,2,108-110,,
1:06.0,,,108-110,,R. Westbrook misses 2-pt shot from 19 ft
1:03.0,Defensive rebound by N. Jokic,,108-110,,
0:49.0,Shooting foul by P. George (drawn by P. Millsap),,108-110,,
0:49.0,P. Millsap makes free throw 1 of 2,1,109-110,,
0:49.0,M. Plumlee enters the game for N. Jokic,,109-110,,
0:49.0,T. Craig enters the game for J. Murray,,109-110,,
0:49.0,P. Millsap makes free throw 2 of 2,1,110-110,,
0:49.0,,,110-110,,Oklahoma City full timeout
0:43.0,Personal foul by D. Harris (drawn by S. Adams),,110-110,,
0:43.0,,,110-111,1,S. Adams makes free throw 1 of 2
0:43.0,,,110-111,,S. Adams misses free throw 2 of 2
0:41.0,,,110-111,,Offensive rebound by P. George
0:25.0,,,110-113,2,R. Westbrook makes 2-pt shot at rim
0:25.0,Denver full timeout,,110-113,,
0:25.0,N. Jokic enters the game for M. Plumlee,,110-113,,
0:25.0,J. Murray enters the game for T. Craig,,110-113,,
0:22.0,P. Millsap makes 2-pt shot from 2 ft,2,112-113,,
0:15.0,Personal foul by J. Murray (drawn by P. George),,112-113,,
0:15.0,,,112-113,,P. George misses free throw 1 of 2
0:15.0,,,112-113,,Offensive rebound by Team
0:15.0,,,112-114,1,P. George makes free throw 2 of 2
0:15.0,Denver full timeout,,112-114,,
0:09.0,W. Barton makes 2-pt shot from 1 ft,2,114-114,,
0:09.0,,,114-114,,Oklahoma City full timeout
0:09.0,M. Plumlee enters the game for N. Jokic,,114-114,,
0:09.0,T. Craig enters the game for J. Murray,,114-114,,
0:02.0,,,114-114,,R. Westbrook misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by P. Millsap,,114-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:56.0,Jump ball: S. Adams vs. N. Jokic (P. George gains possession),,,,Jump ball: S. Adams vs. N. Jokic (P. George gains possession)
4:39.0,,,114-117,3,C. Brewer makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:22.0,W. Barton makes 2-pt shot from 1 ft,2,116-117,,
4:00.0,,,116-117,,P. George misses 2-pt shot from 1 ft
3:58.0,Defensive rebound by D. Harris,,116-117,,
3:36.0,Turnover by W. Barton (lost ball; steal by S. Adams),,116-117,,
3:35.0,Personal take foul by D. Harris (drawn by R. Westbrook),,116-117,,
3:26.0,,,116-117,,R. Westbrook misses 2-pt shot from 13 ft
3:23.0,Defensive rebound by D. Harris,,116-117,,
3:11.0,N. Jokic makes 2-pt shot from 10 ft (assist by J. Murray),2,118-117,,
2:48.0,,,118-117,,C. Brewer misses 3-pt shot from 22 ft
2:47.0,,,118-117,,Offensive rebound by Team
2:47.0,Loose ball foul by N. Jokic (drawn by P. George),,118-117,,
2:40.0,,,118-120,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
2:26.0,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic),2,120-120,,
1:59.0,,,120-120,,C. Anthony misses 2-pt shot from 12 ft
1:56.0,,,120-120,,Offensive rebound by C. Brewer
1:56.0,,,120-120,,Shooting foul by P. Millsap (drawn by C. Brewer)
1:56.0,,,120-120,,C. Brewer misses free throw 1 of 2
1:56.0,,,120-120,,Offensive rebound by Team
1:56.0,,,120-121,1,C. Brewer makes free throw 2 of 2
1:37.0,J. Murray makes 2-pt shot from 12 ft (assist by W. Barton),2,122-121,,
1:16.0,,,122-121,,R. Westbrook misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by N. Jokic,,122-121,,
1:11.0,,,122-121,,Personal block foul by P. George (drawn by J. Murray)
0:58.0,P. Millsap misses 2-pt shot from 11 ft (block by C. Anthony),,122-121,,
0:55.0,,,122-121,,Defensive rebound by C. Anthony
0:50.0,,,122-121,,Oklahoma City full timeout
0:50.0,M. Plumlee enters the game for J. Murray,,122-121,,
0:50.0,T. Craig enters the game for N. Jokic,,122-121,,
0:44.0,,,122-121,,Turnover by R. Westbrook (out of bounds lost ball)
0:44.0,J. Murray enters the game for M. Plumlee,,122-121,,
0:44.0,N. Jokic enters the game for T. Craig,,122-121,,
0:35.0,D. Harris misses 3-pt shot from 24 ft,,122-121,,
0:32.0,,,122-121,,Defensive rebound by P. George
0:22.0,,,122-121,,R. Westbrook misses 2-pt shot from 2 ft
0:22.0,Defensive rebound by Team,,122-121,,
0:22.0,,,122-121,,J. Grant enters the game for S. Adams
0:22.0,Denver full timeout,,122-121,,
0:15.0,M. Plumlee enters the game for N. Jokic,,122-121,,
0:12.0,Jump ball: P. George vs. J. Murray (P. George gains possession),,,,Jump ball: P. George vs. J. Murray (P. George gains possession)
0:12.0,Turnover by J. Murray (turnover; steal by P. George),,122-121,,
0:06.0,,,122-121,,J. Grant misses 2-pt shot from 2 ft (block by M. Plumlee)
0:05.0,Defensive rebound by P. Millsap,,122-121,,
0:05.0,,,122-121,,Personal take foul by C. Brewer (drawn by P. Millsap)
0:05.0,P. Millsap makes free throw 1 of 2,1,123-121,,
0:05.0,,,123-121,,S. Adams enters the game for J. Grant
0:05.0,P. Millsap makes free throw 2 of 2,1,124-121,,
0:05.0,,,124-121,,Oklahoma City full timeout
0:05.0,T. Craig enters the game for J. Murray,,124-121,,
0:04.0,Personal foul by M. Plumlee (drawn by P. George),,124-121,,
0:04.0,,,124-122,1,P. George makes free throw 1 of 2
0:04.0,N. Jokic enters the game for T. Craig,,124-122,,
0:04.0,T. Lyles enters the game for D. Harris,,124-122,,
0:04.0,,,124-122,,P. George misses free throw 2 of 2
0:04.0,Defensive rebound by Team,,124-122,,
0:04.0,,,124-122,,Violation by P. George (lane)
0:04.0,J. Murray enters the game for M. Plumlee,,124-122,,
0:04.0,D. Harris enters the game for T. Lyles,,124-122,,
0:03.0,,,124-122,,Personal foul by C. Brewer (drawn by W. Barton)
0:03.0,W. Barton makes free throw 1 of 2,1,125-122,,
0:03.0,,,125-122,,A. Abrines enters the game for C. Brewer
0:03.0,T. Craig enters the game for N. Jokic,,125-122,,
0:03.0,M. Plumlee enters the game for J. Murray,,125-122,,
0:03.0,W. Barton makes free throw 2 of 2,1,126-122,,
0:01.0,,,126-125,3,A. Abrines makes 3-pt shot from 25 ft (assist by S. Adams)
