time,Toronto,pts.away,score,pts.home,Philadelphia
6:09.0,,,97-100,1,R. Holmes makes free throw 2 of 2
5:53.0,D. Wright misses 3-pt shot from 22 ft,,97-100,,
5:50.0,,,97-100,,Defensive rebound by R. Covington
5:47.0,,,97-100,,Turnover by R. Covington (lost ball; steal by K. Lowry)
5:43.0,K. Lowry misses 2-pt shot from 3 ft,,97-100,,
5:41.0,,,97-100,,Defensive rebound by B. Simmons
5:39.0,,,97-100,,J. Bayless misses 3-pt shot from 27 ft
5:39.0,Defensive rebound by K. Lowry,,97-100,,
5:37.0,Turnover by K. Lowry (lost ball; steal by J. Bayless),,97-100,,
5:24.0,,,97-100,,J. Bayless misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by J. Poeltl,,97-100,,
5:13.0,Shooting foul by D. Saric (drawn by D. DeRozan),,97-100,,
5:13.0,D. DeRozan makes free throw 1 of 2,1,98-100,,
5:13.0,O. Anunoby enters the game for J. Poeltl,,98-100,,
5:13.0,D. DeRozan misses free throw 2 of 2,,98-100,,
5:11.0,,,98-100,,Defensive rebound by R. Holmes
4:59.0,,,98-100,,Turnover by R. Covington (bad pass)
4:42.0,Shooting foul by D. Saric (drawn by K. Lowry),,98-100,,
4:42.0,K. Lowry makes free throw 1 of 3,1,99-100,,
4:42.0,K. Lowry makes free throw 2 of 3,1,100-100,,
4:42.0,K. Lowry makes free throw 3 of 3,1,101-100,,
4:32.0,,,101-102,2,R. Holmes makes 2-pt shot from 2 ft (assist by D. Saric)
4:14.0,D. DeRozan makes 2-pt shot from 16 ft,2,103-102,,
3:59.0,,,103-102,,R. Covington misses 3-pt shot from 26 ft
3:57.0,Defensive rebound by S. Ibaka,,103-102,,
3:50.0,Shooting foul by R. Holmes (drawn by D. DeRozan),,103-102,,
3:50.0,D. DeRozan makes free throw 1 of 2,1,104-102,,
3:50.0,D. DeRozan makes free throw 2 of 2,1,105-102,,
3:50.0,,,105-102,,Philadelphia full timeout
3:36.0,,,105-102,,D. Saric misses 3-pt shot from 27 ft
3:33.0,,,105-102,,Offensive rebound by B. Simmons
3:32.0,,,105-102,,J. Bayless misses 3-pt shot from 27 ft
3:28.0,Defensive rebound by S. Ibaka,,105-102,,
3:21.0,O. Anunoby misses 3-pt shot from 26 ft,,105-102,,
3:18.0,Offensive rebound by S. Ibaka,,105-102,,
3:16.0,S. Ibaka makes 2-pt shot from 3 ft,2,107-102,,
3:05.0,,,107-102,,B. Simmons misses 2-pt shot from 3 ft
3:03.0,,,107-102,,Offensive rebound by B. Simmons
3:02.0,,,107-104,2,B. Simmons makes 2-pt shot from 1 ft
2:38.0,D. DeRozan misses 3-pt shot from 25 ft,,107-104,,
2:35.0,,,107-104,,Defensive rebound by D. Saric
2:28.0,,,107-104,,Offensive charge foul by B. Simmons (drawn by D. Wright)
2:28.0,,,107-104,,Turnover by B. Simmons (offensive foul)
2:18.0,,,107-104,,Personal foul by R. Covington (drawn by D. DeRozan)
2:18.0,D. DeRozan makes free throw 1 of 2,1,108-104,,
2:18.0,D. DeRozan makes free throw 2 of 2,1,109-104,,
1:59.0,,,109-106,2,R. Holmes makes 2-pt shot from 2 ft (assist by D. Saric)
1:35.0,D. Wright misses 2-pt shot from 6 ft,,109-106,,
1:31.0,Offensive rebound by S. Ibaka,,109-106,,
1:31.0,S. Ibaka misses 2-pt shot at rim,,109-106,,
1:31.0,,,109-106,,Defensive rebound by B. Simmons
1:31.0,Personal foul by D. Wright (drawn by B. Simmons),,109-106,,
1:31.0,,,109-107,1,B. Simmons makes free throw 1 of 2
1:31.0,,,109-107,,B. Simmons misses free throw 2 of 2
1:24.0,,,109-107,,Offensive rebound by D. Saric
1:11.0,,,109-107,,R. Covington misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by S. Ibaka,,109-107,,
0:53.0,Shooting foul by R. Holmes (drawn by D. DeRozan),,109-107,,
0:53.0,D. DeRozan makes free throw 1 of 2,1,110-107,,
0:53.0,D. DeRozan makes free throw 2 of 2,1,111-107,,
0:53.0,,,111-107,,Philadelphia full timeout
0:34.0,,,111-107,,B. Simmons misses 2-pt shot from 3 ft
0:29.0,,,111-107,,Offensive rebound by R. Covington
0:25.0,,,111-107,,Turnover by R. Holmes (lost ball; steal by K. Lowry)
0:25.0,Toronto full timeout,,111-107,,
0:13.0,,,111-107,,Personal foul by J. Bayless (drawn by O. Anunoby)
0:13.0,O. Anunoby makes free throw 1 of 2,1,112-107,,
0:13.0,O. Anunoby misses free throw 2 of 2,,112-107,,
0:10.0,Offensive rebound by K. Lowry,,112-107,,
0:10.0,Turnover by K. Lowry (bad pass; steal by R. Holmes),,112-107,,
0:10.0,,,112-107,,Philadelphia full timeout
0:07.0,,,112-109,2,B. Simmons makes 2-pt shot from 2 ft
0:07.0,Toronto full timeout,,112-109,,
0:06.0,,,112-109,,Personal foul by R. Holmes (drawn by D. DeRozan)
0:06.0,,,112-109,,T. McConnell enters the game for R. Holmes
0:06.0,D. DeRozan makes free throw 1 of 2,1,113-109,,
0:06.0,D. DeRozan makes free throw 2 of 2,1,114-109,,
0:01.0,,,114-109,,R. Covington misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by K. Lowry,,114-109,,
