time,Washington,pts.away,score,pts.home,Toronto
2:58.0,Washington full timeout,,93-99,,
2:58.0,K. Oubre enters the game for M. Gortat,,93-99,,
2:37.0,K. Oubre misses 2-pt shot from 11 ft,,93-99,,
2:34.0,,,93-99,,Defensive rebound by D. Wright
2:29.0,Personal foul by B. Beal (drawn by K. Lowry),,93-99,,
2:14.0,,,93-99,,D. DeRozan misses 2-pt shot from 8 ft
2:11.0,Defensive rebound by J. Wall,,93-99,,
2:06.0,B. Beal misses 3-pt shot from 27 ft,,93-99,,
2:04.0,Offensive rebound by M. Morris,,93-99,,
2:02.0,Turnover by M. Morris (bad pass; steal by C. Miles),,93-99,,
2:00.0,,,93-99,,Shooting foul by J. Wall (drawn by D. Wright)
2:00.0,,,93-100,1,D. Wright makes free throw 1 of 2
2:00.0,,,93-101,1,D. Wright makes free throw 2 of 2
1:49.0,M. Morris misses 2-pt shot from 22 ft,,93-101,,
1:47.0,,,93-101,,Defensive rebound by C. Miles
1:33.0,,,93-101,,K. Lowry misses 2-pt shot from 1 ft (block by J. Wall)
1:33.0,,,93-101,,Offensive rebound by Team
1:33.0,,,93-101,,Toronto full timeout
1:31.0,,,93-101,,C. Miles misses 3-pt shot from 25 ft
1:28.0,,,93-101,,Offensive rebound by J. Valanciunas
1:28.0,,,93-101,,J. Valanciunas misses 2-pt shot at rim
1:28.0,,,93-101,,Offensive rebound by J. Valanciunas
1:28.0,,,93-103,2,J. Valanciunas makes 2-pt shot at rim
1:13.0,J. Wall misses 3-pt shot from 25 ft,,93-103,,
1:11.0,,,93-103,,Defensive rebound by D. Wright
1:02.0,,,93-103,,Turnover by D. Wright (step out of bounds)
0:55.0,K. Oubre misses 3-pt shot from 27 ft,,93-103,,
0:53.0,,,93-103,,Defensive rebound by J. Valanciunas
0:40.0,,,93-106,3,C. Miles makes 3-pt shot from 23 ft (assist by D. DeRozan)
0:30.0,O. Porter misses 3-pt shot from 27 ft,,93-106,,
0:28.0,,,93-106,,Defensive rebound by C. Miles
0:24.0,Personal take foul by K. Oubre (drawn by K. Lowry),,93-106,,
0:24.0,,,93-106,,K. Lowry misses free throw 1 of 2
0:24.0,,,93-106,,Offensive rebound by Team
0:24.0,,,93-106,,N. Powell enters the game for D. DeRozan
0:24.0,,,93-106,,J. Poeltl enters the game for J. Valanciunas
0:24.0,,,93-106,,K. Lowry misses free throw 2 of 2
0:22.0,Defensive rebound by O. Porter,,93-106,,
0:16.0,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall),3,96-106,,
0:10.0,Personal take foul by M. Morris (drawn by D. Wright),,96-106,,
0:10.0,,,96-107,1,D. Wright makes free throw 1 of 2
0:10.0,,,96-108,1,D. Wright makes free throw 2 of 2
0:05.0,K. Oubre makes 2-pt shot from 1 ft,2,98-108,,
