time,Golden State,pts.away,score,pts.home,Detroit
0:50.0,Personal foul by D. Green (drawn by A. Drummond),,96-89,,
0:50.0,,,96-89,,A. Drummond misses free throw 1 of 2
0:50.0,,,96-89,,Offensive rebound by Team
0:50.0,,,96-90,1,A. Drummond makes free throw 2 of 2
0:46.0,,,96-90,,Personal foul by A. Tolliver (drawn by S. Livingston)
0:46.0,S. Livingston makes free throw 1 of 2,1,97-90,,
0:46.0,S. Livingston makes free throw 2 of 2,1,98-90,,
0:39.0,,,98-93,3,A. Bradley makes 3-pt shot from 26 ft (assist by R. Jackson)
0:35.0,,,98-93,,Personal foul by A. Tolliver (drawn by K. Durant)
0:35.0,K. Durant makes free throw 1 of 2,1,99-93,,
0:35.0,K. Durant makes free throw 2 of 2,1,100-93,,
0:35.0,,,100-93,,Detroit full timeout
0:35.0,,,100-93,,L. Galloway enters the game for A. Tolliver
0:32.0,Personal foul by K. Durant (drawn by A. Bradley),,100-93,,
0:32.0,,,100-94,1,A. Bradley makes free throw 1 of 2
0:32.0,,,100-94,,S. Johnson enters the game for T. Harris
0:32.0,,,100-94,,A. Tolliver enters the game for L. Galloway
0:32.0,,,100-95,1,A. Bradley makes free throw 2 of 2
0:25.0,Turnover by K. Durant (lost ball; steal by A. Drummond),,100-95,,
0:22.0,,,100-98,3,A. Bradley makes 3-pt shot from 24 ft (assist by S. Johnson)
0:22.0,Golden State full timeout,,100-98,,
0:20.0,,,100-98,,Personal foul by A. Tolliver (drawn by S. Livingston)
0:20.0,S. Livingston misses free throw 1 of 2,,100-98,,
0:20.0,Offensive rebound by Team,,100-98,,
0:20.0,,,100-98,,T. Harris enters the game for S. Johnson
0:20.0,S. Livingston misses free throw 2 of 2,,100-98,,
0:17.0,,,100-98,,Defensive rebound by T. Harris
0:05.0,,,100-98,,R. Jackson misses 2-pt shot from 4 ft
0:05.0,Defensive rebound by K. Thompson,,100-98,,
0:05.0,,,100-98,,Personal foul by A. Tolliver (drawn by K. Thompson)
0:05.0,K. Thompson makes free throw 1 of 2,1,101-98,,
0:05.0,,,101-98,,B. Marjanovic enters the game for A. Tolliver
0:05.0,,,101-98,,A. Tolliver enters the game for T. Harris
0:05.0,K. Thompson makes free throw 2 of 2,1,102-98,,
0:05.0,,,102-98,,Detroit full timeout
0:05.0,,,102-98,,T. Harris enters the game for B. Marjanovic
0:05.0,,,102-98,,L. Galloway enters the game for A. Tolliver
0:02.0,,,102-98,,L. Galloway misses 3-pt shot from 27 ft
0:02.0,,,102-98,,Offensive rebound by R. Jackson
