time,San Antonio,pts.away,score,pts.home,Phoenix
6:00.0,,,113-64,,Offensive rebound by A. Peters
5:50.0,,,113-66,2,A. Len makes 2-pt shot at rim
5:50.0,,,113-66,,Shooting foul by J. Lauvergne (drawn by A. Len)
5:50.0,,,113-66,,A. Len misses free throw 1 of 1
5:48.0,Defensive rebound by J. Lauvergne,,113-66,,
5:37.0,B. Forbes makes 2-pt shot from 16 ft,2,115-66,,
5:21.0,,,115-66,,J. Gray misses 3-pt shot from 26 ft
5:18.0,Defensive rebound by B. Forbes,,115-66,,
5:15.0,Shooting foul by J. Gray (drawn by D. Bertans),,115-66,,
5:15.0,D. Bertans makes free throw 1 of 2,1,116-66,,
5:15.0,D. Bertans makes free throw 2 of 2,1,117-66,,
5:05.0,,,117-68,2,A. Len makes 2-pt shot from 1 ft (assist by J. Gray)
5:05.0,,,117-68,,Shooting foul by D. Bertans (drawn by A. Len)
5:05.0,,,117-69,1,A. Len makes free throw 1 of 1
4:50.0,B. Paul makes 2-pt shot at rim,2,119-69,,
4:37.0,,,119-69,,J. Gray misses 2-pt shot from 6 ft
4:35.0,,,119-69,,Offensive rebound by Team
4:34.0,,,119-69,,Shooting foul by B. Paul (drawn by A. Len)
4:34.0,,,119-69,,A. Len misses free throw 1 of 2
4:34.0,,,119-69,,Offensive rebound by Team
4:34.0,,,119-70,1,A. Len makes free throw 2 of 2
4:24.0,B. Forbes misses 2-pt shot from 1 ft (block by J. Jackson),,119-70,,
4:22.0,,,119-70,,Defensive rebound by A. Peters
4:17.0,,,119-70,,Turnover by J. Gray (bad pass; steal by D. Bertans)
4:08.0,,,119-70,,Personal foul by J. Gray (drawn by D. White)
4:08.0,D. White misses free throw 1 of 2,,119-70,,
4:08.0,Offensive rebound by Team,,119-70,,
4:08.0,D. White makes free throw 2 of 2,1,120-70,,
3:58.0,Personal foul by B. Forbes (drawn by J. Jackson),,120-70,,
3:58.0,,,120-71,1,J. Jackson makes free throw 1 of 2
3:58.0,,,120-71,,J. Jackson misses free throw 2 of 2
3:53.0,Defensive rebound by J. Lauvergne,,120-71,,
3:44.0,D. White makes 3-pt shot from 24 ft,3,123-71,,
3:42.0,,,123-71,,Phoenix full timeout
3:42.0,,,123-71,,D. House enters the game for J. Jackson
3:28.0,,,123-71,,A. Peters misses 3-pt shot from 25 ft
3:28.0,,,123-71,,Offensive rebound by J. Gray
3:23.0,,,123-71,,J. Gray misses 2-pt shot from 11 ft
3:23.0,Defensive rebound by J. Lauvergne,,123-71,,
3:06.0,B. Forbes misses 3-pt shot from 22 ft,,123-71,,
3:03.0,,,123-71,,Defensive rebound by D. House
2:54.0,,,123-71,,Offensive charge foul by D. Reed (drawn by B. Paul)
2:54.0,,,123-71,,Turnover by D. Reed (offensive foul)
2:42.0,D. White misses 2-pt shot from 12 ft,,123-71,,
2:41.0,,,123-71,,Defensive rebound by A. Len
2:31.0,,,123-73,2,A. Len makes 2-pt shot at rim (assist by J. Gray)
2:21.0,,,123-73,,Violation by A. Len (kicked ball)
2:15.0,D. Bertans makes 3-pt shot from 24 ft (assist by D. White),3,126-73,,
1:50.0,,,126-73,,D. Reed misses 2-pt shot from 1 ft
1:49.0,,,126-73,,Offensive rebound by A. Len
1:48.0,,,126-75,2,A. Len makes 2-pt shot at rim
1:37.0,Turnover by J. Lauvergne (bad pass),,126-75,,
1:25.0,,,126-75,,J. Gray misses 3-pt shot from 25 ft
1:21.0,,,126-75,,Offensive rebound by D. House
1:18.0,,,126-77,2,A. Len makes 2-pt shot at rim
1:04.0,Turnover by J. Lauvergne (bad pass; steal by J. Gray),,126-77,,
0:56.0,,,126-77,,J. Gray misses 2-pt shot from 17 ft
0:53.0,Defensive rebound by B. Paul,,126-77,,
0:38.0,D. White makes 3-pt shot from 25 ft,3,129-77,,
0:29.0,,,129-79,2,A. Peters makes 2-pt shot from 1 ft (assist by A. Len)
0:11.0,Turnover by J. Lauvergne (lost ball; steal by J. Gray),,129-79,,
0:06.0,,,129-81,2,D. House makes 2-pt shot at rim (assist by D. Reed)
