time,Charlotte,pts.away,score,pts.home,Miami
4:56.0,K. Walker misses 2-pt shot from 7 ft (block by J. Winslow),,86-85,,
4:55.0,Offensive rebound by D. Howard,,86-85,,
4:53.0,Shooting foul by J. Johnson (drawn by D. Howard),,86-85,,
4:53.0,D. Howard makes free throw 1 of 2,1,87-85,,
4:53.0,M. Williams enters the game for F. Kaminsky,,87-85,,
4:53.0,D. Howard makes free throw 2 of 2,1,88-85,,
4:44.0,,,88-87,2,K. Olynyk makes 2-pt shot at rim (assist by J. Johnson)
4:34.0,Turnover by N. Batum (traveling),,88-87,,
4:20.0,,,88-87,,W. Ellington misses 3-pt shot from 26 ft
4:17.0,Defensive rebound by K. Walker,,88-87,,
4:07.0,K. Walker misses 3-pt shot from 25 ft,,88-87,,
4:04.0,Offensive rebound by D. Howard,,88-87,,
4:02.0,K. Walker misses 3-pt shot from 25 ft,,88-87,,
3:59.0,Offensive rebound by N. Batum,,88-87,,
3:56.0,M. Williams misses 3-pt shot from 23 ft,,88-87,,
3:52.0,,,88-87,,Defensive rebound by J. Winslow
3:52.0,,,88-87,,Turnover by J. Johnson (bad pass)
3:47.0,Charlotte full timeout,,88-87,,
3:47.0,,,88-87,,J. Richardson enters the game for T. Johnson
3:34.0,M. Williams makes 2-pt shot from 6 ft (assist by K. Walker),2,90-87,,
3:10.0,,,90-87,,J. Winslow misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by M. Kidd-Gilchrist,,90-87,,
3:06.0,Charlotte full timeout,,90-87,,
3:06.0,,,90-87,,B. Adebayo enters the game for K. Olynyk
2:53.0,K. Walker misses 3-pt shot from 25 ft,,90-87,,
2:50.0,,,90-87,,Defensive rebound by J. Johnson
2:37.0,,,90-89,2,J. Richardson makes 2-pt shot from 1 ft
2:18.0,N. Batum misses 2-pt shot from 17 ft,,90-89,,
2:18.0,,,90-89,,Defensive rebound by B. Adebayo
2:04.0,,,90-89,,Turnover by W. Ellington (lost ball; steal by M. Kidd-Gilchrist)
1:39.0,K. Walker misses 3-pt shot from 26 ft,,90-89,,
1:35.0,,,90-89,,Defensive rebound by B. Adebayo
1:21.0,,,90-91,2,J. Richardson makes 2-pt shot from 2 ft (assist by W. Ellington)
1:21.0,,,90-91,,Shooting foul by K. Walker (drawn by J. Richardson)
1:21.0,,,90-92,1,J. Richardson makes free throw 1 of 1
1:03.0,Turnover by N. Batum (bad pass; steal by J. Richardson),,90-92,,
0:46.0,,,90-92,,W. Ellington misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by K. Walker,,90-92,,
0:45.0,Charlotte full timeout,,90-92,,
0:34.0,M. Williams misses 3-pt shot from 23 ft,,90-92,,
0:31.0,Offensive rebound by M. Kidd-Gilchrist,,90-92,,
0:30.0,Shooting foul by J. Winslow (drawn by K. Walker),,90-92,,
0:30.0,K. Walker makes free throw 1 of 2,1,91-92,,
0:30.0,K. Walker misses free throw 2 of 2,,91-92,,
0:28.0,,,91-92,,Defensive rebound by J. Johnson
0:28.0,,,91-92,,Miami full timeout
0:28.0,,,91-92,,K. Olynyk enters the game for B. Adebayo
0:04.0,,,91-95,3,W. Ellington makes 3-pt shot from 26 ft (assist by J. Winslow)
0:04.0,Charlotte full timeout,,91-95,,
0:04.0,,,91-95,,T. Johnson enters the game for W. Ellington
0:04.0,,,91-95,,B. Adebayo enters the game for K. Olynyk
0:04.0,F. Kaminsky enters the game for M. Williams,,91-95,,
0:00.0,F. Kaminsky misses 3-pt shot from 25 ft,,91-95,,
0:00.0,Offensive rebound by Team,,91-95,,
