time,Golden State,pts.away,score,pts.home,Portland
2:01.0,,,105-115,,D. Lillard misses 2-pt shot from 2 ft
2:00.0,,,105-115,,Offensive rebound by E. Davis
2:00.0,,,105-117,2,E. Davis makes 2-pt shot from 1 ft
1:53.0,K. Durant misses 3-pt shot from 24 ft,,105-117,,
1:49.0,,,105-117,,Defensive rebound by E. Davis
1:31.0,,,105-117,,D. Lillard misses 2-pt shot from 1 ft
1:30.0,,,105-117,,Offensive rebound by E. Davis
1:29.0,,,105-120,3,C. McCollum makes 3-pt shot from 23 ft (assist by E. Davis)
1:29.0,Golden State full timeout,,105-120,,
1:29.0,O. Casspi enters the game for K. Thompson,,105-120,,
1:29.0,N. Young enters the game for D. Green,,105-120,,
1:29.0,D. Jones enters the game for K. Durant,,105-120,,
1:29.0,,,105-120,,Z. Collins enters the game for S. Napier
1:20.0,N. Young misses 2-pt shot from 16 ft,,105-120,,
1:16.0,,,105-120,,Defensive rebound by C. McCollum
0:57.0,,,105-120,,C. McCollum misses 2-pt shot from 3 ft
0:57.0,,,105-120,,Offensive rebound by Z. Collins
0:57.0,,,105-122,2,Z. Collins makes 2-pt shot at rim
0:49.0,Shooting foul by D. Lillard (drawn by Q. Cook),,105-122,,
0:49.0,Q. Cook makes free throw 1 of 2,1,106-122,,
0:49.0,,,106-122,,S. Napier enters the game for D. Lillard
0:49.0,,,106-122,,P. Connaughton enters the game for E. Turner
0:49.0,,,106-122,,J. Layman enters the game for C. McCollum
0:49.0,,,106-122,,C. Swanigan enters the game for E. Davis
0:49.0,Q. Cook makes free throw 2 of 2,1,107-122,,
0:29.0,,,107-125,3,P. Connaughton makes 3-pt shot from 25 ft (assist by C. Swanigan)
0:18.0,Shooting foul by C. Swanigan (drawn by K. Looney),,107-125,,
0:18.0,K. Looney misses free throw 1 of 2,,107-125,,
0:18.0,Offensive rebound by Team,,107-125,,
0:18.0,K. Looney makes free throw 2 of 2,1,108-125,,
