time,Phoenix,pts.away,score,pts.home,Oklahoma City
5:05.0,Defensive rebound by A. Peters,,76-100,,
4:45.0,D. Bender misses 3-pt shot from 25 ft,,76-100,,
4:41.0,,,76-100,,Defensive rebound by J. Grant
4:34.0,,,76-100,,Shooting foul by A. Peters (drawn by J. Grant)
4:34.0,,,76-101,1,J. Grant makes free throw 1 of 2
4:34.0,,,76-101,,A. Abrines enters the game for P. George
4:34.0,S. Harrison enters the game for E. Payton,,76-101,,
4:34.0,T. Daniels enters the game for D. Bender,,76-101,,
4:34.0,M. Chriss enters the game for D. Booker,,76-101,,
4:34.0,,,76-102,1,J. Grant makes free throw 2 of 2
4:19.0,S. Harrison misses 2-pt shot from 1 ft (block by J. Grant),,76-102,,
4:16.0,,,76-102,,Defensive rebound by J. Grant
4:12.0,,,76-105,3,A. Abrines makes 3-pt shot from 22 ft (assist by P. Patterson)
4:11.0,Phoenix full timeout,,76-105,,
4:11.0,,,76-105,,N. Collison enters the game for J. Grant
3:50.0,A. Peters makes 3-pt shot from 25 ft (assist by S. Harrison),3,79-105,,
3:28.0,,,79-107,2,N. Collison makes 2-pt shot from 6 ft
3:16.0,A. Peters makes 3-pt shot from 25 ft (assist by D. Reed),3,82-107,,
3:01.0,,,82-107,,R. Felton misses 2-pt shot from 10 ft
2:59.0,Defensive rebound by A. Peters,,82-107,,
2:54.0,A. Peters makes 2-pt shot from 4 ft,2,84-107,,
2:32.0,,,84-110,3,A. Abrines makes 3-pt shot from 27 ft (assist by R. Felton)
2:19.0,M. Chriss misses 2-pt shot from 2 ft,,84-110,,
2:15.0,Offensive rebound by S. Harrison,,84-110,,
2:15.0,S. Harrison makes 2-pt shot at rim,2,86-110,,
2:04.0,,,86-110,,J. Huestis misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by Team,,86-110,,
2:03.0,,,86-110,,D. Johnson enters the game for R. Felton
1:49.0,M. Chriss misses 2-pt shot from 5 ft (block by D. Johnson),,86-110,,
1:48.0,Offensive rebound by Team,,86-110,,
1:46.0,M. Chriss misses 3-pt shot from 25 ft,,86-110,,
1:44.0,,,86-110,,Defensive rebound by Team
1:25.0,,,86-113,3,J. Huestis makes 3-pt shot from 25 ft (assist by A. Abrines)
1:13.0,A. Peters misses 3-pt shot from 22 ft,,86-113,,
1:10.0,,,86-113,,Defensive rebound by P. Patterson
0:59.0,,,86-113,,Turnover by A. Abrines (bad pass; steal by M. Chriss)
0:55.0,D. Reed misses 2-pt shot from 1 ft (block by P. Patterson),,86-113,,
0:53.0,,,86-113,,Defensive rebound by Team
0:38.0,,,86-115,2,N. Collison makes 2-pt shot at rim (assist by J. Huestis)
0:21.0,Shooting foul by D. Johnson (drawn by M. Chriss),,86-115,,
0:21.0,M. Chriss makes free throw 1 of 2,1,87-115,,
0:21.0,M. Chriss misses free throw 2 of 2,,87-115,,
0:19.0,,,87-115,,Defensive rebound by N. Collison
