time,Memphis,pts.away,score,pts.home,Dallas
1:41.0,,,92-101,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by H. Barnes)
1:24.0,Turnover by A. Harrison (turnover),,92-101,,
1:04.0,,,92-103,2,Y. Ferrell makes 2-pt shot from 14 ft
0:45.0,D. Brooks makes 2-pt shot from 8 ft,2,94-103,,
0:24.0,,,94-103,,H. Barnes misses 2-pt shot from 4 ft
0:24.0,Memphis full timeout,,94-103,,
0:23.0,Offensive rebound by Team,,94-103,,
0:18.0,M. Conley misses 3-pt shot from 26 ft,,94-103,,
0:12.0,Offensive rebound by A. Harrison,,94-103,,
0:10.0,A. Harrison misses 2-pt shot from 1 ft,,94-103,,
0:10.0,,,94-103,,Defensive rebound by D. Powell
