time,Detroit,pts.away,score,pts.home,Cleveland
1:24.0,Offensive rebound by A. Tolliver,,104-116,,
1:24.0,A. Tolliver misses 2-pt shot at rim,,104-116,,
1:24.0,,,104-116,,Defensive rebound by Team
1:06.0,,,104-118,2,L. James makes 2-pt shot at rim
0:49.0,T. Harris misses 3-pt shot from 27 ft,,104-118,,
0:49.0,,,104-118,,Defensive rebound by J. Smith
0:49.0,,,104-118,,Cleveland full timeout
0:49.0,,,104-118,,C. Frye enters the game for L. James
0:49.0,,,104-118,,C. Osman enters the game for K. Love
0:49.0,D. Buycks enters the game for A. Drummond,,104-118,,
0:49.0,E. Moreland enters the game for I. Smith,,104-118,,
0:49.0,L. Kennard enters the game for T. Harris,,104-118,,
0:30.0,,,104-121,3,K. Korver makes 3-pt shot from 25 ft (assist by C. Frye)
0:15.0,A. Tolliver misses 2-pt shot from 5 ft (block by C. Osman),,104-121,,
0:10.0,,,104-121,,Defensive rebound by C. Osman
