time,Denver,pts.away,score,pts.home,Golden State
2:03.0,,,92-77,2,Q. Cook makes 2-pt shot from 18 ft (assist by O. Casspi)
1:39.0,Shooting foul by J. McGee (drawn by G. Harris),,92-77,,
1:39.0,G. Harris makes free throw 1 of 2,1,93-77,,
1:39.0,J. Hernangomez enters the game for W. Barton,,93-77,,
1:39.0,T. Craig enters the game for N. Jokic,,93-77,,
1:39.0,M. Beasley enters the game for W. Chandler,,93-77,,
1:39.0,G. Harris makes free throw 2 of 2,1,94-77,,
1:26.0,,,94-77,,Turnover by N. Young (bad pass)
1:26.0,J. Murray enters the game for G. Harris,,94-77,,
1:08.0,T. Lyles makes 2-pt shot from 1 ft (assist by J. Murray),2,96-77,,
0:55.0,,,96-79,2,J. McGee makes 2-pt shot from 20 ft (assist by Q. Cook)
0:49.0,Turnover by J. Murray (bad pass),,96-79,,
0:22.0,Personal foul by T. Craig (drawn by K. Looney),,96-79,,
0:22.0,,,96-80,1,K. Looney makes free throw 1 of 2
0:22.0,,,96-81,1,K. Looney makes free throw 2 of 2
