time,Chicago,pts.away,score,pts.home,New York
6:59.0,,,81-93,,New York full timeout
6:59.0,C. Felicio enters the game for J. Grant,,81-93,,
6:59.0,P. Zipser enters the game for B. Portis,,81-93,,
6:59.0,C. Payne enters the game for D. Valentine,,81-93,,
6:59.0,A. Blakeney makes flagrant free throw 1 of 2,1,82-93,,
6:59.0,A. Blakeney makes flagrant free throw 2 of 2,1,83-93,,
6:42.0,C. Felicio misses 2-pt shot from 12 ft,,83-93,,
6:40.0,,,83-93,,Defensive rebound by D. Dotson
6:30.0,,,83-93,,T. Burke misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by N. Vonleh,,83-93,,
6:12.0,A. Blakeney misses 2-pt shot from 15 ft,,83-93,,
6:08.0,,,83-93,,Defensive rebound by K. O'Quinn
5:56.0,Personal foul by P. Zipser (drawn by D. Dotson),,83-93,,
5:49.0,,,83-95,2,K. O'Quinn makes 2-pt shot from 8 ft
5:37.0,N. Vonleh misses 2-pt shot from 10 ft,,83-95,,
5:35.0,,,83-95,,Defensive rebound by K. O'Quinn
5:24.0,,,83-97,2,I. Hicks makes 2-pt shot from 10 ft (assist by F. Ntilikina)
5:21.0,Chicago full timeout,,83-97,,
4:58.0,C. Felicio makes 2-pt shot at rim (assist by C. Payne),2,85-97,,
4:43.0,,,85-100,3,D. Dotson makes 3-pt shot from 26 ft (assist by T. Burke)
4:31.0,C. Payne misses 3-pt shot from 25 ft,,85-100,,
4:29.0,Offensive rebound by N. Vonleh,,85-100,,
4:23.0,N. Vonleh misses 2-pt shot from 6 ft,,85-100,,
4:21.0,,,85-100,,Defensive rebound by D. Dotson
4:07.0,,,85-100,,I. Hicks misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by C. Felicio,,85-100,,
3:54.0,,,85-100,,Personal foul by I. Hicks (drawn by N. Vonleh)
3:54.0,,,85-100,,L. Kornet enters the game for I. Hicks
3:54.0,N. Vonleh misses free throw 1 of 2,,85-100,,
3:54.0,Offensive rebound by Team,,85-100,,
3:54.0,N. Vonleh misses free throw 2 of 2,,85-100,,
3:53.0,,,85-100,,Defensive rebound by K. O'Quinn
3:38.0,,,85-102,2,L. Kornet makes 2-pt shot at rim (assist by D. Dotson)
3:28.0,Turnover by C. Payne (bad pass; steal by F. Ntilikina),,85-102,,
3:23.0,,,85-104,2,L. Kornet makes 2-pt shot at rim (assist by D. Dotson)
3:10.0,A. Blakeney misses 3-pt shot from 25 ft,,85-104,,
3:08.0,,,85-104,,Defensive rebound by K. O'Quinn
2:58.0,,,85-104,,D. Dotson misses 2-pt shot from 21 ft
2:56.0,Defensive rebound by A. Blakeney,,85-104,,
2:44.0,,,85-104,,Personal foul by L. Kornet (drawn by P. Zipser)
2:44.0,,,85-104,,T. Williams enters the game for K. O'Quinn
2:44.0,P. Zipser makes free throw 1 of 2,1,86-104,,
2:44.0,P. Zipser misses free throw 2 of 2,,86-104,,
2:41.0,Offensive rebound by N. Vonleh,,86-104,,
2:39.0,P. Zipser misses 3-pt shot from 26 ft,,86-104,,
2:37.0,Offensive rebound by N. Vonleh,,86-104,,
2:37.0,N. Vonleh makes 2-pt shot at rim,2,88-104,,
2:11.0,,,88-104,,F. Ntilikina misses 3-pt shot from 22 ft
2:09.0,,,88-104,,Offensive rebound by L. Kornet
1:54.0,,,88-106,2,T. Williams makes 2-pt shot at rim (assist by T. Burke)
1:42.0,C. Felicio misses 2-pt shot from 2 ft,,88-106,,
1:40.0,,,88-106,,Defensive rebound by D. Dotson
1:36.0,,,88-106,,T. Williams misses 2-pt shot at rim
1:35.0,,,88-106,,Offensive rebound by D. Dotson
1:34.0,,,88-106,,D. Dotson misses 2-pt shot at rim
1:32.0,Defensive rebound by P. Zipser,,88-106,,
1:26.0,A. Blakeney misses 2-pt shot from 6 ft,,88-106,,
1:24.0,,,88-106,,Defensive rebound by D. Dotson
1:20.0,,,88-106,,Shooting foul by C. Payne (drawn by D. Dotson)
1:20.0,,,88-107,1,D. Dotson makes free throw 1 of 2
1:20.0,,,88-108,1,D. Dotson makes free throw 2 of 2
1:08.0,C. Payne misses 2-pt shot from 2 ft (block by L. Kornet),,88-108,,
1:07.0,Offensive rebound by C. Felicio,,88-108,,
1:06.0,C. Felicio makes 2-pt shot at rim,2,90-108,,
0:46.0,,,90-108,,T. Burke misses 3-pt shot from 26 ft (block by C. Payne)
0:44.0,Defensive rebound by N. Vonleh,,90-108,,
0:38.0,N. Vonleh misses 2-pt shot from 9 ft,,90-108,,
0:37.0,,,90-108,,Defensive rebound by T. Williams
0:35.0,,,90-108,,Turnover by T. Williams (step out of bounds)
0:33.0,P. Zipser misses 2-pt shot from 3 ft (block by T. Williams),,90-108,,
0:32.0,Offensive rebound by P. Zipser,,90-108,,
0:32.0,Shooting foul by L. Kornet (drawn by P. Zipser),,90-108,,
0:32.0,P. Zipser makes free throw 1 of 2,1,91-108,,
0:32.0,P. Zipser makes free throw 2 of 2,1,92-108,,
0:12.0,,,92-110,2,L. Kornet makes 2-pt shot at rim (assist by D. Dotson)
0:00.0,P. Zipser misses 3-pt shot from 26 ft,,92-110,,
0:00.0,Offensive rebound by Team,,92-110,,
