time,Minnesota,pts.away,score,pts.home,Phoenix
3:52.0,,,107-95,,Phoenix full timeout
3:52.0,,,107-95,,D. Bender enters the game for M. Chriss
3:52.0,,,107-95,,T. Daniels enters the game for J. Jackson
3:30.0,,,107-95,,T. Warren misses 2-pt shot from 7 ft
3:28.0,Defensive rebound by K. Towns,,107-95,,
3:16.0,Turnover by T. Gibson (out of bounds lost ball),,107-95,,
2:57.0,,,107-98,3,T. Daniels makes 3-pt shot from 24 ft (assist by T. Chandler)
2:43.0,J. Teague misses 2-pt shot from 3 ft,,107-98,,
2:42.0,Offensive rebound by Team,,107-98,,
2:42.0,Turnover by K. Towns (bad pass),,107-98,,
2:30.0,Personal foul by K. Towns (drawn by I. Canaan),,107-98,,
2:16.0,,,107-100,2,I. Canaan makes 2-pt shot from 4 ft
1:53.0,A. Wiggins misses 2-pt shot from 19 ft,,107-100,,
1:51.0,,,107-100,,Defensive rebound by T. Chandler
1:44.0,,,107-102,2,T. Warren makes 2-pt shot from 9 ft (assist by I. Canaan)
1:27.0,J. Butler misses 2-pt shot from 6 ft,,107-102,,
1:26.0,Offensive rebound by T. Gibson,,107-102,,
1:26.0,T. Gibson makes 2-pt shot at rim,2,109-102,,
1:17.0,,,109-104,2,I. Canaan makes 2-pt shot from 5 ft
0:59.0,A. Wiggins makes 2-pt shot from 11 ft,2,111-104,,
0:59.0,,,111-104,,Phoenix full timeout
0:49.0,,,111-106,2,T. Warren makes 2-pt shot from 9 ft
0:32.0,Shooting foul by T. Daniels (drawn by J. Butler),,111-106,,
0:32.0,J. Butler makes free throw 1 of 2,1,112-106,,
0:32.0,J. Butler makes free throw 2 of 2,1,113-106,,
0:27.0,,,113-106,,T. Daniels misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by Team,,113-106,,
0:24.0,J. Crawford enters the game for T. Gibson,,113-106,,
0:24.0,,,113-106,,Personal take foul by D. Bender (drawn by K. Towns)
0:24.0,K. Towns makes free throw 1 of 2,1,114-106,,
0:24.0,T. Gibson enters the game for J. Crawford,,114-106,,
0:24.0,K. Towns makes free throw 2 of 2,1,115-106,,
0:16.0,,,115-106,,D. Bender misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by J. Butler,,115-106,,
