time,Philadelphia,pts.away,score,pts.home,New York
6:10.0,R. Covington misses 3-pt shot from 25 ft,,98-101,,
6:07.0,,,98-101,,Defensive rebound by E. Kanter
5:56.0,,,98-101,,Shooting foul by E. Ilyasova (drawn by M. Beasley)
5:56.0,,,98-101,,C. Lee enters the game for D. Dotson
5:56.0,J. Redick enters the game for E. Ilyasova,,98-101,,
5:56.0,J. Embiid enters the game for R. Covington,,98-101,,
5:56.0,,,98-101,,M. Beasley misses free throw 1 of 2
5:56.0,,,98-101,,Offensive rebound by Team
5:56.0,,,98-102,1,M. Beasley makes free throw 2 of 2
5:47.0,Offensive foul by J. Embiid (drawn by E. Kanter),,98-102,,
5:47.0,Turnover by J. Embiid (offensive foul),,98-102,,
5:30.0,,,98-104,2,E. Mudiay makes 2-pt shot from 16 ft
5:27.0,Philadelphia full timeout,,98-104,,
5:08.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,100-104,,
4:48.0,,,100-104,,M. Beasley misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by B. Simmons,,100-104,,
4:39.0,D. Saric misses 3-pt shot from 25 ft,,100-104,,
4:32.0,Offensive rebound by J. Embiid,,100-104,,
4:32.0,J. Embiid misses 2-pt shot at rim,,100-104,,
4:31.0,,,100-104,,Defensive rebound by T. Hardaway
4:30.0,,,100-104,,E. Kanter misses 2-pt shot from 3 ft
4:28.0,Defensive rebound by J. Embiid,,100-104,,
4:18.0,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons),3,103-104,,
3:58.0,,,103-104,,T. Hardaway misses 3-pt shot from 25 ft
3:56.0,Defensive rebound by D. Saric,,103-104,,
3:51.0,Shooting foul by E. Mudiay (drawn by B. Simmons),,103-104,,
3:51.0,R. Covington enters the game for M. Belinelli,,103-104,,
3:51.0,B. Simmons misses free throw 1 of 2,,103-104,,
3:51.0,Offensive rebound by Team,,103-104,,
3:51.0,B. Simmons misses free throw 2 of 2,,103-104,,
3:49.0,,,103-104,,Defensive rebound by M. Beasley
3:30.0,,,103-104,,E. Kanter misses 2-pt shot from 14 ft
3:28.0,Defensive rebound by J. Redick,,103-104,,
3:23.0,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons),3,106-104,,
3:21.0,,,106-104,,New York full timeout
3:01.0,,,106-106,2,C. Lee makes 2-pt shot from 15 ft (assist by M. Beasley)
2:45.0,Shooting foul by E. Kanter (drawn by J. Embiid),,106-106,,
2:45.0,J. Embiid makes free throw 1 of 2,1,107-106,,
2:45.0,J. Embiid misses free throw 2 of 2,,107-106,,
2:43.0,Offensive rebound by D. Saric,,107-106,,
2:41.0,Turnover by D. Saric (bad pass; steal by E. Mudiay),,107-106,,
2:26.0,,,107-106,,E. Mudiay misses 2-pt shot from 2 ft (block by J. Embiid)
2:22.0,Defensive rebound by D. Saric,,107-106,,
2:17.0,J. Redick makes 3-pt shot from 22 ft (assist by R. Covington),3,110-106,,
2:16.0,,,110-106,,New York full timeout
2:09.0,,,110-106,,Turnover by M. Beasley (bad pass)
1:58.0,D. Saric makes 3-pt shot from 23 ft (assist by J. Embiid),3,113-106,,
1:51.0,,,113-106,,Shooting foul by R. Covington (drawn by T. Hardaway)
1:51.0,,,113-107,1,T. Hardaway makes free throw 1 of 2
1:51.0,,,113-107,,K. O'Quinn enters the game for E. Kanter
1:51.0,,,113-108,1,T. Hardaway makes free throw 2 of 2
1:39.0,J. Redick misses 2-pt shot from 21 ft,,113-108,,
1:37.0,,,113-108,,Defensive rebound by K. O'Quinn
1:27.0,,,113-108,,T. Hardaway misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by D. Saric,,113-108,,
1:04.0,J. Embiid misses 2-pt shot from 21 ft,,113-108,,
1:00.0,,,113-108,,Defensive rebound by M. Beasley
0:48.0,,,113-108,,E. Mudiay misses 2-pt shot from 17 ft
0:46.0,Defensive rebound by B. Simmons,,113-108,,
0:41.0,,,113-108,,Personal take foul by M. Beasley (drawn by J. Redick)
0:41.0,J. Redick makes free throw 1 of 2,1,114-108,,
0:41.0,J. Redick misses free throw 2 of 2,,114-108,,
0:39.0,Offensive rebound by D. Saric,,114-108,,
0:38.0,,,114-108,,Personal take foul by E. Mudiay (drawn by J. Redick)
0:38.0,J. Redick makes free throw 1 of 2,1,115-108,,
0:38.0,T. McConnell enters the game for J. Embiid,,115-108,,
0:38.0,J. Redick misses free throw 2 of 2,,115-108,,
0:36.0,,,115-108,,Defensive rebound by K. O'Quinn
0:26.0,,,115-110,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by M. Beasley)
0:26.0,Philadelphia full timeout,,115-110,,
0:26.0,J. Embiid enters the game for D. Saric,,115-110,,
0:26.0,M. Belinelli enters the game for R. Covington,,115-110,,
0:25.0,,,115-110,,Personal take foul by T. Hardaway (drawn by J. Redick)
0:25.0,J. Redick makes free throw 1 of 2,1,116-110,,
0:25.0,R. Covington enters the game for J. Embiid,,116-110,,
0:25.0,J. Redick makes free throw 2 of 2,1,117-110,,
0:15.0,Violation by R. Covington (kicked ball),,117-110,,
0:06.0,,,117-110,,C. Lee misses 3-pt shot from 23 ft
0:05.0,,,117-110,,Offensive rebound by K. O'Quinn
0:05.0,,,117-110,,Turnover by K. O'Quinn (bad pass; steal by J. Redick)
0:04.0,,,117-110,,Personal take foul by M. Beasley (drawn by J. Redick)
0:04.0,,,117-110,,I. Hicks enters the game for M. Beasley
0:04.0,J. Redick makes free throw 1 of 2,1,118-110,,
0:04.0,J. Redick misses free throw 2 of 2,,118-110,,
0:01.0,,,118-110,,Defensive rebound by K. O'Quinn
0:00.0,,,118-110,,E. Mudiay misses 3-pt shot from 43 ft
0:00.0,,,118-110,,Offensive rebound by Team
